,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,Total_Pts
249,186,Jeffrey Schlupp,CRY,MID,7.2,0.0,0.0,1.69,0.0,2.03,0.0,0.0,0.0,0.0,1.7,0.0,1.73,0.0,0.0,0.0,7.15
250,606,Angelo Ogbonna,WHU,DEF,6.9,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.27,0.8600000000000001
251,3383,Elijah Adebayo,LUT,FOR,6.9,0.91,0.0,1.21,0.0,0.0,0.0,1.06,0.0,1.23,0.0,0.0,1.17,0.0,0.0,0.0,5.58
252,404,James Garner,EVE,MID,6.5,3.06,0.0,2.47,0.0,0.0,0.0,2.43,0.0,0.0,1.99,0.0,2.43,0.0,0.0,0.0,12.38
253,11,Joe Willock,NEW,MID,7.6,0.67,0.0,1.38,0.0,0.0,0.0,1.77,0.0,2.15,0.0,0.0,0.0,0.0,1.66,0.0,7.63
254,1403,Remo Freuler,FOR,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,343,Curtis Jones,LIV,MID,7.3,0.0,0.0,0.0,1.55,0.0,0.0,1.41,0.0,1.44,0.0,0.0,0.0,0.0,1.33,0.0,5.73
256,2391,Ansu Fati,BHA,MID,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,711,Elliot Anderson,NEW,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.59,0.0,0.0,0.0,0.0,0.7,0.0,1.5499999999999998
258,884,Ivan Toney,BRE,FOR,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,3416,Anel Ahmedhodzic,SHU,DEF,7.1,0.0,0.0,1.05,0.0,0.0,1.31,0.0,0.0,3.77,0.0,0.0,-0.37,0.0,0.0,0.0,5.760000000000001
260,3361,Justin Kluivert,BOU,MID,7.8,0.0,0.0,3.18,0.0,0.0,0.0,2.53,0.0,2.83,0.0,0.0,0.0,2.41,0.0,0.0,10.95
261,1404,Sergio Gómez,MCI,DEF,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
262,3366,Lyle Foster,BUR,FOR,6.6,0.0,0.0,1.95,0.0,0.0,0.0,2.65,0.0,2.88,0.0,0.0,2.44,0.0,0.0,0.0,9.92
263,217,Michael Keane,EVE,DEF,7.3,0.61,0.0,0.8,0.0,0.0,0.0,0.57,0.0,0.0,0.44,0.0,0.77,0.0,0.0,0.0,3.19
264,367,Harry Wilson,FUL,MID,7.4,2.51,0.0,2.04,0.0,0.0,0.0,2.36,0.0,2.31,0.0,0.0,0.0,2.0,0.0,0.0,11.22
265,206,James Tomkins,CRY,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.18,0.0,0.0,0.0,0.33999999999999997
266,724,Rayan Aït Nouri,WOL,DEF,7.2,0.0,0.0,0.0,1.27,0.0,0.0,0.0,2.32,0.0,1.91,0.0,2.61,0.0,0.0,0.0,8.11
267,2339,Tom Lockyer,LUT,DEF,7.1,1.05,0.0,2.35,0.0,0.0,0.0,1.74,0.0,2.94,0.0,0.0,2.09,0.0,0.0,0.0,10.17
268,1286,Joe Worrall,FOR,DEF,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.13,0.0,0.0,0.15,0.0,0.0,0.0,0.45999999999999996
269,559,Hugo Lloris,TOT,GK,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,44,Matt Targett,NEW,DEF,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,490,George Baldock,SHU,DEF,6.9,0.0,0.0,0.98,0.0,0.0,1.22,0.0,0.0,3.09,0.0,0.0,0.09,0.0,0.0,0.0,5.38
272,3208,Illia Zabarnyi,BOU,DEF,6.6,0.0,0.0,5.21,0.0,0.0,0.0,3.11,0.0,3.1,0.0,0.0,0.0,1.33,0.0,0.0,12.75
273,1396,Neto,BOU,GK,6.6,0.0,0.0,4.91,0.0,0.0,0.0,4.48,0.0,4.24,0.0,0.0,0.0,3.74,0.0,0.0,17.37
274,259,Harrison Reed,FUL,MID,7.5,2.1,0.0,1.74,0.0,0.0,0.0,1.83,0.0,1.75,0.0,0.0,0.0,1.68,0.0,0.0,9.1
275,1238,James Hill,BOU,DEF,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,129,Chris Wood,FOR,FOR,7.2,0.0,3.67,0.0,0.0,0.0,0.0,3.98,0.0,2.64,0.0,0.0,3.29,0.0,0.0,0.0,13.580000000000002
277,1192,Toti Gomes,WOL,DEF,6.9,0.0,0.0,0.0,2.24,0.0,0.0,0.0,1.92,0.0,1.71,0.0,2.59,0.0,0.0,0.0,8.46
278,1249,Kieffer Moore,BOU,FOR,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.34,0.0,0.0,0.0,0.25,0.0,0.0,0.81
279,450,Paul Dummett,NEW,DEF,6.5,0.59,0.0,0.83,0.0,0.0,0.0,0.57,0.0,0.59,0.0,0.0,0.0,0.0,0.22,0.0,2.8
280,530,Davinson Sánchez,TOT,DEF,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,130,Josh Brownhill,BUR,MID,7.1,0.0,0.0,3.79,0.0,0.0,0.0,2.63,0.0,2.8,0.0,0.0,2.44,0.0,0.0,0.0,11.659999999999998
282,1253,Boubacar Kamara,AVL,MID,6.7,0.0,0.0,0.0,2.39,0.0,3.05,0.0,0.0,2.54,0.0,0.0,2.62,0.0,0.0,0.0,10.6
283,1284,Scott McKenna,FOR,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,10,Rob Holding,CRY,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,1393,Marcus Tavernier,BOU,MID,7.2,0.0,0.0,3.97,0.0,0.0,0.0,3.13,0.0,3.47,0.0,0.0,0.0,2.91,0.0,0.0,13.48
286,1434,Divin Mubama,WHU,FOR,6.5,0.64,0.0,0.0,0.53,0.0,0.0,0.44,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.48,2.46
287,875,Mads Roerslev,BRE,DEF,6.8,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,3.61,0.0,2.83,0.0,0.0,0.0,9.4
288,2095,Zeki Amdouni,BUR,FOR,7.1,0.0,0.0,3.19,0.0,0.0,0.0,2.5,0.0,2.55,0.0,0.0,2.14,0.0,0.0,0.0,10.379999999999999
289,9,Emile Smith Rowe,ARS,MID,7.9,0.0,0.0,0.0,0.36,0.0,0.0,0.56,0.0,0.0,0.0,0.85,0.0,0.76,0.0,0.0,2.5300000000000002
290,1174,Philippe Coutinho,AVL,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,676,Fábio Silva,WOL,FOR,7.4,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.8,0.0,0.74,0.0,0.85,0.0,0.0,0.0,3.1300000000000003
292,1111,Connor Roberts,BUR,DEF,7.2,0.0,0.0,0.99,0.0,0.0,0.0,0.69,0.0,0.7,0.0,0.0,0.66,0.0,0.0,0.0,3.04
293,3363,Bart Verbruggen,BHA,GK,6.9,0.0,0.0,0.0,1.21,1.58,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,1.52,5.789999999999999
294,45,Cameron Archer,SHU,FOR,7.2,0.0,0.0,2.2,0.0,0.0,2.15,0.0,0.0,2.73,0.0,0.0,1.94,0.0,0.0,0.0,9.02
295,3461,Calvin Bassey,FUL,DEF,7.5,4.08,0.0,1.61,0.0,0.0,0.0,1.76,0.0,1.27,0.0,0.0,0.0,0.65,0.0,0.0,9.370000000000001
296,3207,João Gomes,WOL,MID,6.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.03,0.0,1.68,0.0,1.8,0.0,0.0,0.0,7.509999999999999
297,1889,Arnaut Danjuma,EVE,MID,7.4,0.49,0.0,0.52,0.0,0.0,0.0,0.46,0.0,0.0,0.43,0.0,0.53,0.0,0.0,0.0,2.4299999999999997
298,727,Nathaniel Clyne,CRY,DEF,7.1,0.0,0.0,0.38,0.0,0.54,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,2.18
299,471,Wes Foderingham,SHU,GK,6.4,0.0,0.0,3.23,0.0,0.0,3.42,0.0,0.0,4.72,0.0,0.0,2.38,0.0,0.0,0.0,13.75
300,481,Sander Berge,BUR,MID,7.0,0.0,0.0,3.41,0.0,0.0,0.0,2.15,0.0,2.14,0.0,0.0,2.0,0.0,0.0,0.0,9.700000000000001
301,1441,Idrissa Gana Gueye,EVE,MID,7.4,2.68,0.0,1.97,0.0,0.0,0.0,1.83,0.0,0.0,1.54,0.0,1.71,0.0,0.0,0.0,9.73
302,654,Ola Aina,FOR,DEF,6.7,0.0,1.82,0.0,0.0,0.0,0.0,2.26,0.0,1.21,0.0,0.0,1.67,0.0,0.0,0.0,6.96
303,3439,Milos Kerkez,BOU,DEF,6.7,0.0,0.0,4.17,0.0,0.0,0.0,2.4,0.0,2.51,0.0,0.0,0.0,0.99,0.0,0.0,10.07
304,189,Vicente Guaita,CRY,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,1438,Sasa Kalajdzic,WOL,FOR,6.7,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.4,0.0,1.21,0.0,1.5,0.0,0.0,0.0,5.609999999999999
306,686,Dean Henderson,CRY,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,297,Kalvin Phillips,MCI,MID,7.1,0.5,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.34,0.0,0.0,0.0,1.4200000000000002
308,3365,Vitinho,BUR,DEF,6.6,0.0,0.0,3.52,0.0,0.0,0.0,1.94,0.0,1.9,0.0,0.0,1.61,0.0,0.0,0.0,8.969999999999999
309,2319,Ben Doak,LIV,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1378,Harry Toffolo,FOR,DEF,6.6,0.0,2.3,0.0,0.0,0.0,0.0,3.04,0.0,1.34,0.0,0.0,2.22,0.0,0.0,0.0,8.9
311,452,Martin Dúbravka,NEW,GK,6.3,4.45,0.0,5.32,0.0,0.0,0.0,5.18,0.0,5.88,0.0,0.0,0.0,0.0,3.79,0.0,24.619999999999997
312,120,Charlie Taylor,BUR,DEF,6.8,0.0,0.0,3.53,0.0,0.0,0.0,1.76,0.0,1.71,0.0,0.0,1.46,0.0,0.0,0.0,8.46
313,720,Tosin Adarabioyo,FUL,DEF,7.0,0.84,0.0,0.59,0.0,0.0,0.0,0.57,0.0,0.5,0.0,0.0,0.0,0.19,0.0,0.0,2.69
314,1383,Manor Solomon,TOT,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,3269,Auston Trusty,SHU,DEF,6.5,0.0,0.0,0.99,0.0,0.0,1.26,0.0,0.0,3.56,0.0,0.0,-0.07,0.0,0.0,0.0,5.74
316,3411,Issa Kaboré,LUT,DEF,7.0,0.0,0.0,0.46,0.0,0.0,0.0,0.87,0.0,2.11,0.0,0.0,1.94,0.0,0.0,0.0,5.38
317,3477,Gustavo Hamer,SHU,MID,6.8,0.0,0.0,2.93,0.0,0.0,2.72,0.0,0.0,3.42,0.0,0.0,2.17,0.0,0.0,0.0,11.24
318,3403,Amari'i Bell,LUT,DEF,7.1,1.08,0.0,2.42,0.0,0.0,0.0,1.89,0.0,2.59,0.0,0.0,2.0,0.0,0.0,0.0,9.98
319,3484,Beto,EVE,FOR,7.7,1.18,0.0,1.08,0.0,0.0,0.0,1.03,0.0,0.0,0.86,0.0,1.14,0.0,0.0,0.0,5.29
320,718,Ben Godfrey,EVE,DEF,7.1,0.43,0.0,0.63,0.0,0.0,0.0,0.47,0.0,0.0,0.42,0.0,0.69,0.0,0.0,0.0,2.6399999999999997
321,3362,Mahmoud Dahoud,BHA,MID,7.5,0.0,0.0,0.0,1.08,1.2,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,1.04,4.48
322,594,Pablo Fornals,WHU,MID,7.4,0.9,0.0,0.0,1.08,0.0,0.0,1.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,1.02,4.83
323,880,Vitaly Janelt,BRE,MID,7.3,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,2.32,0.0,2.15,0.0,0.0,0.0,6.76
324,1242,Chris Mepham,BOU,DEF,6.7,0.0,0.0,1.52,0.0,0.0,0.0,0.93,0.0,0.87,0.0,0.0,0.0,0.47,0.0,0.0,3.79
325,1890,Ryan Gravenberch,LIV,MID,8.1,0.0,0.0,0.0,1.69,0.0,0.0,1.48,0.0,1.62,0.0,0.0,0.0,0.0,1.56,0.0,6.35
326,491,John Egan,SHU,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19
327,1735,Antoine Semenyo,BOU,MID,6.6,0.0,0.0,3.28,0.0,0.0,0.0,2.64,0.0,3.11,0.0,0.0,0.0,2.54,0.0,0.0,11.57
328,493,Oliver McBurnie,SHU,FOR,7.0,0.0,0.0,2.26,0.0,0.0,2.2,0.0,0.0,3.04,0.0,0.0,1.86,0.0,0.0,0.0,9.36
329,885,Josh Dasilva,BRE,MID,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.6,0.0,0.0,0.0,1.15
330,658,Timothy Castagne,FUL,DEF,7.7,3.51,0.0,1.64,0.0,0.0,0.0,3.03,0.0,2.46,0.0,0.0,0.0,1.69,0.0,0.0,12.33
331,696,Sergio Reguilón,MUN,DEF,7.6,0.0,0.0,0.0,0.29,0.0,0.0,0.45,0.0,0.52,0.0,0.0,0.66,0.0,0.0,0.0,1.92
332,255,Mario Lemina,WOL,MID,7.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,2.78,0.0,2.33,0.0,2.69,0.0,0.0,0.0,10.78
333,3184,Danilo,FOR,MID,7.0,0.0,1.97,0.0,0.0,0.0,0.0,1.93,0.0,1.64,0.0,0.0,1.77,0.0,0.0,0.0,7.3100000000000005
334,1450,Boubacar Traoré,WOL,MID,6.7,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.69,0.0,0.71,0.0,0.73,0.0,0.0,0.0,2.77
335,984,Oliver Skipp,TOT,MID,6.9,0.49,0.55,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.63,0.0,0.82,0.0,0.0,3.1599999999999997
336,936,Emmanuel Dennis,FOR,FOR,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,1237,David Brooks,BOU,MID,6.7,0.0,0.0,0.79,0.0,0.0,0.0,0.73,0.0,0.92,0.0,0.0,0.0,0.7,0.0,0.0,3.1399999999999997
338,812,Hugo Bueno,WOL,DEF,7.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,1.03,0.0,0.85,0.0,1.09,0.0,0.0,0.0,4.3100000000000005
339,98,Adam Lallana,BHA,MID,6.8,0.0,0.0,0.0,1.7,1.9,0.0,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,1.67,7.159999999999999
340,1847,Edson Álvarez,WHU,MID,7.1,2.41,0.0,0.0,2.7,0.0,0.0,2.35,0.0,0.0,0.0,1.94,0.0,0.0,0.0,2.09,11.49
341,593,Josh Cullen,BUR,MID,7.0,0.0,0.0,0.22,0.0,0.0,0.0,0.41,0.0,0.51,0.0,0.0,0.53,0.0,0.0,0.0,1.6700000000000002
342,3432,Bénie Adama Traore,SHU,FOR,7.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.47,0.0,0.0,0.47,0.0,0.0,0.0,1.5399999999999998
343,352,Rhian Brewster,SHU,FOR,6.6,0.0,0.0,1.08,0.0,0.0,1.29,0.0,0.0,1.77,0.0,0.0,1.11,0.0,0.0,0.0,5.250000000000001
344,421,Brandon Williams,MUN,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,1861,Sofyan Amrabat,MUN,MID,7.3,0.0,0.0,0.0,1.0,0.0,0.0,0.87,0.0,0.9,0.0,0.0,0.73,0.0,0.0,0.0,3.5
346,492,Chris Basham,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,360,Nathaniel Phillips,LIV,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,3183,Andrey Santos,FOR,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,828,Carney Chukwuemeka,CHE,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,1934,Jakub Kiwior,ARS,DEF,7.6,0.0,0.0,0.0,1.4,0.0,0.0,1.07,0.0,0.0,0.0,1.97,0.0,1.71,0.0,0.0,6.1499999999999995
351,1250,Fabio Vieira,ARS,MID,7.8,0.0,0.0,0.0,0.55,0.0,0.0,0.46,0.0,0.0,0.0,0.72,0.0,0.68,0.0,0.0,2.41
352,1047,Armando Broja,CHE,FOR,7.4,1.19,0.0,1.5,0.0,0.0,0.0,0.0,0.9,0.0,0.86,0.0,0.89,0.0,0.0,0.0,5.34
353,172,Ross Barkley,LUT,MID,7.2,1.98,0.0,2.0,0.0,0.0,0.0,1.32,0.0,1.32,0.0,0.0,1.27,0.0,0.0,0.0,7.890000000000001
354,980,Tahith Chong,LUT,MID,6.8,0.94,0.0,1.06,0.0,0.0,0.0,0.94,0.0,1.03,0.0,0.0,1.02,0.0,0.0,0.0,4.99
355,526,Matt Doherty,WOL,DEF,7.5,0.0,0.0,0.0,1.38,0.0,0.0,0.0,1.22,0.0,1.04,0.0,1.46,0.0,0.0,0.0,5.1
356,1245,Ryan Christie,BOU,MID,6.7,0.0,0.0,3.4,0.0,0.0,0.0,2.7,0.0,3.07,0.0,0.0,0.0,2.82,0.0,0.0,11.99
357,3407,Aribim Pepple,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,1346,Stefan Bajcetic,LIV,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,155,Hakim Ziyech,CHE,MID,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,3458,Igor,BHA,DEF,7.6,0.0,0.0,0.0,2.33,4.92,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,3.5,13.53
361,3172,Kevin Schade,BRE,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,1407,Thilo Kehrer,WHU,DEF,7.4,0.42,0.0,0.0,0.61,0.0,0.0,0.55,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.63,2.65
363,1231,Lloyd Kelly,BOU,DEF,6.7,0.0,0.0,0.2,0.0,0.0,0.0,0.99,0.0,1.26,0.0,0.0,0.0,1.31,0.0,0.0,3.7600000000000002
364,1307,Ryan Yates,FOR,MID,6.8,0.0,1.38,0.0,0.0,0.0,0.0,1.31,0.0,1.3,0.0,0.0,1.22,0.0,0.0,0.0,5.21
365,225,Séamus Coleman,EVE,DEF,7.5,0.37,0.0,0.42,0.0,0.0,0.0,0.35,0.0,0.0,0.29,0.0,0.46,0.0,0.0,0.0,1.8900000000000001
366,3386,Chiedozie Ogbene,LUT,FOR,6.8,2.17,0.0,2.46,0.0,0.0,0.0,2.25,0.0,2.36,0.0,0.0,2.38,0.0,0.0,0.0,11.620000000000001
367,1046,Trevoh Chalobah,CHE,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,682,Thiago Alcántara,LIV,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,1319,Moussa Niakhate,FOR,DEF,6.6,0.0,1.04,0.0,0.0,0.0,0.0,1.37,0.0,0.71,0.0,0.0,1.13,0.0,0.0,0.0,4.25
370,3420,Andre Brooks,SHU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,728,Robin Olsen,AVL,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.24
372,3406,Alfie Doughty,LUT,DEF,6.9,1.03,0.0,2.69,0.0,0.0,0.0,2.03,0.0,3.14,0.0,0.0,2.36,0.0,0.0,0.0,11.25
373,3209,Felipe,FOR,DEF,6.7,0.0,2.16,0.0,0.0,0.0,0.0,2.86,0.0,1.31,0.0,0.0,2.08,0.0,0.0,0.0,8.41
374,1050,CJ Egan-Riley,BUR,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,3213,Hamed Junior Traorè,BOU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.0,0.0,0.17,0.0,0.0,0.54
376,709,Wesley Fofana,CHE,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,3405,Pelly Ruddock Mpanzu,LUT,MID,6.7,1.85,0.0,1.33,0.0,0.0,0.0,0.85,0.0,0.8,0.0,0.0,0.82,0.0,0.0,0.0,5.65
378,3243,Thomas Kaminski,LUT,GK,6.3,2.23,0.0,3.39,0.0,0.0,0.0,2.77,0.0,3.76,0.0,0.0,2.96,0.0,0.0,0.0,15.11
379,1225,Joe Rothwell,BOU,MID,6.5,0.0,0.0,0.58,0.0,0.0,0.0,0.53,0.0,0.55,0.0,0.0,0.0,0.53,0.0,0.0,2.19
380,581,Dara O'Shea,BUR,DEF,6.7,0.0,0.0,4.8,0.0,0.0,0.0,2.14,0.0,1.93,0.0,0.0,1.54,0.0,0.0,0.0,10.41
381,1282,Tyrell Malacia,MUN,DEF,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,441,Javier Manquillo,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.47
383,475,Jack Robinson,SHU,DEF,6.7,0.0,0.0,0.84,0.0,0.0,1.13,0.0,0.0,3.63,0.0,0.0,-0.36,0.0,0.0,0.0,5.239999999999999
384,419,Donny van de Beek,MUN,MID,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,2068,Saša Lukić,FUL,MID,6.5,0.44,0.0,0.47,0.0,0.0,0.0,0.54,0.0,0.59,0.0,0.0,0.0,0.61,0.0,0.0,2.65
386,2077,Pablo Sarabia,WOL,MID,6.8,0.0,0.0,0.0,1.72,0.0,0.0,0.0,1.36,0.0,1.15,0.0,1.2,0.0,0.0,0.0,5.430000000000001
387,3367,Ameen Al-Dakhil,BUR,DEF,6.6,0.0,0.0,0.5,0.0,0.0,0.0,0.46,0.0,0.48,0.0,0.0,0.46,0.0,0.0,0.0,1.9
388,878,Shandon Baptiste,BRE,MID,6.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.85,0.0,0.0,0.0,2.82
389,1,Calum Chambers,AVL,DEF,7.3,0.0,0.0,0.0,0.2,0.0,0.38,0.0,0.0,0.27,0.0,0.0,0.44,0.0,0.0,0.0,1.29
390,3187,Noni Madueke,CHE,MID,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.47,0.0,0.54,0.0,0.0,0.0,1.43
391,668,Max Lowe,SHU,DEF,6.7,0.0,0.0,0.53,0.0,0.0,0.63,0.0,0.0,1.23,0.0,0.0,0.26,0.0,0.0,0.0,2.6500000000000004
392,3473,Jacob Brown,LUT,FOR,6.5,1.5,0.0,1.82,0.0,0.0,0.0,1.53,0.0,1.76,0.0,0.0,1.69,0.0,0.0,0.0,8.3
393,1579,Luca Koleosho,BUR,MID,6.8,0.0,0.0,2.55,0.0,0.0,0.0,2.19,0.0,2.31,0.0,0.0,1.98,0.0,0.0,0.0,9.030000000000001
394,3400,Admiral Muskwe,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,33,Cédric Soares,ARS,DEF,7.2,0.0,0.0,0.0,0.34,0.0,0.0,0.29,0.0,0.0,0.0,0.5,0.0,0.57,0.0,0.0,1.6999999999999997
396,670,Jayden Bogle,SHU,DEF,6.7,0.0,0.0,0.71,0.0,0.0,0.79,0.0,0.0,1.86,0.0,0.0,0.21,0.0,0.0,0.0,3.5700000000000003
397,1165,Lewis Hall,NEW,MID,6.5,1.25,0.0,1.15,0.0,0.0,0.0,0.95,0.0,1.05,0.0,0.0,0.0,0.0,0.75,0.0,5.1499999999999995
398,3495,Odisseas Vlachodimos,FOR,GK,6.3,0.0,3.79,0.0,0.0,0.0,0.0,4.41,0.0,3.14,0.0,0.0,3.89,0.0,0.0,0.0,15.23
399,507,Fraser Forster,TOT,GK,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,260,Jay Stansfield,FUL,FOR,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,1234,Jaidon Anthony,BOU,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
