,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,MD_24_Pts,MD_25_Pts,MD_26_Pts,Total_Pts
10,645,Ollie Watkins,AVL,FOR,9.3,0.0,4.84,6.24,0.0,0.0,0.0,0.0,5.62,0.0,6.9,0.0,0.0,0.0,6.47,0.0,5.28,0.0,0.0,6.76,4.86,5.62,4.33,0.0,5.21,4.78,7.1,74.00999999999999
11,100,Lewis Dunk,BHA,DEF,8.3,0.0,2.78,4.0,0.0,0.0,0.0,0.0,4.29,2.69,0.0,0.0,0.0,0.0,5.76,5.54,0.0,0.0,0.0,6.97,6.09,3.93,5.52,0.0,6.24,3.01,5.57,62.39000000000001
12,810,Martin Ødegaard,ARS,MID,10.3,0.0,5.68,5.03,0.0,0.0,0.0,0.0,3.71,4.08,0.0,0.0,0.0,5.97,0.0,3.63,0.0,0.0,5.22,0.0,4.32,5.71,4.81,0.0,4.08,4.8,3.9,60.94
13,400,Kyle Walker,MCI,DEF,8.6,0.0,0.0,4.41,0.0,0.0,0.0,0.0,2.53,3.4,0.0,0.0,0.0,0.0,3.39,4.89,0.0,0.0,0.0,3.01,3.26,3.71,3.6,0.0,5.21,4.73,0.0,42.14
14,598,Declan Rice,ARS,MID,8.1,0.0,4.77,4.51,0.0,0.0,0.0,0.0,3.17,3.21,0.0,0.0,0.0,4.73,0.0,2.98,0.0,0.0,3.77,0.0,3.6,4.07,4.27,0.0,3.38,3.15,2.99,48.6
15,327,James Maddison,TOT,MID,9.3,0.0,3.88,4.6,0.0,0.0,0.0,5.16,0.0,0.0,0.0,5.67,4.45,0.0,0.0,0.0,0.0,4.46,4.49,0.0,4.5,2.86,5.43,0.0,3.92,4.55,5.23,59.2
16,337,Trent Alexander-Arnold,LIV,DEF,10.0,0.0,3.29,3.7,0.0,0.0,0.0,0.0,3.59,6.34,0.0,0.0,0.0,0.0,6.45,0.0,6.44,0.0,0.0,5.26,2.25,5.7,6.4,0.0,5.29,4.54,3.38,62.63
17,121,Nick Pope,NEW,GK,7.6,0.0,5.62,5.83,0.0,0.0,0.0,0.0,4.82,5.59,0.0,0.0,0.0,5.26,0.0,4.43,0.0,0.0,5.18,0.0,4.98,5.13,5.56,0.0,4.57,5.46,5.39,67.82
18,895,Bryan Mbeumo,BRE,MID,8.3,0.0,0.0,0.0,5.22,0.0,0.0,4.44,0.0,5.57,0.0,0.0,0.0,4.31,0.0,5.43,0.0,0.0,0.0,4.04,4.45,5.49,4.26,0.0,5.05,4.82,0.0,53.08
19,1275,Darwin Núñez,LIV,FOR,9.4,0.0,3.53,2.3,0.0,0.0,0.0,0.0,2.36,3.07,0.0,0.0,0.0,0.0,3.19,0.0,2.65,0.0,0.0,3.0,1.98,3.43,3.06,0.0,2.45,2.96,2.6,36.58
20,483,Aaron Ramsdale,ARS,GK,7.5,0.0,0.56,0.72,0.0,0.0,0.0,0.0,0.65,0.73,0.0,0.0,0.0,0.96,0.0,0.77,0.0,0.0,1.07,0.0,4.97,1.22,1.25,0.0,0.95,0.94,0.74,15.53
21,1260,Kaoru Mitoma,BHA,MID,8.0,0.0,5.37,3.72,0.0,0.0,0.0,0.0,3.84,2.74,0.0,0.0,0.0,0.0,4.22,3.78,0.0,0.0,0.0,4.53,3.92,3.48,3.83,0.0,4.19,3.13,3.42,50.17
22,525,Son Heung-min,TOT,MID,9.7,0.0,4.23,4.8,0.0,0.0,0.0,5.01,0.0,0.0,0.0,5.76,4.32,0.0,0.0,0.0,0.0,4.9,4.91,0.0,4.94,3.47,5.65,0.0,4.46,4.93,5.72,63.1
23,710,Rúben Dias,MCI,DEF,9.7,0.0,0.0,5.82,0.0,0.0,0.0,0.0,3.39,4.58,0.0,0.0,0.0,0.0,4.59,6.1,0.0,0.0,0.0,3.98,4.55,5.17,5.03,0.0,6.49,6.09,0.0,55.790000000000006
24,1072,Cristian Romero,TOT,DEF,7.9,0.0,2.13,3.53,0.0,0.0,0.0,6.01,0.0,0.0,0.0,5.11,4.88,0.0,0.0,0.0,0.0,3.68,4.4,0.0,4.35,1.3,5.4,0.0,3.4,4.91,5.32,54.419999999999995
25,1558,André Onana,MUN,GK,7.3,4.63,0.0,5.04,0.0,0.0,0.0,4.54,0.0,5.02,0.0,0.0,0.0,0.0,3.15,4.06,0.0,0.0,5.54,0.0,5.04,3.61,0.0,4.18,5.25,3.14,4.29,57.489999999999995
26,610,Jarrod Bowen,WHU,MID,8.8,0.0,3.35,4.17,0.0,0.0,0.0,0.0,3.29,0.0,3.11,0.0,0.0,0.0,3.98,3.12,0.0,0.0,0.0,3.94,3.26,3.57,3.21,0.0,3.4,3.95,3.47,45.82
27,149,Ben Chilwell,CHE,DEF,8.5,0.0,4.06,0.0,0.0,3.88,0.0,3.95,0.0,2.95,0.0,0.0,0.0,3.83,0.0,0.0,0.0,2.9,0.0,2.28,2.56,3.41,0.0,2.71,3.76,4.74,3.82,44.85
28,2038,Nicolas Jackson,CHE,FOR,8.2,0.0,4.74,0.0,0.0,4.08,0.0,3.81,0.0,3.62,0.0,0.0,0.0,4.1,0.0,0.0,0.0,3.63,0.0,3.02,3.17,4.24,0.0,3.73,4.11,5.02,4.26,51.529999999999994
29,412,Bruno Fernandes,MUN,MID,10.7,6.02,0.0,6.98,0.0,0.0,0.0,6.28,0.0,6.09,0.0,0.0,0.0,0.0,4.05,5.31,0.0,0.0,6.77,0.0,5.57,4.08,0.0,5.45,7.05,4.37,5.8,73.82
30,1320,Julián Álvarez,MCI,FOR,8.6,0.0,0.0,5.12,0.0,0.0,0.0,0.0,3.97,4.82,0.0,0.0,0.0,0.0,4.25,5.69,0.0,0.0,0.0,4.06,4.49,4.9,4.06,0.0,4.59,4.59,0.0,50.540000000000006
31,348,Taiwo Awoniyi,FOR,FOR,7.5,0.0,0.0,0.0,3.97,0.0,0.0,3.15,0.0,4.0,0.0,0.0,0.0,0.0,2.95,0.0,3.54,0.0,0.0,3.35,3.56,3.91,3.44,0.0,3.45,3.67,4.16,43.150000000000006
32,347,Alisson,LIV,GK,8.0,0.0,5.81,4.74,0.0,0.0,0.0,0.0,5.38,6.31,0.0,0.0,0.0,0.0,5.99,0.0,5.65,0.0,0.0,5.36,3.83,5.29,5.99,0.0,5.47,5.16,4.55,69.52999999999999
33,662,Callum Wilson,NEW,FOR,9.1,0.0,2.59,3.39,0.0,0.0,0.0,0.0,2.7,2.91,0.0,0.0,0.0,2.58,0.0,2.53,0.0,0.0,2.59,0.0,2.69,2.79,2.56,0.0,2.31,3.33,2.53,35.5
34,1097,Evan Ferguson,BHA,FOR,7.8,0.0,6.09,3.94,0.0,0.0,0.0,0.0,4.34,2.88,0.0,0.0,0.0,0.0,5.1,4.0,0.0,0.0,0.0,5.19,4.23,3.68,4.46,0.0,4.6,3.37,3.66,55.540000000000006
35,3231,Moussa Diaby,AVL,MID,8.1,0.0,3.57,4.34,0.0,0.0,0.0,0.0,3.95,0.0,4.75,0.0,0.0,0.0,4.38,0.0,3.72,0.0,0.0,4.62,3.5,3.98,3.17,0.0,3.66,3.46,4.88,51.980000000000004
36,1439,Manuel Akanji,MCI,DEF,9.2,0.0,0.0,4.32,0.0,0.0,0.0,0.0,2.38,3.19,0.0,0.0,0.0,0.0,3.11,4.54,0.0,0.0,0.0,2.87,3.45,3.99,3.83,0.0,5.42,4.87,0.0,41.97
37,383,Phil Foden,MCI,MID,9.5,0.0,0.0,4.24,0.0,0.0,0.0,0.0,3.19,3.67,0.0,0.0,0.0,0.0,3.31,4.34,0.0,0.0,0.0,3.16,3.49,3.84,3.22,0.0,3.75,3.78,0.0,39.99
38,93,Ben White,ARS,DEF,9.2,0.0,4.87,4.96,0.0,0.0,0.0,0.0,3.0,2.94,0.0,0.0,0.0,6.09,0.0,2.69,0.0,0.0,4.91,0.0,3.81,5.14,5.23,0.0,3.43,3.61,2.59,53.269999999999996
39,1197,Luis Díaz,LIV,MID,9.6,0.0,4.52,3.56,0.0,0.0,0.0,0.0,3.42,4.22,0.0,0.0,0.0,0.0,3.96,0.0,3.57,0.0,0.0,3.72,2.67,4.16,3.73,0.0,3.18,3.64,3.29,47.63999999999999
40,2405,Axel Disasi,CHE,DEF,8.4,0.0,3.46,0.0,0.0,2.52,0.0,1.79,0.0,1.17,0.0,0.0,0.0,1.88,0.0,0.0,0.0,1.36,0.0,1.01,1.09,1.44,0.0,1.2,1.56,2.17,1.68,22.33
41,371,Andrew Robertson,LIV,DEF,9.1,0.0,6.71,4.49,0.0,0.0,0.0,0.0,3.82,6.46,0.0,0.0,0.0,0.0,6.48,0.0,6.36,0.0,0.0,5.21,2.46,5.54,6.36,0.0,5.48,4.6,3.38,67.35000000000001
42,399,Raheem Sterling,CHE,MID,8.7,0.0,4.46,0.0,0.0,4.49,0.0,4.0,0.0,3.78,0.0,0.0,0.0,4.31,0.0,0.0,0.0,3.87,0.0,3.2,3.35,4.29,0.0,3.72,4.1,4.89,4.17,52.63
43,182,Eberechi Eze,CRY,MID,8.2,0.0,0.0,5.01,0.0,0.0,0.0,5.76,0.0,4.13,0.0,0.0,5.53,0.0,0.0,4.96,0.0,0.0,5.37,0.0,5.3,5.14,5.91,0.0,4.84,3.52,5.05,60.52
44,70,Solly March,BHA,MID,8.1,0.0,5.54,4.55,0.0,0.0,0.0,0.0,4.76,3.28,0.0,0.0,0.0,0.0,5.36,4.47,0.0,0.0,0.0,5.6,4.57,4.26,4.88,0.0,4.97,3.81,4.23,60.28
45,88,Alexis Mac Allister,LIV,MID,8.9,0.0,4.28,3.0,0.0,0.0,0.0,0.0,2.6,3.39,0.0,0.0,0.0,0.0,3.42,0.0,3.42,0.0,0.0,2.81,2.07,2.99,3.1,0.0,2.83,2.67,2.36,38.94
46,387,Nathan Aké,MCI,DEF,8.9,0.0,0.0,4.62,0.0,0.0,0.0,0.0,2.74,3.66,0.0,0.0,0.0,0.0,3.5,5.03,0.0,0.0,0.0,3.24,3.53,4.1,3.77,0.0,5.65,5.47,0.0,45.31
47,20,Gabriel Dos Santos,ARS,DEF,9.3,0.0,4.65,4.78,0.0,0.0,0.0,0.0,2.74,2.74,0.0,0.0,0.0,5.83,0.0,2.51,0.0,0.0,4.6,0.0,3.29,4.83,4.98,0.0,3.17,3.45,2.36,49.93000000000001
48,1364,Lisandro Martínez,MUN,DEF,8.5,3.93,0.0,4.38,0.0,0.0,0.0,3.62,0.0,4.24,0.0,0.0,0.0,0.0,1.79,2.95,0.0,0.0,4.95,0.0,3.65,1.85,0.0,2.69,4.3,1.62,3.25,43.21999999999999
49,369,Virgil van Dijk,LIV,DEF,9.9,0.0,6.2,3.96,0.0,0.0,0.0,0.0,3.41,6.06,0.0,0.0,0.0,0.0,6.15,0.0,6.03,0.0,0.0,4.91,2.16,5.25,5.96,0.0,5.04,4.07,3.0,62.199999999999996
50,1900,Cody Gakpo,LIV,FOR,9.6,0.0,3.55,2.84,0.0,0.0,0.0,0.0,2.91,3.42,0.0,0.0,0.0,0.0,3.41,0.0,3.07,0.0,0.0,3.13,2.24,3.56,3.28,0.0,2.84,3.13,2.83,40.21
51,505,James Ward-Prowse,WHU,MID,8.4,0.0,2.67,3.65,0.0,0.0,0.0,0.0,2.66,0.0,2.63,0.0,0.0,0.0,3.46,2.55,0.0,0.0,0.0,3.52,2.62,3.03,2.61,0.0,2.76,3.08,2.79,38.03
52,1359,Levi Colwill,CHE,DEF,7.5,0.0,4.65,0.0,0.0,4.15,0.0,4.14,0.0,2.58,0.0,0.0,0.0,4.03,0.0,0.0,0.0,2.93,0.0,2.13,2.42,3.11,0.0,2.75,4.23,5.47,4.05,46.64
53,8,Emiliano Martínez,AVL,GK,7.1,0.0,3.69,4.84,0.0,0.0,0.0,0.0,4.72,0.0,5.04,0.0,0.0,0.0,5.63,0.0,4.97,0.0,0.0,4.73,3.72,4.68,3.26,0.0,3.71,4.04,5.79,58.81999999999999
54,1198,Bruno Guimarães,NEW,MID,8.4,0.0,4.61,4.13,0.0,0.0,0.0,0.0,4.22,3.99,0.0,0.0,0.0,3.0,0.0,2.61,0.0,0.0,3.56,0.0,3.08,3.25,3.57,0.0,3.08,3.86,4.08,47.04
55,376,John Stones,MCI,DEF,9.2,0.0,0.0,4.29,0.0,0.0,0.0,0.0,2.95,3.88,0.0,0.0,0.0,0.0,3.86,5.57,0.0,0.0,0.0,3.48,3.91,4.72,4.28,0.0,5.87,5.48,0.0,48.290000000000006
56,3421,Guglielmo Vicario,TOT,GK,7.0,0.0,3.61,3.81,0.0,0.0,0.0,5.08,0.0,0.0,0.0,4.81,4.86,0.0,0.0,0.0,0.0,4.34,4.93,0.0,4.43,3.1,4.89,0.0,4.28,5.02,5.63,58.79
57,16,Martinelli,ARS,MID,10.2,0.0,2.59,3.79,0.0,0.0,0.0,0.0,3.36,3.48,0.0,0.0,0.0,4.91,0.0,3.16,0.0,0.0,4.46,0.0,3.57,4.81,4.06,0.0,3.53,4.41,3.53,49.66000000000001
58,72,Pascal Groß,BHA,MID,8.2,0.0,6.14,4.64,0.0,0.0,0.0,0.0,4.57,3.22,0.0,0.0,0.0,0.0,5.31,5.21,0.0,0.0,0.0,5.98,5.44,3.75,4.81,0.0,4.86,3.27,4.85,62.050000000000004
59,425,Luke Shaw,MUN,DEF,8.8,0.0,0.0,0.39,0.0,0.0,0.0,1.32,0.0,4.77,0.0,0.0,0.0,0.0,1.94,3.45,0.0,0.0,5.47,0.0,4.1,2.14,0.0,3.09,4.86,1.93,3.9,37.36
60,4,Eddie Nketiah,ARS,FOR,7.6,0.0,1.81,1.59,0.0,0.0,0.0,0.0,1.04,1.21,0.0,0.0,0.0,1.81,0.0,1.01,0.0,0.0,1.58,0.0,1.29,1.8,1.34,0.0,1.15,1.49,1.16,18.28
61,1283,Sven Botman,NEW,DEF,8.6,0.0,5.91,5.76,0.0,0.0,0.0,0.0,4.91,5.62,0.0,0.0,0.0,4.48,0.0,3.29,0.0,0.0,4.56,0.0,3.96,4.29,4.66,0.0,3.22,5.27,5.55,61.47999999999999
62,3382,Dominik Szoboszlai,LIV,MID,9.0,0.0,5.11,3.48,0.0,0.0,0.0,0.0,3.11,4.28,0.0,0.0,0.0,0.0,4.31,0.0,3.95,0.0,0.0,3.46,2.49,3.85,3.97,0.0,3.46,3.49,3.02,47.980000000000004
63,394,Kevin De Bruyne,MCI,MID,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66
64,1411,Casemiro,MUN,MID,8.1,4.93,0.0,5.9,0.0,0.0,0.0,4.99,0.0,5.38,0.0,0.0,0.0,0.0,3.52,4.99,0.0,0.0,6.28,0.0,5.17,4.21,0.0,4.76,6.06,4.21,5.48,65.88000000000001
65,396,Gabriel Jesus,ARS,FOR,10.0,0.0,6.13,5.3,0.0,0.0,0.0,0.0,3.9,4.24,0.0,0.0,0.0,6.21,0.0,3.7,0.0,0.0,5.54,0.0,4.33,6.03,4.84,0.0,4.19,5.19,4.05,63.64999999999999
66,42,Jack Grealish,MCI,MID,9.2,0.0,0.0,0.61,0.0,0.0,0.0,0.0,1.53,3.57,0.0,0.0,0.0,0.0,3.23,4.12,0.0,0.0,0.0,3.11,3.37,3.65,3.11,0.0,3.69,3.6,0.0,33.589999999999996
67,464,Miguel Almirón,NEW,MID,8.5,0.0,3.74,4.01,0.0,0.0,0.0,0.0,3.45,3.58,0.0,0.0,0.0,3.26,0.0,3.2,0.0,0.0,3.39,0.0,3.58,3.66,3.25,0.0,3.15,4.06,3.28,45.61000000000001
68,76,Dan Burn,NEW,DEF,8.5,0.0,5.46,5.14,0.0,0.0,0.0,0.0,4.35,5.19,0.0,0.0,0.0,3.98,0.0,3.09,0.0,0.0,4.08,0.0,3.67,3.73,4.03,0.0,2.89,4.55,4.94,55.099999999999994
69,307,Harvey Barnes,NEW,MID,8.3,0.0,2.18,2.74,0.0,0.0,0.0,0.0,2.26,2.3,0.0,0.0,0.0,2.14,0.0,2.04,0.0,0.0,2.03,0.0,2.21,2.15,2.02,0.0,1.76,2.52,1.98,28.33
70,35,Matty Cash,AVL,DEF,7.7,0.0,3.16,4.05,0.0,0.0,0.0,0.0,4.22,0.0,4.79,0.0,0.0,0.0,5.54,0.0,3.98,0.0,0.0,4.62,2.83,3.97,2.47,0.0,3.17,3.01,5.27,51.08
71,377,Oleksandr Zinchenko,ARS,DEF,8.8,0.0,4.78,4.74,0.0,0.0,0.0,0.0,2.76,2.92,0.0,0.0,0.0,6.03,0.0,2.68,0.0,0.0,4.74,0.0,3.66,4.91,5.08,0.0,3.34,3.5,2.51,51.65
72,1112,Odsonne Édouard,CRY,FOR,7.0,0.0,0.0,3.22,0.0,0.0,0.0,3.9,0.0,2.74,0.0,0.0,3.5,0.0,0.0,3.23,0.0,0.0,3.56,0.0,3.37,3.37,3.68,0.0,3.22,2.55,3.4,39.739999999999995
73,262,Aleksandar Mitrović,FUL,FOR,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1638,Joško Gvardiol,MCI,DEF,9.3,0.0,0.0,4.74,0.0,0.0,0.0,0.0,2.75,3.62,0.0,0.0,0.0,0.0,3.49,5.1,0.0,0.0,0.0,3.21,3.48,3.96,3.9,0.0,5.61,4.93,0.0,44.79
75,167,Thiago Silva,CHE,DEF,8.5,0.0,5.47,0.0,0.0,5.21,0.0,5.08,0.0,3.14,0.0,0.0,0.0,5.08,0.0,0.0,0.0,3.88,0.0,2.88,3.31,3.95,0.0,3.74,5.3,6.33,5.0,58.37
76,2079,Pau Torres,AVL,DEF,8.1,0.0,2.71,3.62,0.0,0.0,0.0,0.0,4.39,0.0,5.37,0.0,0.0,0.0,6.0,0.0,4.89,0.0,0.0,4.71,2.8,4.26,2.29,0.0,2.59,3.28,5.66,52.56999999999999
77,1469,Enzo Fernández,CHE,MID,8.4,0.0,5.01,0.0,0.0,4.82,0.0,4.26,0.0,3.37,0.0,0.0,0.0,4.61,0.0,0.0,0.0,4.17,0.0,3.08,3.29,3.48,0.0,3.88,4.51,4.88,3.92,53.28
78,1076,Yoane Wissa,BRE,MID,7.6,0.0,0.0,0.0,3.84,0.0,0.0,3.31,0.0,4.03,0.0,0.0,0.0,3.19,0.0,4.14,0.0,0.0,0.0,3.12,3.39,4.1,3.24,0.0,3.82,3.69,0.0,39.87
79,1405,Iyenoma Udogie,TOT,DEF,7.7,0.0,2.19,3.06,0.0,0.0,0.0,4.53,0.0,0.0,0.0,4.41,3.57,0.0,0.0,0.0,0.0,3.47,3.84,0.0,3.7,1.42,4.04,0.0,3.08,3.79,4.3,45.39999999999999
80,469,Fabian Schär,NEW,DEF,8.7,0.0,6.36,6.4,0.0,0.0,0.0,0.0,5.35,6.23,0.0,0.0,0.0,4.84,0.0,3.69,0.0,0.0,5.1,0.0,4.37,4.75,5.19,0.0,3.55,5.93,6.01,67.77
81,438,Aaron Wan-Bissaka,MUN,DEF,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,152,Mason Mount,MUN,MID,8.7,1.46,0.0,2.61,0.0,0.0,0.0,2.94,0.0,3.03,0.0,0.0,0.0,0.0,2.34,2.84,0.0,0.0,3.18,0.0,2.73,2.34,0.0,2.87,3.34,2.54,2.96,35.18
83,3381,Malo Gusto,CHE,DEF,6.8,0.0,4.82,0.0,0.0,4.35,0.0,3.81,0.0,1.11,0.0,0.0,0.0,1.21,0.0,0.0,0.0,1.0,0.0,0.85,1.03,1.23,0.0,1.02,1.32,1.81,1.51,25.070000000000004
84,784,Morgan Gibbs-White,FOR,MID,7.9,0.0,0.0,0.0,3.91,0.0,0.0,3.14,0.0,3.99,0.0,0.0,0.0,0.0,2.95,0.0,3.58,0.0,0.0,3.4,3.61,3.9,3.36,0.0,3.39,3.67,4.12,43.019999999999996
85,3412,Sandro Tonali,NEW,MID,8.2,0.0,2.7,3.58,0.0,0.0,0.0,0.0,3.59,3.38,0.0,0.0,0.0,2.81,0.0,2.66,0.0,0.0,2.86,0.0,2.9,2.93,2.75,0.0,2.63,3.22,3.0,39.01
86,48,Ezri Konsa,AVL,DEF,7.9,0.0,2.56,3.42,0.0,0.0,0.0,0.0,4.41,0.0,5.23,0.0,0.0,0.0,6.01,0.0,4.86,0.0,0.0,4.68,2.72,4.2,2.22,0.0,2.58,3.28,5.76,51.93
87,959,João Pedro,BHA,FOR,7.7,0.0,4.34,2.97,0.0,0.0,0.0,0.0,3.14,2.35,0.0,0.0,0.0,0.0,3.53,3.17,0.0,0.0,0.0,3.75,3.17,2.83,3.28,0.0,3.33,2.29,2.5,40.65
88,633,Diogo Jota,LIV,MID,9.1,0.0,3.38,3.03,0.0,0.0,0.0,0.0,2.9,3.62,0.0,0.0,0.0,0.0,3.65,0.0,3.22,0.0,0.0,3.28,2.35,3.47,3.37,0.0,2.85,3.27,2.91,41.3
89,813,Moisés Caicedo,CHE,MID,8.0,0.0,3.01,0.0,0.0,3.8,0.0,3.07,0.0,2.63,0.0,0.0,0.0,3.32,0.0,0.0,0.0,3.19,0.0,2.4,2.83,2.76,0.0,3.24,3.7,3.74,2.93,40.620000000000005
90,719,Joachim Andersen,CRY,DEF,7.8,0.0,0.0,2.73,0.0,0.0,0.0,5.21,0.0,2.25,0.0,0.0,3.38,0.0,0.0,3.85,0.0,0.0,4.61,0.0,5.09,3.94,4.48,0.0,2.5,1.24,2.76,42.040000000000006
91,236,Jordan Pickford,EVE,GK,7.0,0.0,0.0,4.68,0.0,0.0,0.0,4.53,0.0,2.85,0.0,0.0,0.0,0.0,3.71,4.2,0.0,0.0,4.02,0.0,3.78,4.33,3.59,0.0,3.63,4.23,3.47,47.019999999999996
92,171,Reece James,CHE,DEF,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,2.38,0.0,0.0,0.0,3.65,0.0,0.0,0.0,2.74,0.0,1.96,2.34,3.0,0.0,2.46,3.65,4.46,3.44,30.520000000000003
93,975,Marc Guéhi,CRY,DEF,8.0,0.0,0.0,1.74,0.0,0.0,0.0,5.28,0.0,2.38,0.0,0.0,3.51,0.0,0.0,4.04,0.0,0.0,4.88,0.0,5.38,4.27,4.69,0.0,2.71,1.37,2.85,43.099999999999994
94,95,Robert Sánchez,CHE,GK,6.6,0.0,4.64,0.0,0.0,4.5,0.0,4.82,0.0,3.88,0.0,0.0,0.0,4.83,0.0,0.0,0.0,4.17,0.0,3.41,4.04,5.05,0.0,4.24,5.29,5.77,5.0,59.64
95,646,Kai Havertz,ARS,MID,9.2,0.0,2.7,2.5,0.0,0.0,0.0,0.0,1.85,2.04,0.0,0.0,0.0,2.93,0.0,1.93,0.0,0.0,2.77,0.0,2.22,3.32,2.86,0.0,2.16,3.09,2.5,32.87
96,1247,Dominic Solanke,BOU,FOR,7.8,0.0,4.22,4.17,0.0,0.0,0.0,4.28,0.0,5.14,0.0,0.0,0.0,4.85,0.0,2.97,0.0,0.0,3.87,0.0,4.37,4.3,3.6,0.0,3.75,4.77,4.11,54.400000000000006
97,3,Bernd Leno,FUL,GK,6.8,0.0,0.0,0.0,0.0,4.05,0.0,5.5,0.0,0.0,0.0,3.96,0.0,0.0,4.28,4.25,0.0,0.0,0.0,3.91,5.06,3.29,5.45,0.0,4.8,3.76,4.88,53.190000000000005
98,111,Ben Mee,BRE,DEF,8.0,0.0,0.0,0.0,4.1,0.0,0.0,2.38,0.0,4.23,0.0,0.0,0.0,2.59,0.0,3.77,0.0,0.0,0.0,2.07,2.68,4.88,2.46,0.0,4.15,3.44,0.0,36.75
99,869,Rico Henry,BRE,DEF,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
