,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,MD_24_Pts,MD_25_Pts,MD_26_Pts,MD_27_Pts,MD_28_Pts,MD_29_Pts,MD_30_Pts,MD_31_Pts,MD_32_Pts,MD_33_Pts,MD_34_Pts,Total_Pts
51,3199,Đorđe Petrović,CHE,GK,6.3,0.0,0.0,3.98,2.23,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.37,0.0,0.25,0.0,0.54,0.0,0.0,0.47,0.65,0.65,0.27,0.38,0.44,0.51,0.51,0.3,0.53,12.43
52,1197,Luis Díaz,LIV,MID,9.6,4.74,0.0,0.0,3.74,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.49,0.0,3.82,0.0,4.1,3.34,3.69,1.4,2.99,3.54,3.88,3.16,2.1,4.05,56.279999999999994
53,1659,Rasmus Højlund,MUN,FOR,9.1,0.0,3.41,0.0,0.0,3.94,0.0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,2.78,0.0,4.43,0.0,0.0,0.0,1.86,0.0,3.36,0.0,0.0,3.43,3.59,3.62,1.41,2.87,4.17,3.22,3.2,2.28,3.21,55.449999999999996
54,3381,Malo Gusto,CHE,DEF,6.8,0.0,0.0,5.45,1.56,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0,3.68,0.0,1.21,0.0,4.44,0.0,0.0,2.85,3.52,1.79,0.51,0.76,0.99,1.31,1.22,0.66,1.33,35.199999999999996
55,452,Martin Dúbravka,NEW,GK,6.3,4.59,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,5.45,0.0,0.0,0.0,0.0,3.98,0.0,1.06,0.0,4.75,0.0,0.0,4.05,2.87,0.96,0.07,0.15,0.0,0.0,0.0,0.0,0.0,36.35999999999999
56,3383,Elijah Adebayo,LUT,FOR,6.9,4.7,0.0,0.0,0.0,4.1,0.0,0.0,3.3,0.0,0.0,0.0,0.0,3.7,0.0,0.0,3.31,0.0,0.0,3.78,2.78,0.0,3.36,0.0,2.92,0.0,4.32,2.77,3.83,1.29,3.72,4.21,3.69,0.42,4.26,60.46
57,3377,Jordan Beyer,BUR,DEF,6.6,0.41,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.0,4.37,0.0,0.0,2.87,0.0,0.0,3.79,0.0,1.36,0.0,4.39,0.0,2.54,3.0,3.76,0.0,1.85,3.35,1.1,0.0,4.5,42.39
58,1011,José Sá,WOL,GK,6.9,4.26,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,3.69,0.0,0.0,4.39,0.0,0.0,0.0,0.94,0.0,3.78,0.0,4.61,0.0,4.56,4.47,3.08,3.17,5.1,3.29,4.79,1.32,3.29,63.77
59,1405,Iyenoma Udogie,TOT,DEF,7.7,3.89,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,4.97,0.0,0.0,0.0,3.06,0.0,0.0,3.4,0.0,5.09,0.0,3.75,0.0,4.85,2.6,0.75,1.62,2.92,1.97,5.15,2.08,4.7,56.019999999999996
60,417,Marcus Rashford,MUN,MID,10.9,0.0,3.77,0.0,0.0,4.34,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,3.01,0.0,5.0,0.0,0.0,0.0,2.12,0.0,3.7,0.0,0.0,3.89,4.2,4.19,1.68,3.45,5.06,3.8,3.79,2.75,3.79,63.84
61,810,Martin Ødegaard,ARS,MID,10.3,0.0,6.16,0.0,5.57,0.0,0.0,0.0,0.0,0.0,5.58,0.0,0.0,0.0,0.0,5.93,5.6,0.0,0.0,0.0,3.51,0.0,0.0,3.2,6.05,0.0,4.61,4.48,3.85,1.49,4.18,6.1,4.82,1.12,6.24,78.49
62,224,Anthony Gordon,NEW,MID,7.8,2.99,0.0,0.0,5.68,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,5.07,0.0,0.0,0.0,0.0,3.67,0.0,0.82,0.0,5.03,0.0,0.0,4.85,3.75,4.51,1.34,2.82,5.23,3.89,4.48,2.3,3.63,63.29000000000001
63,376,John Stones,MCI,DEF,9.2,3.85,0.0,0.0,2.85,0.0,0.0,3.69,0.0,0.0,3.18,0.0,0.0,0.0,3.24,0.0,0.0,2.05,0.0,0.0,0.0,0.17,0.0,2.54,0.0,2.99,3.72,4.07,0.83,2.46,3.66,3.99,3.14,1.94,4.26,52.629999999999995
64,172,Ross Barkley,LUT,MID,7.2,5.21,0.0,0.0,0.0,4.11,0.0,0.0,3.31,0.0,0.0,0.0,0.0,3.52,0.0,0.0,3.46,0.0,0.0,3.73,2.53,0.0,2.94,0.0,2.88,0.0,3.89,2.49,3.29,1.08,3.2,3.65,3.43,0.36,3.56,56.64000000000001
65,351,Mohamed Salah,LIV,MID,11.5,0.62,0.0,0.0,4.12,0.0,0.0,0.0,5.48,0.0,0.0,0.0,0.0,6.85,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.91,0.0,6.95,0.0,7.9,6.09,6.91,2.57,5.5,6.57,7.42,5.7,3.89,7.81,90.38000000000001
66,3,Bernd Leno,FUL,GK,6.8,4.57,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,4.5,0.0,0.0,4.58,0.0,0.0,0.0,3.9,0.0,5.03,0.0,4.73,0.0,4.12,4.58,1.46,0.33,4.94,4.21,3.65,1.86,4.82,65.69999999999999
67,154,Emerson Palmieri,WHU,DEF,7.1,0.0,2.76,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,3.18,0.0,0.0,0.0,4.35,0.0,0.0,0.0,1.85,2.23,0.0,2.83,0.0,3.22,3.42,3.54,1.23,2.43,2.47,4.65,0.3,1.1,46.73
68,1396,Neto,BOU,GK,6.6,4.15,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,3.58,0.0,0.0,0.0,4.7,0.0,5.14,0.0,0.0,5.17,0.93,0.0,4.58,0.0,4.9,0.0,4.67,4.45,2.13,3.42,4.51,3.55,4.45,2.18,3.81,69.87
69,377,Oleksandr Zinchenko,ARS,DEF,8.8,0.0,2.11,0.0,4.36,0.0,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0,0.0,4.75,4.16,0.0,0.0,0.0,2.48,0.0,0.0,1.82,3.79,0.0,2.1,2.21,1.96,0.72,1.76,2.82,2.07,0.53,2.95,44.45
70,1558,André Onana,MUN,GK,7.3,0.0,3.81,0.0,0.0,4.53,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,3.12,0.0,5.02,0.0,0.0,0.0,2.2,0.0,3.89,0.0,0.0,3.75,3.72,4.31,1.55,3.54,5.47,4.59,3.99,2.67,4.1,65.06
71,1435,Alexander Isak,NEW,FOR,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,3.11,0.0,0.0,0.0,0.0,3.68,0.0,0.9,0.0,5.39,0.0,0.0,5.19,3.97,4.92,1.41,2.96,5.44,4.01,4.6,2.29,3.71,52.38999999999999
72,1215,Alejandro Garnacho,MUN,MID,7.5,0.0,3.56,0.0,0.0,4.06,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,2.83,0.0,4.87,0.0,0.0,0.0,1.95,0.0,3.52,0.0,0.0,3.61,3.87,4.01,1.57,3.21,4.76,3.61,3.58,2.6,3.57,60.11999999999999
73,1910,Micky van de Ven,TOT,DEF,7.9,3.79,0.0,0.0,5.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,5.09,0.0,0.0,0.0,2.36,0.0,0.0,3.07,0.0,4.62,0.0,4.27,0.0,4.88,2.89,0.61,1.42,2.44,1.25,5.48,1.72,5.16,54.33
74,344,Kostas Tsimikas,LIV,DEF,7.2,0.81,0.0,0.0,0.55,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.06,0.0,0.46,0.0,0.6,0.49,0.52,0.2,0.43,0.5,0.5,0.46,0.3,0.59,7.8999999999999995
75,182,Eberechi Eze,CRY,MID,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,3.64,0.0,0.0,0.0,1.06,0.0,4.7,0.0,5.14,0.0,3.86,4.1,5.36,2.95,4.77,4.97,4.87,0.72,4.72,51.89999999999999
76,504,Nathan Redmond,BUR,MID,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2351,Jeremy Doku,MCI,MID,8.5,3.15,0.0,0.0,2.78,0.0,0.0,2.95,0.0,0.0,2.76,0.0,0.0,0.0,2.53,0.0,0.0,2.31,0.0,0.0,0.0,0.16,0.0,2.09,0.0,2.39,2.4,3.39,0.88,2.36,2.75,3.07,2.74,1.99,3.06,43.76
78,93,Ben White,ARS,DEF,9.2,0.0,5.06,0.0,4.87,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,5.13,4.24,0.0,0.0,0.0,2.38,0.0,0.0,1.83,4.45,0.0,2.7,3.11,2.73,0.97,2.31,3.62,2.6,0.7,3.77,54.63000000000001
79,3178,Álex Moreno,AVL,DEF,7.9,0.0,3.11,0.0,2.52,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,2.9,0.0,0.0,0.0,2.59,0.0,0.0,0.0,1.26,3.12,0.0,0.0,1.23,2.8,1.57,1.65,1.22,2.6,1.92,2.11,1.33,2.52,37.86
80,35,Matty Cash,AVL,DEF,7.7,0.0,3.22,0.0,1.65,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,1.55,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.81,1.82,0.0,0.0,0.75,1.61,0.88,0.83,0.62,1.29,0.98,1.07,0.65,1.19,22.42
81,1897,Mark Flekken,BRE,GK,6.9,4.93,0.0,0.0,4.02,0.0,0.0,3.64,0.0,0.0,0.0,0.0,4.92,4.47,0.0,0.0,3.67,0.0,0.0,0.0,5.02,0.0,4.56,0.0,4.75,0.0,4.29,5.97,4.75,0.1,4.82,4.87,4.62,0.15,4.39,73.94000000000001
82,171,Reece James,CHE,DEF,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.84,1.74,1.45,2.16,2.74,4.08,3.39,1.85,3.9,22.59
83,2095,Zeki Amdouni,BUR,FOR,7.1,2.61,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,3.98,0.0,0.0,2.89,0.0,0.0,3.47,0.0,2.89,0.0,3.85,0.0,3.03,3.53,3.15,0.0,2.86,3.41,2.92,0.0,3.8,48.31999999999999
84,1002,Ibrahima Konaté,LIV,DEF,9.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,4.26,0.0,0.0,0.0,0.0,3.94,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.52,0.0,2.92,0.0,4.43,2.86,3.98,1.11,2.85,3.7,2.41,2.28,1.72,3.68,46.339999999999996
85,531,Pierre Højbjerg,TOT,MID,8.1,0.23,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.37,0.0,0.0,0.34,0.0,0.4,0.0,0.45,0.0,0.41,0.37,0.14,0.27,0.37,0.36,0.41,0.31,0.4,5.490000000000001
86,167,Thiago Silva,CHE,DEF,8.5,0.0,0.0,5.29,1.78,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,4.04,0.0,0.0,0.0,0.0,3.69,0.0,1.17,0.0,4.68,0.0,0.0,3.42,4.56,3.96,1.34,1.72,2.16,4.18,3.53,1.57,3.57,50.82
87,399,Raheem Sterling,CHE,MID,8.7,0.0,0.0,2.7,2.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,2.82,0.0,1.52,0.0,2.97,0.0,0.0,2.87,2.92,3.04,1.45,2.16,2.46,3.03,2.72,1.84,3.07,40.440000000000005
88,396,Gabriel Jesus,ARS,FOR,10.0,0.0,3.68,0.0,4.33,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,0.0,4.62,4.59,0.0,0.0,0.0,3.14,0.0,0.0,2.9,5.42,0.0,3.78,4.44,3.39,1.43,4.0,5.2,3.9,0.95,4.92,65.26
89,1249,Kieffer Moore,BOU,FOR,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,559,Hugo Lloris,TOT,GK,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,620,Max Kilman,WOL,DEF,7.7,3.21,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,1.89,0.0,0.0,2.94,0.0,0.0,0.0,0.68,0.0,1.8,0.0,3.8,0.0,3.7,3.27,1.44,2.2,3.84,0.6,3.68,0.8,0.81,40.629999999999995
92,2038,Nicolas Jackson,CHE,FOR,8.2,0.0,0.0,3.31,2.47,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,3.32,0.0,1.69,0.0,3.44,0.0,0.0,3.4,3.27,3.57,1.73,2.62,2.95,3.85,3.36,2.26,3.92,48.54
93,130,Josh Brownhill,BUR,MID,7.1,2.75,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,3.62,0.0,0.0,2.97,0.0,0.0,3.14,0.0,2.71,0.0,3.33,0.0,2.77,3.08,2.91,0.0,2.75,3.17,2.73,0.0,3.13,44.93000000000001
94,469,Fabian Schär,NEW,DEF,8.7,4.53,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,5.73,0.0,0.0,0.0,0.0,2.59,0.0,1.0,0.0,5.81,0.0,0.0,5.4,3.39,3.55,1.13,3.11,6.56,4.81,4.07,2.1,3.55,64.33000000000001
95,261,Tim Ream,FUL,DEF,7.5,4.05,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.35,0.0,0.0,0.23,0.0,0.0,0.0,0.2,0.0,0.25,0.0,0.28,0.0,0.21,0.23,0.09,0.02,0.28,0.24,0.21,0.11,0.29,7.880000000000001
96,3411,Issa Kaboré,LUT,DEF,7.0,2.84,0.0,0.0,0.0,1.93,0.0,0.0,1.01,0.0,0.0,0.0,0.0,2.06,0.0,0.0,2.11,0.0,0.0,2.16,1.7,0.0,1.31,0.0,1.16,0.0,2.6,0.0,2.05,0.78,2.24,2.38,1.97,0.25,2.43,30.98
97,525,Son Heung-min,TOT,MID,9.7,0.0,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,6.65,0.0,0.0,0.0,5.25,0.0,0.0,5.64,0.0,7.21,0.0,5.93,0.0,7.29,5.25,1.56,3.15,5.36,4.86,7.3,4.21,6.41,83.36999999999999
98,481,Sander Berge,BUR,MID,7.0,2.54,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.0,0.0,3.04,0.0,0.0,2.62,0.0,0.0,2.72,0.0,2.5,0.0,2.9,0.0,2.44,2.64,2.54,0.0,2.5,2.82,2.46,0.0,2.71,39.68
99,812,Hugo Bueno,WOL,DEF,7.0,0.3,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.33,0.0,0.0,0.47,0.0,0.0,0.0,0.11,0.0,0.43,0.0,0.59,0.0,0.65,0.53,0.35,0.39,0.65,0.33,0.58,0.16,0.36,6.94
100,3366,Lyle Foster,BUR,FOR,6.6,2.45,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,3.66,0.0,0.0,2.72,0.0,0.0,3.07,0.0,2.67,0.0,3.35,0.0,2.72,3.14,2.95,0.0,2.67,3.13,2.71,0.0,3.41,44.110000000000014
101,1260,Kaoru Mitoma,BHA,MID,8.0,3.93,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,4.31,0.0,0.0,3.85,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.18,0.0,3.14,3.44,0.0,3.22,3.73,2.16,2.6,3.77,3.68,3.4,1.93,3.92,55.53000000000001
102,1001,Michael Olise,CRY,MID,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,2.75,1.57,3.83,4.02,3.93,0.59,3.78,21.32
103,720,Tosin Adarabioyo,FUL,DEF,7.0,4.35,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,2.96,0.0,0.0,3.68,0.0,0.0,0.0,2.15,0.0,4.47,0.0,3.72,0.0,3.06,3.91,0.63,0.14,4.45,3.19,1.45,0.8,3.74,48.31
104,1326,Aaron Hickey,BRE,DEF,7.5,0.0,0.0,0.0,0.76,0.0,0.0,0.54,0.0,0.0,0.0,0.0,2.38,2.79,0.0,0.0,1.49,0.0,0.0,0.0,3.05,0.0,2.65,0.0,2.66,0.0,2.31,4.09,3.22,0.07,2.65,3.29,2.86,0.1,2.46,37.37
105,3495,Odisseas Vlachodimos,FOR,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1439,Manuel Akanji,MCI,DEF,9.2,4.71,0.0,0.0,3.23,0.0,0.0,4.42,0.0,0.0,3.88,0.0,0.0,0.0,4.08,0.0,0.0,2.17,0.0,0.0,0.0,0.2,0.0,2.81,0.0,3.25,4.77,4.73,0.85,2.8,4.34,4.69,3.58,2.11,5.0,61.61999999999999
107,441,Javier Manquillo,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,3400,Admiral Muskwe,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1407,Thilo Kehrer,WHU,DEF,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,1080,Romelu Lukaku,CHE,FOR,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,307,Harvey Barnes,NEW,MID,8.3,2.08,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,2.55,0.0,0.0,0.0,0.0,1.8,0.0,0.44,0.0,2.39,0.0,0.0,2.4,2.16,2.57,0.7,1.46,2.72,2.03,2.31,1.17,1.89,32.57
112,581,Dara O'Shea,BUR,DEF,6.7,0.43,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,2.52,0.0,0.0,1.7,0.0,0.0,2.31,0.0,1.18,0.0,2.86,0.0,1.74,2.05,2.5,0.0,1.29,1.98,1.1,0.0,2.93,28.28
113,404,James Garner,EVE,MID,6.5,2.75,0.0,0.0,0.0,0.0,3.58,0.0,0.0,0.0,2.93,0.0,0.0,3.1,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.39,2.74,0.0,0.0,2.66,2.67,2.77,2.32,2.19,2.59,2.99,2.87,0.48,2.47,42.26
114,266,Bobby Reid,FUL,MID,6.7,3.62,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,1.79,0.0,0.0,1.53,0.0,0.0,0.0,1.49,0.0,1.48,0.0,1.56,0.0,1.54,1.48,0.56,0.12,1.62,1.53,1.35,0.75,1.68,26.76
115,1237,David Brooks,BOU,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1202,Dejan Kulusevski,TOT,MID,8.1,3.5,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,3.07,0.0,0.0,0.0,2.58,0.0,0.0,2.6,0.0,3.19,0.0,2.7,0.0,3.1,2.47,0.74,1.49,2.46,2.38,3.0,2.0,2.8,41.559999999999995
117,1168,Vitaliy Mykolenko,EVE,DEF,7.6,1.42,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,2.58,0.0,0.0,3.81,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.35,3.31,0.0,0.0,2.35,3.94,2.71,3.26,1.96,3.1,4.12,4.38,0.55,2.03,46.870000000000005
118,975,Marc Guéhi,CRY,DEF,8.0,0.0,0.0,2.45,0.0,0.0,3.92,0.0,0.0,0.0,5.18,0.0,0.0,2.01,0.0,0.0,4.23,0.0,0.0,0.0,0.72,0.0,3.83,0.0,3.47,0.0,1.61,1.35,4.49,1.93,3.1,3.33,3.9,0.47,2.82,48.809999999999995
119,260,Jay Stansfield,FUL,FOR,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,3364,Simon Adingra,BHA,MID,7.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,3.49,0.0,0.0,3.14,0.0,0.0,0.0,3.29,0.0,0.0,0.0,0.16,0.0,2.7,2.89,0.0,2.71,3.1,1.74,2.14,3.1,3.03,2.82,1.59,3.19,42.57000000000001
121,1689,Christopher Nkunku,CHE,FOR,9.4,0.0,0.0,3.93,3.02,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,4.37,0.0,2.2,0.0,4.66,0.0,0.0,4.56,4.55,4.67,2.21,3.35,3.65,4.78,4.16,2.8,4.88,62.059999999999995
122,686,Dean Henderson,CRY,GK,6.6,0.0,0.0,4.02,0.0,0.0,4.4,0.0,0.0,0.0,5.0,0.0,0.0,3.68,0.0,0.0,4.88,0.0,0.0,0.0,0.87,0.0,4.34,0.0,4.27,0.0,3.42,3.22,4.45,2.36,4.16,4.11,4.57,0.56,4.09,62.400000000000006
123,70,Solly March,BHA,MID,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,828,Carney Chukwuemeka,CHE,MID,6.7,0.0,0.0,0.41,0.32,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.59,0.0,0.31,0.0,0.68,0.0,0.0,0.66,0.77,0.69,0.33,0.5,0.52,0.65,0.58,0.39,0.65,8.53
125,121,Nick Pope,NEW,GK,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.25,1.73,3.76,1.57,3.57,5.8,4.86,4.81,2.7,4.24,34.69
126,408,Diogo Dalot,MUN,DEF,8.2,0.0,2.44,0.0,0.0,3.4,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,1.02,0.0,3.34,0.0,0.0,0.0,1.6,0.0,2.15,0.0,0.0,2.0,2.02,2.72,0.91,2.32,3.54,2.7,2.18,1.61,1.86,39.13999999999999
127,1283,Sven Botman,NEW,DEF,8.6,4.44,0.0,0.0,5.03,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,5.28,0.0,0.0,0.0,0.0,2.4,0.0,0.96,0.0,5.37,0.0,0.0,5.12,3.29,3.33,1.1,3.01,6.2,4.65,3.86,2.04,3.45,61.260000000000005
128,1192,Toti Gomes,WOL,DEF,6.9,3.29,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,4.95,0.0,2.21,0.0,0.0,3.03,0.0,0.0,0.0,0.71,0.0,1.92,0.0,3.9,0.0,3.84,3.4,1.5,2.3,3.96,0.71,3.91,0.84,0.96,42.96
129,115,Dwight McNeil,EVE,MID,7.9,2.78,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.0,3.17,0.0,0.0,3.6,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.44,3.22,0.0,0.0,3.05,3.45,3.12,3.06,2.42,3.26,3.37,3.64,0.58,2.7,48.54
130,297,Kalvin Phillips,WHU,MID,7.1,0.0,1.28,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.3,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.74,1.33,0.0,1.45,0.0,1.47,1.6,1.38,0.54,1.3,1.29,1.53,0.12,1.12,20.53
131,1234,Jaidon Anthony,BOU,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,707,Andi Zeqiri,BHA,FOR,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
