,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,MD_24_Pts,MD_25_Pts,MD_26_Pts,MD_27_Pts,MD_28_Pts,MD_29_Pts,MD_30_Pts,MD_31_Pts,MD_32_Pts,MD_33_Pts,MD_34_Pts,Total_Pts
133,1069,Leon Bailey,AVL,MID,7.8,0.0,3.29,0.0,2.84,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,2.76,0.0,0.0,0.0,3.3,0.0,0.0,0.0,1.44,3.07,0.0,0.0,2.03,3.13,2.29,1.73,1.35,2.96,2.5,2.66,1.41,2.51,42.74999999999999
134,104,James Tarkowski,EVE,DEF,7.8,0.79,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,2.0,0.0,0.0,3.58,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.25,2.87,0.0,0.0,1.76,4.05,2.07,3.34,1.45,3.0,3.73,4.46,0.5,1.44,41.28
135,1112,Odsonne Édouard,CRY,FOR,7.0,0.0,0.0,3.23,0.0,0.0,3.23,0.0,0.0,0.0,3.55,0.0,0.0,3.12,0.0,0.0,3.08,0.0,0.0,0.0,0.63,0.0,2.63,0.0,2.81,0.0,2.3,2.22,2.21,1.24,1.76,1.81,1.79,0.26,1.71,37.58
136,1030,Kristoffer Ajer,BRE,DEF,6.6,0.92,0.0,0.0,0.52,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.51,0.48,0.0,0.0,0.34,0.0,0.0,0.0,0.5,0.0,0.53,0.0,0.51,0.0,0.49,0.78,0.56,0.01,0.55,0.63,0.56,0.02,0.52,8.829999999999998
137,149,Ben Chilwell,CHE,DEF,8.5,0.0,0.0,4.57,1.67,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.66,0.0,0.0,0.0,0.0,2.64,0.0,0.93,0.0,2.58,0.0,0.0,2.13,2.56,2.46,0.89,1.35,1.67,2.29,2.06,1.18,2.36,34.150000000000006
138,138,Timo Werner,TOT,FOR,8.2,3.55,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1.93,0.0,0.0,0.0,1.7,0.0,0.0,1.64,0.0,2.07,0.0,1.95,0.0,2.19,1.73,0.5,0.99,1.7,1.6,2.21,1.37,2.01,30.980000000000004
139,493,Oliver McBurnie,SHU,FOR,7.0,1.93,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,2.57,2.32,0.0,0.0,0.0,0.88,0.0,2.81,0.0,0.0,1.95,2.71,2.34,3.03,1.13,2.23,3.06,2.4,0.28,2.92,38.190000000000005
140,3405,Pelly Ruddock Mpanzu,LUT,MID,6.7,0.63,0.0,0.0,0.0,0.76,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.77,0.0,0.0,0.83,0.47,0.0,0.26,0.0,0.64,0.0,0.27,0.34,0.3,0.1,0.28,0.3,0.28,0.03,0.3,8.059999999999999
141,3416,Anel Ahmedhodzic,SHU,DEF,7.1,2.65,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,1.87,1.86,0.0,0.0,0.0,0.46,0.0,2.81,0.0,0.0,0.41,2.28,1.45,3.17,0.61,0.89,3.23,1.76,0.15,2.2,30.49
142,3382,Dominik Szoboszlai,LIV,MID,9.0,2.82,0.0,0.0,3.33,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0,3.01,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.45,0.0,2.81,0.0,3.21,2.71,3.15,1.11,2.59,3.26,2.9,2.52,1.65,3.14,44.49
143,473,Ben Osborn,SHU,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,88,Alexis Mac Allister,LIV,MID,8.9,5.29,0.0,0.0,4.51,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.59,0.0,3.99,0.0,4.52,4.12,4.7,1.38,3.48,4.69,3.23,3.22,2.13,4.06,61.410000000000004
145,3479,Nicolò Zaniolo,AVL,MID,7.2,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.46,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.25,0.6,0.0,0.0,0.39,0.6,0.36,0.29,0.23,0.38,0.33,0.34,0.18,0.33,5.85
146,491,John Egan,SHU,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.31,0.44,0.0,0.0,0.0,0.16,0.0,0.7,0.0,0.0,0.26,0.68,0.52,0.93,0.24,0.36,0.72,0.5,0.05,0.56,6.59
147,492,Chris Basham,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.13,0.2,0.15,0.02,0.17,0.9500000000000002
148,429,Victor Lindelöf,MUN,DEF,7.9,0.0,0.58,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.45,0.0,0.97,0.0,0.0,0.0,0.47,0.0,0.63,0.0,0.0,0.58,0.48,0.45,0.15,0.34,0.52,0.42,0.38,0.26,0.35,8.760000000000002
149,606,Angelo Ogbonna,WHU,DEF,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.11,0.17,0.0,0.23,0.0,0.25,0.3,0.3,0.11,0.23,0.23,0.34,0.02,0.19,3.03
150,1285,Brennan Johnson,TOT,MID,8.0,2.5,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.64,0.0,0.0,0.0,1.31,0.0,0.0,1.43,0.0,1.84,0.0,1.62,0.0,1.77,1.53,0.42,0.84,1.5,1.4,1.98,1.21,1.79,24.779999999999998
151,430,Andreas Pereira,FUL,MID,7.9,3.6,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,3.12,0.0,0.0,2.75,0.0,0.0,0.0,2.84,0.0,2.94,0.0,2.96,0.0,2.94,2.84,1.05,0.24,2.99,2.8,2.45,1.37,3.1,44.1
152,3184,Danilo,FOR,MID,7.0,2.07,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,1.7,0.0,0.0,0.0,1.54,0.0,0.0,1.1,0.0,1.64,0.0,1.74,0.0,1.72,1.78,1.46,0.51,1.55,1.69,1.71,0.27,1.65,25.350000000000005
153,1905,Jurriën Timber,ARS,DEF,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.24,0.0,1.16,3.02,2.4,0.89,2.31,3.4,2.46,0.66,3.38,21.330000000000002
154,844,Anthony Elanga,FOR,MID,7.2,3.63,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,3.27,0.0,0.0,0.0,2.95,0.0,0.0,2.2,0.0,3.35,0.0,3.63,0.0,3.1,3.72,2.79,0.99,2.8,3.36,3.45,0.51,3.21,49.97
155,696,Sergio Reguilón,BRE,DEF,7.6,3.55,0.0,0.0,2.4,0.0,0.0,1.42,0.0,0.0,0.0,0.0,2.85,2.85,0.0,0.0,1.7,0.0,0.0,0.0,2.91,0.0,2.56,0.0,2.64,0.0,2.3,3.59,3.1,0.07,2.59,3.13,2.78,0.1,2.49,43.03000000000001
156,706,Nélson Semedo,WOL,DEF,7.5,2.84,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,1.77,0.0,0.0,2.86,0.0,0.0,0.0,0.66,0.0,2.04,0.0,3.27,0.0,3.34,2.83,1.54,2.22,3.88,0.69,3.5,0.81,1.1,39.05
157,511,Danny Ings,WHU,FOR,8.1,0.0,1.27,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.75,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.34,0.62,0.0,0.69,0.0,0.67,0.71,0.59,0.24,0.64,0.62,0.81,0.06,0.53,11.65
158,91,Joël Veltman,BHA,DEF,7.9,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.73,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.04,0.0,0.52,0.7,0.0,0.7,0.88,0.46,0.53,0.88,0.87,0.68,0.42,0.85,9.89
159,490,George Baldock,SHU,DEF,6.9,0.31,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.84,0.9,0.0,0.0,0.0,0.25,0.0,1.29,0.0,0.0,0.25,1.13,0.85,1.62,0.33,0.48,1.44,0.87,0.08,1.01,13.389999999999999
160,1400,Amadou Onana,EVE,MID,7.4,0.97,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,3.04,0.0,0.0,3.24,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.39,2.85,0.0,0.0,2.69,2.76,2.88,2.33,2.21,2.54,2.94,2.83,0.47,2.43,40.87
161,916,Max Aarons,BOU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.96,0.0,1.69,0.0,0.0,1.76,0.29,0.0,1.37,0.0,1.64,0.0,1.66,1.36,0.58,1.03,1.2,0.73,1.32,0.59,0.94,17.43
162,538,Ben Davies,TOT,DEF,7.8,0.37,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,1.08,0.0,0.86,0.0,1.05,0.63,0.2,0.39,0.7,0.53,1.03,0.53,0.97,11.299999999999999
163,898,Nathan Collins,BRE,DEF,7.3,2.84,0.0,0.0,1.86,0.0,0.0,1.18,0.0,0.0,0.0,0.0,2.99,2.4,0.0,0.0,1.46,0.0,0.0,0.0,3.0,0.0,2.39,0.0,2.4,0.0,2.02,3.73,2.8,0.06,2.52,2.87,2.5,0.09,2.26,39.37
164,1097,Evan Ferguson,BHA,FOR,7.8,1.64,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.61,0.0,0.0,1.46,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.07,0.0,1.2,1.34,0.0,1.2,1.43,0.83,1.01,1.38,1.35,1.25,0.71,1.44,20.890000000000004
165,431,Teden Mengi,LUT,DEF,7.7,3.72,0.0,0.0,0.0,2.1,0.0,0.0,0.55,0.0,0.0,0.0,0.0,2.25,0.0,0.0,2.22,0.0,0.0,2.23,1.95,0.0,1.13,0.0,0.93,0.0,2.66,0.56,2.02,0.79,2.17,2.32,1.83,0.25,2.35,32.03
166,335,Youri Tielemans,AVL,MID,8.1,0.0,2.56,0.0,2.37,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,2.48,0.0,0.0,0.0,2.73,0.0,0.0,0.0,1.4,2.8,0.0,0.0,2.03,2.84,2.27,1.59,1.3,2.7,2.38,2.49,1.27,2.43,38.39000000000001
167,321,Jonny Evans,MUN,DEF,7.7,0.0,0.15,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.21,0.0,0.44,0.0,0.0,0.0,0.19,0.0,0.3,0.0,0.0,0.24,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29
168,458,Sean Longstaff,NEW,MID,7.2,3.02,0.0,0.0,3.59,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,3.53,0.0,0.0,0.0,0.0,2.9,0.0,0.67,0.0,3.6,0.0,0.0,3.34,2.81,3.24,1.03,2.2,3.6,2.89,3.12,1.71,2.72,46.400000000000006
169,3420,Andre Brooks,SHU,MID,6.5,1.8,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,1.73,1.61,0.0,0.0,0.0,0.65,0.0,1.75,0.0,0.0,1.56,1.76,1.63,1.87,0.85,1.65,1.83,1.69,0.2,1.81,25.930000000000003
170,3403,Amari'i Bell,LUT,DEF,7.1,3.87,0.0,0.0,0.0,2.27,0.0,0.0,0.86,0.0,0.0,0.0,0.0,2.45,0.0,0.0,2.55,0.0,0.0,2.49,2.01,0.0,1.29,0.0,1.1,0.0,2.89,0.66,2.13,0.82,2.3,2.41,1.96,0.25,2.45,34.760000000000005
171,3384,Carlton Morris,LUT,FOR,7.1,2.7,0.0,0.0,0.0,2.34,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0,2.2,0.0,0.0,2.48,1.69,0.0,1.96,0.0,1.95,0.0,2.77,1.87,2.37,0.79,2.13,2.39,2.12,0.24,2.4,36.72
172,168,Conor Gallagher,CHE,MID,7.8,0.0,0.0,2.12,1.64,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,2.12,0.0,1.22,0.0,2.26,0.0,0.0,2.21,2.38,2.41,1.17,1.7,2.17,2.77,2.2,1.52,2.55,32.49999999999999
173,160,Kurt Zouma,WHU,DEF,7.4,0.0,2.17,0.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,2.67,0.0,0.0,0.0,3.94,0.0,0.0,0.0,1.56,1.63,0.0,2.57,0.0,3.05,3.37,2.82,1.06,1.92,1.87,4.1,0.26,0.88,39.99
174,599,Tomáš Souček,WHU,MID,7.7,0.0,3.1,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,3.04,0.0,0.0,0.0,3.26,0.0,0.0,0.0,1.7,2.88,0.0,3.3,0.0,3.02,3.39,2.93,1.16,2.97,2.91,3.57,0.28,2.48,46.39999999999999
175,259,Harrison Reed,FUL,MID,7.5,0.57,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.76,0.0,0.0,0.6,0.0,0.0,0.0,0.58,0.0,0.54,0.0,0.5,0.0,0.44,0.47,0.17,0.04,0.47,0.46,0.43,0.23,0.48,8.379999999999999
176,3439,Milos Kerkez,BOU,DEF,6.7,0.84,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,1.07,0.0,1.25,0.0,0.0,1.29,0.2,0.0,1.03,0.0,1.07,0.0,1.04,0.89,0.41,0.71,0.89,0.58,0.98,0.44,0.72,14.820000000000002
177,1068,Roméo Lavia,CHE,MID,7.7,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.26,0.0,0.16,0.0,0.33,0.0,0.0,0.3,0.36,0.37,0.18,0.25,0.28,0.31,0.29,0.2,0.31,3.960000000000001
178,1085,Raphaël Varane,MUN,DEF,8.3,0.0,2.06,0.0,0.0,3.31,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.96,0.0,3.49,0.0,0.0,0.0,1.67,0.0,2.21,0.0,0.0,1.77,1.88,1.96,0.7,1.76,2.17,1.62,1.39,0.99,1.18,32.56
179,471,Wes Foderingham,SHU,GK,6.4,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.14,0.18,0.16,0.23,0.08,0.18,0.27,0.21,0.02,0.21,2.81
180,427,Scott McTominay,MUN,MID,6.8,0.0,1.02,0.0,0.0,1.18,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.92,0.0,1.53,0.0,0.0,0.0,0.66,0.0,1.17,0.0,0.0,1.15,1.21,1.05,0.41,0.84,1.19,0.94,0.92,0.65,0.93,17.21
181,405,Harry Maguire,MUN,DEF,8.0,0.0,1.94,0.0,0.0,3.28,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.76,0.0,3.79,0.0,0.0,0.0,1.8,0.0,2.23,0.0,0.0,1.72,1.83,2.21,0.77,1.99,3.19,2.33,1.94,1.41,1.62,36.309999999999995
182,3458,Igor,BHA,DEF,7.6,1.86,0.0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,4.22,0.0,0.0,2.97,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.11,0.0,1.32,3.37,0.0,2.12,4.12,1.61,1.58,3.22,2.47,2.75,1.23,3.28,44.72
183,2079,Pau Torres,AVL,DEF,8.1,0.0,4.28,0.0,3.61,0.0,0.0,0.0,0.0,0.0,5.71,0.0,0.0,4.24,0.0,0.0,0.0,3.3,0.0,0.0,0.0,2.43,5.09,0.0,0.0,1.27,4.73,1.81,2.54,2.13,3.49,2.7,2.41,2.08,4.24,56.06000000000001
184,111,Ben Mee,BRE,DEF,8.0,3.99,0.0,0.0,2.58,0.0,0.0,1.36,0.0,0.0,0.0,0.0,3.96,3.39,0.0,0.0,1.86,0.0,0.0,0.0,4.02,0.0,3.31,0.0,3.24,0.0,2.79,5.16,3.89,0.08,3.35,3.8,3.47,0.12,3.13,53.49999999999999
185,464,Miguel Almirón,NEW,MID,8.5,3.42,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,3.7,0.0,0.0,0.0,0.0,2.93,0.0,0.67,0.0,3.53,0.0,0.0,3.36,2.81,3.42,1.03,2.19,3.65,2.89,3.25,1.73,2.73,47.68999999999999
186,1463,Kobbie Mainoo,MUN,MID,7.0,0.0,1.92,0.0,0.0,2.05,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,1.65,0.0,1.99,0.0,0.0,0.0,0.83,0.0,1.72,0.0,0.0,1.82,1.87,1.85,0.67,1.24,1.91,1.84,1.77,1.12,1.78,28.120000000000005
187,150,Callum Hudson-Odoi,FOR,MID,7.7,1.15,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,1.38,0.0,0.0,0.0,1.22,0.0,0.0,0.92,0.0,1.44,0.0,1.49,0.0,1.31,1.46,1.18,0.42,1.18,1.36,1.37,0.21,1.31,20.23
188,144,Billy Gilmour,BHA,MID,6.8,3.11,0.0,0.0,0.0,4.57,0.0,0.0,0.0,0.0,4.46,0.0,0.0,3.6,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.15,0.0,2.23,3.8,0.0,2.64,4.17,1.8,2.15,3.47,2.49,3.6,1.48,3.66,51.22999999999999
189,77,Adam Webster,BHA,DEF,8.0,0.53,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.71,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.03,0.0,0.52,0.77,0.0,0.63,0.86,0.46,0.54,0.85,0.84,0.66,0.4,0.83,11.29
190,1315,Ivan Perišić,TOT,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,1404,Sergio Gómez,MCI,DEF,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,475,Jack Robinson,SHU,DEF,6.7,1.09,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.75,0.72,0.0,0.0,0.0,0.21,0.0,1.04,0.0,0.0,0.24,0.89,0.63,1.16,0.26,0.44,1.23,0.76,0.07,0.88,12.15
193,483,Aaron Ramsdale,ARS,GK,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,5.22,0.0,0.0,0.0,0.18,0.0,0.0,0.28,0.45,0.0,0.33,0.38,0.31,0.11,0.32,0.41,0.33,0.08,0.4,9.120000000000001
194,58,Marvelous Nakamba,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,1.93,0.0,2.52,0.0,2.26,1.82,1.77,0.55,1.94,1.93,2.07,0.19,1.97,19.22
195,1411,Casemiro,MUN,MID,8.1,0.0,2.95,0.0,0.0,3.26,0.0,0.0,0.0,0.0,3.29,0.0,0.0,0.0,2.31,0.0,3.53,0.0,0.0,0.0,1.44,0.0,2.74,0.0,0.0,3.03,2.97,3.15,1.18,2.32,3.38,3.16,2.74,1.94,2.8,46.190000000000005
196,4,Eddie Nketiah,ARS,FOR,7.6,0.0,0.93,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,1.0,1.04,0.0,0.0,0.0,0.76,0.0,0.0,0.74,1.38,0.0,1.01,1.14,0.88,0.36,1.05,1.32,1.03,0.25,1.28,15.92
197,47,Tom Heaton,MUN,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,180,Andros Townsend,LUT,MID,6.9,1.5,0.0,0.0,0.0,1.37,0.0,0.0,1.21,0.0,0.0,0.0,0.0,1.39,0.0,0.0,1.35,0.0,0.0,1.49,1.04,0.0,1.26,0.0,1.23,0.0,1.52,1.13,1.32,0.44,1.32,1.44,1.32,0.14,1.45,21.920000000000005
199,1468,Gonzalo Montiel,FOR,DEF,7.0,1.39,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,1.01,0.0,0.0,0.0,0.99,0.0,0.0,1.07,0.0,1.65,0.0,1.54,0.0,0.98,1.79,1.07,0.46,0.9,1.68,1.38,0.23,1.5,20.310000000000002
200,319,Luke Thomas,SHU,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,16,Martinelli,ARS,MID,10.2,0.0,4.1,0.0,3.74,0.0,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,4.09,3.98,0.0,0.0,0.0,2.71,0.0,0.0,2.61,4.5,0.0,3.39,3.81,2.89,1.2,3.48,4.36,3.39,0.82,4.19,57.14
202,2077,Pablo Sarabia,WOL,MID,6.8,2.95,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,1.61,0.0,0.0,2.07,0.0,0.0,0.0,0.43,0.0,1.55,0.0,1.76,0.0,2.07,2.0,1.36,1.46,2.24,1.49,2.0,0.6,1.63,28.939999999999998
203,716,Thomas Partey,ARS,MID,7.6,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,1.36,1.38,0.0,0.0,0.0,0.95,0.0,0.0,1.16,1.54,0.0,1.31,1.28,0.99,0.4,1.29,1.45,1.29,0.29,1.41,17.29
204,3460,Jacob Bruun Larsen,BUR,MID,7.0,0.36,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.74,0.0,0.0,0.63,0.0,0.0,0.7,0.0,0.75,0.0,0.78,0.0,0.69,0.77,0.76,0.0,0.67,0.76,0.68,0.0,0.82,10.11
205,178,Joel Ward,CRY,DEF,7.5,0.0,0.0,0.51,0.0,0.0,0.77,0.0,0.0,0.0,1.08,0.0,0.0,0.74,0.0,0.0,1.17,0.0,0.0,0.0,0.2,0.0,0.93,0.0,0.99,0.0,0.68,0.67,1.12,0.55,1.03,0.97,1.13,0.13,1.01,13.68
206,175,Mateo Kovačić,MCI,MID,8.3,0.86,0.0,0.0,0.81,0.0,0.0,0.87,0.0,0.0,0.82,0.0,0.0,0.0,0.93,0.0,0.0,0.86,0.0,0.0,0.0,0.06,0.0,0.91,0.0,0.99,1.08,1.17,0.32,0.86,1.17,1.26,1.11,0.81,1.49,16.38
207,709,Wesley Fofana,CHE,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,1.64,0.0,1.17,0.0,4.81,0.0,0.0,3.64,4.91,4.36,1.45,1.91,2.47,4.82,4.05,1.78,4.26,42.029999999999994
208,384,Scott Carson,MCI,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,1037,Jadon Sancho,MUN,MID,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,438,Aaron Wan-Bissaka,MUN,DEF,8.0,0.0,0.45,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.56,0.0,1.4,0.0,0.0,0.0,0.68,0.0,1.0,0.0,0.0,0.99,1.14,1.19,0.46,1.11,1.65,1.29,1.11,0.78,0.96,17.240000000000002
211,676,Fábio Silva,WOL,FOR,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,3172,Kevin Schade,BRE,MID,6.5,0.0,0.0,0.0,0.34,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.62,0.88,0.0,0.0,0.59,0.0,0.0,0.0,0.6,0.0,0.36,0.0,0.42,0.0,0.41,0.53,0.49,0.01,0.53,0.59,0.54,0.02,0.55,7.77
213,76,Dan Burn,NEW,DEF,8.5,3.69,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,4.64,0.0,0.0,0.0,0.0,2.43,0.0,0.86,0.0,4.7,0.0,0.0,4.29,2.96,3.1,0.95,2.64,5.31,3.86,3.38,1.77,2.83,53.580000000000005
