,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,MD_24_Pts,MD_25_Pts,MD_26_Pts,MD_27_Pts,MD_28_Pts,MD_29_Pts,MD_30_Pts,MD_31_Pts,Total_Pts
17,3421,Guglielmo Vicario,TOT,GK,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,0.0,0.0,0.0,3.96,0.0,0.0,4.12,0.0,5.08,0.0,4.75,0.0,5.37,3.78,1.15,1.56,3.87,0.38,3.37,1.04,5.59,2.98,5.39,57.82999999999999
18,655,Alphonse Areola,WHU,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,4.34,4.23,0.0,0.0,0.0,4.8,0.0,0.0,0.0,4.2,3.52,0.0,4.0,0.0,4.39,4.53,4.33,0.0,3.56,0.0,3.62,0.0,4.97,0.0,3.13,53.62
19,1247,Dominic Solanke,BOU,FOR,7.8,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,4.96,0.0,5.93,0.0,0.0,6.03,0.86,0.0,5.27,0.0,5.1,0.0,4.93,5.19,2.89,3.01,5.1,0.0,3.62,0.0,5.21,2.0,4.33,68.45
20,400,Kyle Walker,MCI,DEF,8.6,0.0,0.0,4.41,0.0,3.74,0.0,0.0,0.0,3.55,0.0,0.0,2.19,0.0,0.0,0.0,0.18,0.0,2.62,0.0,3.22,4.25,4.46,0.84,2.37,4.03,0.0,4.48,0.0,3.57,2.29,4.81,51.010000000000005
21,610,Jarrod Bowen,WHU,MID,8.8,0.0,0.0,0.0,0.0,0.0,0.0,4.97,4.15,0.0,0.0,0.0,4.71,0.0,0.0,0.0,4.2,3.84,0.0,4.7,0.0,4.17,4.75,3.76,0.0,3.94,0.0,3.8,0.0,5.02,0.0,3.06,55.06999999999999
22,1275,Darwin Núñez,LIV,FOR,9.4,0.0,0.0,0.0,6.94,0.0,0.0,0.0,4.9,0.0,0.0,0.0,3.52,0.0,0.0,0.0,0.61,0.0,4.92,0.0,5.72,4.18,4.63,1.8,3.71,4.73,0.0,5.53,0.0,4.24,2.86,5.77,64.06
23,387,Nathan Aké,MCI,DEF,8.9,0.0,0.0,5.53,0.0,4.94,0.0,0.0,0.0,4.93,0.0,0.0,2.61,0.0,0.0,0.0,0.21,0.0,2.69,0.0,3.1,4.19,4.36,0.88,2.46,4.32,0.0,4.14,0.0,3.32,2.21,4.47,54.360000000000014
24,347,Alisson,LIV,GK,8.0,0.0,0.0,0.0,6.29,0.0,0.0,0.0,6.06,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.82,0.0,5.21,0.0,6.41,5.07,6.29,2.12,4.95,5.98,0.0,4.84,0.0,4.71,3.15,6.11,72.17
25,1406,Pervis Estupiñán,BHA,DEF,8.1,5.89,0.0,0.0,0.0,5.05,0.0,0.0,3.68,0.0,0.0,0.0,4.58,0.0,0.0,0.0,0.13,0.0,1.84,3.36,0.0,2.44,4.21,1.07,1.74,3.62,0.0,3.2,0.0,2.76,2.34,3.68,49.589999999999996
26,230,Richarlison,TOT,FOR,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,3.9,0.0,0.0,4.2,0.0,5.3,0.0,4.53,0.0,5.2,4.07,1.13,1.62,3.87,0.41,3.68,1.1,5.26,2.96,4.75,56.949999999999996
27,1545,Matheus Cunha,WOL,FOR,7.2,0.0,0.0,0.0,0.0,0.0,4.9,0.0,3.6,0.0,0.0,4.24,0.0,0.0,0.0,0.79,0.0,3.18,0.0,3.78,0.0,4.41,3.74,2.53,2.58,4.43,0.0,2.73,0.0,3.91,1.62,3.13,49.56999999999999
28,1175,Kieran Trippier,NEW,DEF,9.1,0.0,0.0,0.0,0.0,2.51,0.0,0.0,6.86,0.0,0.0,0.0,0.0,3.72,0.0,1.7,0.0,6.61,0.0,0.0,6.29,4.4,4.41,1.38,4.17,7.38,0.0,5.56,0.0,5.02,2.38,4.29,66.68
29,598,Declan Rice,ARS,MID,8.1,0.0,0.0,0.0,0.0,4.62,0.0,0.0,0.0,0.0,4.93,4.28,0.0,0.0,0.0,0.77,0.0,0.0,2.51,4.35,0.0,3.3,3.2,2.95,2.69,2.87,0.0,4.17,0.0,3.5,0.94,4.42,49.5
30,337,Trent Alexander-Arnold,LIV,DEF,10.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,6.21,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.79,0.0,4.65,0.0,6.74,4.42,6.15,1.99,4.65,5.73,0.0,4.14,0.0,3.69,2.92,6.16,65.56
31,20,Gabriel Dos Santos,ARS,DEF,9.3,0.0,0.0,0.0,0.0,5.13,0.0,0.0,0.0,0.0,6.39,5.58,0.0,0.0,0.0,0.97,0.0,0.0,2.32,6.52,0.0,3.69,4.45,3.96,3.44,3.16,0.0,5.63,0.0,3.96,1.26,6.0,62.46
32,236,Jordan Pickford,EVE,GK,7.0,0.0,4.92,0.0,0.0,4.01,0.0,0.0,4.66,0.0,0.0,3.95,0.0,0.0,0.0,0.0,0.49,4.05,0.0,0.0,3.57,4.97,3.69,4.1,2.77,4.27,0.0,4.57,0.0,5.29,0.95,3.35,59.61000000000001
33,8,Emiliano Martínez,AVL,GK,7.1,0.0,0.0,0.0,0.0,5.69,0.0,0.0,4.63,0.0,0.0,0.0,4.34,0.0,0.0,0.0,4.74,5.2,0.0,0.0,3.18,4.83,3.5,3.57,0.46,4.4,0.0,4.14,0.0,3.87,1.07,4.87,58.489999999999995
34,710,Rúben Dias,MCI,DEF,9.7,0.0,0.0,5.76,0.0,5.08,0.0,0.0,0.0,5.05,0.0,0.0,2.93,0.0,0.0,0.0,0.25,0.0,3.74,0.0,4.23,5.63,6.17,1.09,3.26,5.74,0.0,5.96,0.0,4.95,3.12,6.1,69.06
35,327,James Maddison,TOT,MID,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,3.93,0.0,0.0,4.24,0.0,5.32,0.0,4.98,0.0,5.34,4.09,1.1,1.6,3.85,0.42,3.67,1.1,5.51,2.92,5.09,58.72000000000001
36,872,David Raya,ARS,GK,7.3,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,1.07,0.0,0.0,4.25,6.17,0.0,5.12,5.39,4.29,3.98,4.78,0.0,5.77,0.0,5.06,1.42,5.77,64.21
37,3406,Alfie Doughty,LUT,DEF,6.9,2.63,0.0,0.0,0.99,0.0,0.0,0.0,2.62,0.0,0.0,2.73,0.0,0.0,2.71,1.85,0.0,1.54,0.0,1.08,0.0,3.44,0.56,2.59,1.2,2.79,0.0,3.13,0.0,2.51,0.57,3.1,36.04
38,46,Douglas Luiz,AVL,MID,8.0,0.0,0.0,0.0,0.0,5.64,0.0,0.0,4.64,0.0,0.0,0.0,4.09,0.0,0.0,0.0,5.1,4.47,0.0,0.0,2.61,4.31,2.89,3.4,0.44,3.93,0.0,3.62,0.0,3.43,1.04,4.6,54.20999999999999
39,1659,Rasmus Højlund,MUN,FOR,9.1,4.28,0.0,0.0,0.0,5.08,0.0,0.0,0.0,2.95,0.0,4.88,0.0,0.0,0.0,2.27,0.0,3.6,0.0,0.0,3.65,3.98,3.92,1.44,2.75,4.7,0.0,3.51,0.0,3.43,2.9,3.47,56.809999999999995
40,392,Bernardo Silva,MCI,MID,8.3,0.0,0.0,3.42,0.0,2.97,0.0,0.0,0.0,3.14,0.0,0.0,2.41,0.0,0.0,0.0,0.17,0.0,2.42,0.0,2.69,3.32,3.49,0.85,2.19,3.18,0.0,3.48,0.0,2.94,2.27,3.98,42.92
41,412,Bruno Fernandes,MUN,MID,10.7,5.63,0.0,0.0,0.0,6.24,0.0,0.0,0.0,3.35,0.0,6.79,0.0,0.0,0.0,2.93,0.0,4.49,0.0,0.0,4.37,4.57,4.8,1.79,3.58,6.45,0.0,5.29,0.0,4.42,3.92,4.51,73.13
42,1072,Cristian Romero,TOT,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0,0.0,3.4,0.0,0.0,4.2,0.0,5.91,0.0,5.07,0.0,5.86,3.47,0.81,1.27,3.17,0.34,1.94,0.91,6.08,2.26,5.84,56.94
43,624,Pedro Neto,WOL,MID,7.6,0.0,0.0,0.0,0.0,0.0,4.12,0.0,3.05,0.0,0.0,3.61,0.0,0.0,0.0,0.68,0.0,2.72,0.0,3.2,0.0,3.7,3.21,2.2,2.17,3.82,0.0,2.48,0.0,3.39,1.39,2.76,42.49999999999999
44,2405,Axel Disasi,CHE,DEF,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,2.95,0.0,0.3,0.0,3.89,0.0,0.0,2.68,4.03,3.54,0.64,1.79,2.0,0.22,3.94,0.59,3.46,1.76,3.3,38.88999999999999
45,3243,Thomas Kaminski,LUT,GK,6.3,3.75,0.0,0.0,2.8,0.0,0.0,0.0,3.63,0.0,0.0,3.82,0.0,0.0,3.81,2.34,0.0,3.06,0.0,2.92,0.0,4.22,2.76,3.71,1.57,4.02,0.0,4.23,0.0,3.71,0.75,4.13,55.230000000000004
46,1197,Luis Díaz,LIV,MID,9.6,0.0,0.0,0.0,5.05,0.0,0.0,0.0,3.62,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.49,0.0,3.76,0.0,4.18,3.42,3.91,1.51,3.13,3.57,0.0,3.88,0.0,3.14,2.06,4.02,48.63000000000001
47,741,James Trafford,BUR,GK,6.6,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,5.01,0.0,0.0,4.07,0.0,0.0,4.51,0.0,3.27,0.0,5.28,0.0,4.27,4.39,4.71,0.0,3.7,0.0,4.12,0.0,3.37,0.0,5.42,56.59
48,1744,Kudus Mohammed,WHU,MID,8.1,0.0,0.0,0.0,0.0,0.0,0.0,4.11,3.63,0.0,0.0,0.0,3.88,0.0,0.0,0.0,3.73,3.45,0.0,4.08,0.0,3.51,3.91,3.46,0.0,3.51,0.0,3.51,0.0,4.28,0.0,2.74,47.8
49,505,James Ward-Prowse,WHU,MID,8.4,0.0,0.0,0.0,0.0,0.0,0.0,4.4,4.17,0.0,0.0,0.0,4.27,0.0,0.0,0.0,3.38,3.29,0.0,3.52,0.0,3.59,3.81,3.69,0.0,3.16,0.0,3.09,0.0,4.2,0.0,2.58,47.150000000000006
50,452,Martin Dúbravka,NEW,GK,6.3,0.0,0.0,0.0,0.0,3.39,0.0,0.0,5.32,0.0,0.0,0.0,0.0,3.89,0.0,1.38,0.0,4.59,0.0,0.0,3.91,3.02,0.91,0.0,0.0,0.26,0.0,0.21,0.0,0.2,0.1,0.18,27.360000000000003
51,3381,Malo Gusto,CHE,DEF,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,3.1,0.0,0.34,0.0,3.8,0.0,0.0,2.82,3.29,1.91,0.31,0.92,1.0,0.11,1.4,0.31,1.3,0.87,1.41,26.27
52,1405,Iyenoma Udogie,TOT,DEF,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,2.95,0.0,0.0,3.33,0.0,4.97,0.0,3.93,0.0,5.06,2.59,0.72,1.1,2.81,0.29,2.03,0.78,5.17,1.97,4.77,47.730000000000004
53,3199,Đorđe Petrović,CHE,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.3,0.0,0.06,0.0,0.45,0.0,0.0,0.43,0.55,0.51,0.15,0.45,0.47,0.05,0.55,0.13,0.55,0.41,0.57,6.15
54,376,John Stones,MCI,DEF,9.2,0.0,0.0,4.14,0.0,3.73,0.0,0.0,0.0,3.72,0.0,0.0,2.28,0.0,0.0,0.0,0.18,0.0,2.72,0.0,3.11,4.21,4.91,0.86,2.39,4.32,0.0,4.39,0.0,3.51,2.29,4.72,51.48
55,810,Martin Ødegaard,ARS,MID,10.3,0.0,0.0,0.0,0.0,5.43,0.0,0.0,0.0,0.0,5.82,5.39,0.0,0.0,0.0,1.01,0.0,0.0,3.12,5.97,0.0,4.09,4.5,3.79,3.73,4.2,0.0,5.74,0.0,4.4,1.25,6.01,64.45
56,1215,Alejandro Garnacho,MUN,MID,7.5,4.16,0.0,0.0,0.0,4.97,0.0,0.0,0.0,2.83,0.0,4.72,0.0,0.0,0.0,2.14,0.0,3.5,0.0,0.0,3.72,4.05,4.01,1.47,2.81,4.79,0.0,3.68,0.0,3.59,3.06,3.62,57.12
57,525,Son Heung-min,TOT,MID,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74,0.0,0.0,0.0,5.34,0.0,0.0,5.75,0.0,7.29,0.0,6.04,0.0,7.3,5.43,1.52,2.17,5.22,0.55,4.93,1.47,7.3,4.0,6.47,77.52
58,1638,Joško Gvardiol,MCI,DEF,9.3,0.0,0.0,4.29,0.0,3.82,0.0,0.0,0.0,3.76,0.0,0.0,2.34,0.0,0.0,0.0,0.19,0.0,2.78,0.0,3.24,4.22,4.57,0.89,2.42,4.28,0.0,4.61,0.0,3.7,2.47,4.93,52.510000000000005
59,1558,André Onana,MUN,GK,7.3,4.52,0.0,0.0,0.0,4.81,0.0,0.0,0.0,3.11,0.0,5.05,0.0,0.0,0.0,2.41,0.0,3.89,0.0,0.0,3.77,3.78,4.35,1.41,3.0,5.35,0.0,4.64,0.0,3.91,3.0,4.06,61.06
60,3377,Jordan Beyer,BUR,DEF,6.6,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,4.33,0.0,0.0,3.0,0.0,0.0,3.61,0.0,1.34,0.0,4.26,0.0,2.61,2.77,3.7,0.0,1.7,0.0,2.97,0.0,1.12,0.0,4.62,37.949999999999996
61,1011,José Sá,WOL,GK,6.9,0.0,0.0,0.0,0.0,0.0,5.35,0.0,3.71,0.0,0.0,4.4,0.0,0.0,0.0,0.84,0.0,3.74,0.0,4.61,0.0,4.58,4.51,2.97,2.77,5.02,0.0,3.29,0.0,4.87,1.81,3.33,55.8
62,417,Marcus Rashford,MUN,MID,10.9,4.69,0.0,0.0,0.0,5.6,0.0,0.0,0.0,3.16,0.0,5.3,0.0,0.0,0.0,2.56,0.0,3.99,0.0,0.0,3.98,4.43,4.3,1.65,3.16,5.32,0.0,3.98,0.0,3.9,3.36,3.94,63.319999999999986
63,172,Ross Barkley,LUT,MID,7.2,3.76,0.0,0.0,3.12,0.0,0.0,0.0,3.03,0.0,0.0,3.18,0.0,0.0,3.3,1.77,0.0,2.63,0.0,2.57,0.0,3.31,2.32,2.81,1.11,2.88,0.0,3.25,0.0,3.09,0.53,3.07,45.73
64,154,Emerson Palmieri,WHU,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,3.61,3.26,0.0,0.0,0.0,4.19,0.0,0.0,0.0,3.35,2.08,0.0,2.86,0.0,3.18,3.35,3.6,0.0,2.5,0.0,2.49,0.0,4.64,0.0,1.1,40.21
65,1396,Neto,BOU,GK,6.6,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,4.71,0.0,5.16,0.0,0.0,5.13,0.83,0.0,4.62,0.0,4.97,0.0,4.62,4.46,2.79,2.92,4.53,0.0,3.51,0.0,4.49,1.94,3.86,62.14
66,469,Fabian Schär,NEW,DEF,8.7,0.0,0.0,0.0,0.0,1.64,0.0,0.0,5.91,0.0,0.0,0.0,0.0,2.67,0.0,1.34,0.0,5.89,0.0,0.0,5.47,3.52,3.58,1.01,3.24,6.58,0.0,4.61,0.0,3.97,1.76,3.38,54.56999999999999
67,3383,Elijah Adebayo,LUT,FOR,6.9,3.65,0.0,0.0,3.06,0.0,0.0,0.0,3.29,0.0,0.0,3.04,0.0,0.0,3.43,1.99,0.0,3.13,0.0,2.71,0.0,3.79,2.58,3.37,1.31,3.29,0.0,3.75,0.0,3.36,0.65,3.8,50.19999999999999
68,93,Ben White,ARS,DEF,9.2,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,5.69,4.82,0.0,0.0,0.0,0.81,0.0,0.0,1.97,5.29,0.0,2.92,3.42,3.0,2.62,2.64,0.0,4.35,0.0,3.06,0.98,4.71,50.64
69,3,Bernd Leno,FUL,GK,6.8,0.0,0.0,0.0,0.0,4.25,0.0,0.0,4.48,0.0,0.0,4.54,0.0,0.0,0.0,3.94,0.0,4.93,0.0,4.75,0.0,4.07,4.59,1.52,0.33,5.09,0.0,4.19,0.0,3.66,1.84,4.75,56.92999999999999
70,224,Anthony Gordon,NEW,MID,7.8,0.0,0.0,0.0,0.0,3.26,0.0,0.0,5.3,0.0,0.0,0.0,0.0,3.77,0.0,1.11,0.0,4.95,0.0,0.0,4.58,3.62,4.29,1.22,2.85,5.54,0.0,4.12,0.0,4.71,2.19,3.81,55.32
71,3178,Álex Moreno,AVL,DEF,7.9,0.0,0.0,0.0,0.0,3.41,0.0,0.0,2.82,0.0,0.0,0.0,2.59,0.0,0.0,0.0,2.41,3.02,0.0,0.0,1.21,2.78,1.51,2.12,0.27,2.55,0.0,1.91,0.0,2.13,0.65,2.54,31.92
72,85,Leandro Trossard,ARS,MID,8.7,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,1.55,1.58,0.0,0.0,0.0,0.31,0.0,0.0,1.05,1.87,0.0,1.38,1.61,1.17,1.24,1.4,0.0,1.91,0.0,1.52,0.43,1.85,20.31
73,504,Nathan Redmond,BUR,MID,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,167,Thiago Silva,CHE,DEF,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,3.36,0.0,0.37,0.0,4.3,0.0,0.0,3.26,4.27,3.96,0.72,2.0,2.04,0.22,3.91,0.61,3.44,1.81,3.29,41.62
75,351,Mohamed Salah,LIV,MID,11.5,0.0,0.0,0.0,8.4,0.0,0.0,0.0,6.74,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.9,0.0,6.96,0.0,7.85,6.0,6.76,2.59,5.4,6.53,0.0,7.41,0.0,5.67,3.8,7.75,87.74
76,959,João Pedro,BHA,FOR,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.16,0.0,2.82,3.07,0.0,2.77,3.33,1.16,2.2,3.35,0.0,3.27,0.0,3.0,2.6,3.44,34.03
77,1910,Micky van de Ven,TOT,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,2.64,0.0,0.0,3.49,0.0,5.27,0.0,4.54,0.0,5.3,2.63,0.62,0.95,2.48,0.25,1.41,0.69,5.4,1.72,5.14,48.17999999999999
78,344,Kostas Tsimikas,LIV,DEF,7.2,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.06,0.0,0.45,0.0,0.55,0.41,0.56,0.2,0.42,0.5,0.0,0.49,0.0,0.45,0.29,0.58,6.250000000000001
79,48,Ezri Konsa,AVL,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.47,0.0,0.0,0.0,4.72,5.27,0.0,0.0,1.4,4.83,1.9,3.53,0.45,3.74,0.0,2.78,0.0,2.54,1.05,4.67,40.25
80,171,Reece James,CHE,DEF,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.89,1.66,0.82,2.42,2.56,0.29,3.74,0.78,3.25,2.16,3.63,22.509999999999998
81,1002,Ibrahima Konaté,LIV,DEF,9.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,5.84,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.77,0.0,4.64,0.0,6.43,4.54,6.24,1.98,4.54,5.59,0.0,3.99,0.0,3.84,2.96,6.07,67.52
82,620,Max Kilman,WOL,DEF,7.7,0.0,0.0,0.0,0.0,0.0,4.89,0.0,1.87,0.0,0.0,3.08,0.0,0.0,0.0,0.63,0.0,1.79,0.0,3.76,0.0,3.82,3.58,1.34,1.95,4.01,0.0,0.61,0.0,4.03,1.14,0.84,37.34
83,2095,Zeki Amdouni,BUR,FOR,7.1,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,4.23,0.0,0.0,3.07,0.0,0.0,3.65,0.0,2.95,0.0,3.96,0.0,3.07,3.57,3.27,0.0,2.96,0.0,3.6,0.0,3.04,0.0,3.96,44.400000000000006
84,1283,Sven Botman,NEW,DEF,8.6,0.0,0.0,0.0,0.0,1.53,0.0,0.0,5.21,0.0,0.0,0.0,0.0,2.28,0.0,1.23,0.0,5.14,0.0,0.0,4.83,3.2,3.16,0.89,2.92,5.78,0.0,4.14,0.0,3.45,1.56,3.02,48.34000000000001
85,531,Pierre Højbjerg,TOT,MID,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.32,0.0,0.0,0.35,0.0,0.38,0.0,0.37,0.0,0.42,0.38,0.12,0.17,0.4,0.04,0.37,0.1,0.42,0.29,0.41,4.8500000000000005
