,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,Total_Pts
340,1250,Fabio Vieira,ARS,MID,7.8,0.56,0.0,0.0,0.56
341,98,Adam Lallana,BHA,MID,6.8,1.1,0.0,0.0,1.1
342,1890,Ryan Gravenberch,LIV,MID,8.1,0.0,1.02,0.0,1.02
343,1450,Boubacar Traoré,WOL,MID,6.7,0.59,0.0,0.0,0.59
344,984,Oliver Skipp,TOT,MID,6.9,0.0,0.0,0.36,0.36
345,352,Rhian Brewster,SHU,FOR,6.6,1.49,0.0,0.0,1.49
346,1407,Thilo Kehrer,WHU,DEF,7.4,0.59,0.0,0.0,0.59
347,1245,Ryan Christie,BOU,MID,6.7,2.18,0.0,0.0,2.18
348,1307,Ryan Yates,FOR,MID,6.8,0.0,0.56,0.0,0.56
349,1378,Harry Toffolo,FOR,DEF,6.6,0.0,0.86,0.0,0.86
350,225,Séamus Coleman,EVE,DEF,7.5,0.25,0.0,0.0,0.25
351,3406,Alfie Doughty,LUT,DEF,6.9,0.0,2.1,0.0,2.1
352,3183,Andrey Santos,FOR,MID,6.4,0.0,0.0,0.0,0.0
353,475,Jack Robinson,SHU,DEF,6.7,3.48,0.0,0.0,3.48
354,980,Tahith Chong,LUT,MID,6.8,0.0,1.04,0.0,1.04
355,1046,Trevoh Chalobah,CHE,DEF,7.9,0.0,0.0,0.0,0.0
356,1934,Jakub Kiwior,ARS,DEF,7.6,0.48,0.0,0.0,0.48
357,1231,Lloyd Kelly,BOU,DEF,6.7,0.14,0.0,0.0,0.14
358,441,Javier Manquillo,NEW,DEF,6.5,0.0,0.0,0.0,0.0
359,255,Mario Lemina,WOL,MID,7.0,1.85,0.0,0.0,1.85
360,492,Chris Basham,SHU,DEF,6.7,0.0,0.0,0.0,0.0
361,658,Timothy Castagne,FUL,DEF,7.7,3.32,0.0,0.0,3.32
362,3367,Ameen Al-Dakhil,BUR,DEF,6.6,3.91,0.0,0.0,3.91
363,360,Nathaniel Phillips,LIV,DEF,7.0,0.0,0.0,0.0,0.0
364,1346,Stefan Bajcetic,LIV,MID,7.0,0.0,0.0,0.0,0.0
365,172,Ross Barkley,LUT,MID,7.2,0.0,0.66,0.0,0.66
366,155,Hakim Ziyech,CHE,MID,7.5,0.0,0.0,0.0,0.0
367,3172,Kevin Schade,BRE,MID,6.5,0.0,0.0,0.0,0.0
368,3407,Aribim Pepple,LUT,FOR,6.5,0.0,0.0,0.0,0.0
369,845,Jesuran Rak Sakyi,CRY,MID,6.4,0.77,0.0,0.0,0.77
370,728,Robin Olsen,AVL,GK,6.0,0.0,0.0,0.0,0.0
371,3458,Igor,BHA,DEF,7.6,3.49,0.0,0.0,3.49
372,3420,Andre Brooks,SHU,MID,6.5,0.0,0.0,0.0,0.0
373,581,Dara O'Shea,BUR,DEF,6.7,1.82,0.0,0.0,1.82
374,526,Matt Doherty,WOL,DEF,7.5,2.56,0.0,0.0,2.56
375,3213,Hamed Junior Traorè,BOU,MID,6.5,0.34,0.0,0.0,0.34
376,1225,Joe Rothwell,BOU,MID,6.5,1.75,0.0,0.0,1.75
377,1050,CJ Egan-Riley,BUR,DEF,6.5,0.0,0.0,0.0,0.0
378,321,Jonny Evans,MUN,DEF,7.7,0.4,0.0,0.0,0.4
379,3405,Pelly Ruddock Mpanzu,LUT,MID,6.7,0.0,2.17,0.0,2.17
380,709,Wesley Fofana,CHE,DEF,8.1,0.0,0.0,0.0,0.0
381,1282,Tyrell Malacia,MUN,DEF,7.7,0.0,0.0,0.0,0.0
382,3209,Felipe,FOR,DEF,6.7,0.0,1.25,0.0,1.25
383,682,Thiago Alcántara,LIV,MID,7.7,0.0,0.35,0.0,0.35
384,2414,Anass Zaroury,BUR,MID,7.0,0.2,0.0,0.0,0.2
385,1319,Moussa Niakhate,FOR,DEF,6.6,0.0,2.3,0.0,2.3
386,3243,Thomas Kaminski,LUT,GK,6.3,0.0,2.4,0.0,2.4
387,419,Donny van de Beek,MUN,MID,7.1,0.0,0.0,0.0,0.0
388,963,Ryan John Giles,LUT,DEF,6.9,0.0,0.83,0.0,0.83
389,214,Mason Holgate,EVE,DEF,7.2,0.0,0.0,0.0,0.0
390,3398,Cauley Woodrow,LUT,FOR,6.6,0.0,0.0,0.0,0.0
391,3187,Noni Madueke,CHE,MID,7.9,0.0,0.0,0.9,0.9
392,1233,Adam Smith,BOU,DEF,6.9,0.31,0.0,0.0,0.31
393,1,Calum Chambers,AVL,DEF,7.3,0.0,0.44,0.0,0.44
394,668,Max Lowe,SHU,DEF,6.7,0.0,0.0,0.0,0.0
395,2077,Pablo Sarabia,WOL,MID,6.8,1.35,0.0,0.0,1.35
396,260,Jay Stansfield,FUL,FOR,6.4,0.0,0.0,0.0,0.0
397,33,Cédric Soares,ARS,DEF,7.2,0.0,0.0,0.0,0.0
398,3400,Admiral Muskwe,LUT,FOR,6.5,0.0,0.0,0.0,0.0
399,2068,Saša Lukić,FUL,MID,6.5,0.92,0.0,0.0,0.92
400,452,Martin Dúbravka,NEW,GK,6.3,0.0,0.0,0.0,0.0
401,878,Shandon Baptiste,BRE,MID,6.5,0.0,0.0,0.0,0.0
402,507,Fraser Forster,TOT,GK,6.5,0.0,0.0,0.0,0.0
403,1234,Jaidon Anthony,BOU,MID,7.0,0.0,0.0,0.0,0.0
404,463,Jonjo Shelvey,FOR,MID,6.7,0.0,0.0,0.0,0.0
405,3376,Benson Manuel,BUR,MID,7.0,0.73,0.0,0.0,0.73
406,3390,Mads Juel Andersen,LUT,DEF,6.9,0.0,0.0,0.0,0.0
407,670,Jayden Bogle,SHU,DEF,6.7,2.96,0.0,0.0,2.96
408,3196,Jhon Durán,AVL,MID,6.7,0.0,0.58,0.0,0.58
409,1401,Mikkel Damsgaard,BRE,MID,6.9,0.0,0.0,0.0,0.0
410,1278,Stefan Ortega,MCI,GK,6.6,0.0,0.0,0.0,0.0
411,3372,Scott Twine,BUR,MID,6.6,0.0,0.0,0.0,0.0
412,694,Bertrand Traoré,AVL,MID,6.6,0.0,0.63,0.0,0.63
413,1165,Lewis Hall,NEW,MID,6.5,0.29,0.0,0.0,0.29
414,597,Ben Johnson,WHU,DEF,7.2,0.21,0.0,0.0,0.21
415,861,William Osula,SHU,FOR,6.6,0.0,0.0,0.0,0.0
416,26,Reiss Nelson,ARS,MID,6.8,0.22,0.0,0.0,0.22
417,484,Oliver Norwood,SHU,MID,7.0,2.99,0.0,0.0,2.99
418,958,Will Hughes,CRY,MID,6.6,1.84,0.0,0.0,1.84
419,3370,Enock Agyei,BUR,MID,6.4,0.0,0.0,0.0,0.0
420,3387,Reece Burke,LUT,DEF,6.6,0.0,0.94,0.0,0.94
421,338,Divock Origi,FOR,FOR,7.3,0.0,0.0,0.0,0.0
422,3386,Chiedozie Ogbene,LUT,FOR,6.8,0.0,2.29,0.0,2.29
423,1778,Wataru Endo,LIV,MID,7.3,0.0,0.6,0.0,0.6
424,654,Ola Aina,FOR,DEF,6.7,0.0,1.29,0.0,1.29
425,188,Wayne Hennessey,FOR,GK,6.0,0.0,0.0,0.0,0.0
426,1692,Benoît Badiashile,CHE,DEF,8.4,0.0,0.0,1.2,1.2
427,3375,Denis Franchi,BUR,GK,6.0,0.0,0.0,0.0,0.0
428,707,Andi Zeqiri,BHA,FOR,6.8,0.0,0.0,0.0,0.0
429,1028,Frank Onyeka,BRE,MID,6.5,1.8,0.0,0.0,1.8
430,740,Folarin Balogun,ARS,FOR,7.3,0.0,0.0,0.0,0.0
431,1308,Giulian Biancone,FOR,DEF,6.5,0.0,0.0,0.0,0.0
432,1216,Dara Costelloe,BUR,FOR,6.4,0.0,0.0,0.0,0.0
433,1322,Flynn Downes,WHU,MID,6.6,0.0,0.0,0.0,0.0
434,137,Malang Sarr,CHE,DEF,7.3,0.0,0.0,0.0,0.0
435,1074,Lewis Dobbin,EVE,FOR,6.5,0.25,0.0,0.0,0.25
436,1302,Harry Arter,FOR,MID,6.5,0.0,0.0,0.0,0.0
437,117,Jóhann Berg Guðmundsson,BUR,MID,7.0,0.47,0.0,0.0,0.47
438,3151,Facundo Buonanotte,BHA,MID,7.0,0.49,0.0,0.0,0.49
439,1004,Nuno Tavares,FOR,DEF,7.1,0.0,0.79,0.0,0.79
440,1392,Orel Mangala,FOR,MID,6.7,0.0,1.84,0.0,1.84
441,384,Scott Carson,MCI,GK,6.0,0.0,0.0,0.0,0.0
442,1266,Rodrigo Muniz,FUL,FOR,6.7,0.0,0.0,0.0,0.0
443,1387,Chris Richards,CRY,DEF,7.0,0.72,0.0,0.0,0.72
444,3504,Ibrahim Sangaré,FOR,MID,7.1,0.0,2.85,0.0,2.85
445,291,Jack Harrison,EVE,MID,7.7,2.89,0.0,0.0,2.89
446,265,Tom Cairney,FUL,MID,6.7,0.45,0.0,0.0,0.45
447,3473,Jacob Brown,LUT,FOR,6.5,0.0,2.26,0.0,2.26
448,529,Dele Alli,EVE,MID,7.4,0.44,0.0,0.0,0.44
449,663,Ryan Fraser,NEW,MID,6.8,0.0,0.0,0.0,0.0
450,532,Japhet Tanganga,TOT,DEF,7.2,0.0,0.0,0.0,0.0
451,617,Leander Dendoncker,AVL,MID,6.7,0.0,0.61,0.0,0.61
452,555,Giovani Lo Celso,TOT,MID,7.6,0.0,0.0,0.59,0.59
453,628,Jonny Castro,WOL,DEF,7.3,0.57,0.0,0.0,0.57
454,103,Jack Cork,BUR,MID,6.7,0.34,0.0,0.0,0.34
455,161,Ian Maatsen,CHE,MID,7.5,0.0,0.0,0.49,0.49
456,1385,Kevin Mbabu,FUL,DEF,7.0,0.0,0.0,0.0,0.0
457,1382,Joseph Hodge,WOL,MID,6.5,0.27,0.0,0.0,0.27
458,1365,Djed Spence,TOT,DEF,7.1,0.0,0.0,0.0,0.0
459,553,Ryan Sessegnon,TOT,DEF,7.2,0.0,0.0,0.0,0.0
460,549,Tanguy Ndombele,TOT,MID,7.4,0.0,0.0,0.0,0.0
461,874,Charlie Goode,BRE,DEF,6.5,0.0,0.0,0.0,0.0
462,6,Mohamed Elneny,ARS,MID,6.5,0.0,0.0,0.0,0.0
463,1160,Jarrell Quansah,LIV,DEF,7.0,0.0,0.0,0.0,0.0
464,368,Caoimhín Kelleher,LIV,GK,6.1,0.0,0.0,0.0,0.0
465,671,Brandon Austin,TOT,GK,6.0,0.0,0.0,0.0,0.0
466,428,Eric Bailly,MUN,DEF,7.8,0.0,0.0,0.0,0.0
467,444,Mark Gillespie,NEW,GK,6.0,0.0,0.0,0.0,0.0
468,1104,Maxwel Cornet,WHU,MID,7.2,0.32,0.0,0.0,0.32
469,453,Emil Krafth,NEW,DEF,6.7,0.19,0.0,0.0,0.19
470,683,Arijanet Muric,BUR,GK,6.5,0.0,0.0,0.0,0.0
471,197,Cheikhou Kouyaté,FOR,MID,6.8,0.0,0.29,0.0,0.29
472,1348,Keane Lewis-Potter,BRE,MID,7.2,0.0,0.0,0.0,0.0
473,3471,Vinicius Souza,SHU,MID,6.7,2.96,0.0,0.0,2.96
474,3508,Nicolás Domínguez,FOR,MID,7.5,0.0,2.35,0.0,2.35
475,504,Nathan Redmond,BUR,MID,7.1,0.3,0.0,0.0,0.3
476,3401,Jordan Clark,LUT,MID,6.8,0.0,0.0,0.0,0.0
477,1059,James Mcatee,SHU,MID,6.5,2.5,0.0,0.0,2.5
478,615,Ryan Fredericks,BOU,DEF,6.6,0.2,0.0,0.0,0.2
479,3378,Hjalmar Ekdal,BUR,DEF,6.6,0.45,0.0,0.0,0.45
480,3186,Dango Ouattara,BOU,MID,6.8,0.86,0.0,0.0,0.86
481,730,Facundo Pellistri,MUN,MID,6.5,0.91,0.0,0.0,0.91
482,2395,Hwang Ui-jo,FOR,FOR,6.9,0.0,0.0,0.0,0.0
483,3479,Nicolò Zaniolo,AVL,MID,7.2,0.0,1.72,0.0,1.72
484,3214,Naouirou Ahamada,CRY,MID,6.5,0.86,0.0,0.0,0.86
485,3389,Luke Freeman,LUT,MID,6.6,0.0,0.0,0.0,0.0
486,3408,James Shea,LUT,GK,6.2,0.0,0.0,0.0,0.0
487,3415,Ismaila Cheick Coulibaly,SHU,MID,6.6,0.22,0.0,0.0,0.22
488,3404,Dan Potts,LUT,DEF,6.6,0.0,0.0,0.0,0.0
489,1246,Lewis Cook,BOU,MID,6.7,0.0,0.0,0.0,0.0
490,3409,Allan Campbell,LUT,MID,6.7,0.0,0.0,0.0,0.0
491,524,Michael Obafemi,BUR,FOR,6.7,0.0,0.0,0.0,0.0
492,488,John Fleck,SHU,MID,6.8,1.14,0.0,0.0,1.14
493,3201,Daniel Bentley,WOL,GK,6.1,0.0,0.0,0.0,0.0
494,763,Jakub Moder,BHA,MID,6.7,0.0,0.0,0.0,0.0
495,586,Darren Randolph,BOU,GK,6.0,0.0,0.0,0.0,0.0
496,729,Terence Kongolo,FUL,DEF,7.0,0.0,0.0,0.0,0.0
497,3431,Yasser Larouci,SHU,DEF,6.8,0.35,0.0,0.0,0.35
498,473,Ben Osborn,SHU,MID,6.7,0.95,0.0,0.0,0.95
499,821,Thomas Mcgill,BHA,GK,6.0,0.0,0.0,0.0,0.0
500,443,Isaac Hayden,NEW,MID,6.7,0.0,0.0,0.0,0.0
501,838,Jaden Philogene Bidace,AVL,MID,6.7,0.0,0.0,0.0,0.0
502,852,Daniel Jebbison,SHU,MID,6.5,0.0,0.0,0.0,0.0
503,3460,Jacob Bruun Larsen,BUR,MID,7.0,1.43,0.0,0.0,1.43
504,1309,Alexander Mighten,FOR,MID,6.5,0.0,0.0,0.0,0.0
505,3374,Samuel Bastien,BUR,MID,6.7,0.0,0.0,0.0,0.0
506,3392,Louie Watson,LUT,MID,6.6,0.0,0.0,0.0,0.0
507,249,Anthony Knockaert,FUL,MID,7.0,0.0,0.0,0.0,0.0
508,257,Marcus Bettinelli,CHE,GK,6.2,0.0,0.0,0.0,0.0
509,3470,Alejo Véliz,TOT,FOR,7.2,0.0,0.0,0.0,0.0
510,1358,Thomas Strakosha,BRE,GK,6.1,0.0,0.0,0.0,0.0
511,739,Karl Jakob Hein,ARS,GK,6.0,0.0,0.0,0.0,0.0
512,229,André Gomes,EVE,MID,7.1,0.0,0.0,0.0,0.0
513,342,Adrián,LIV,GK,6.1,0.0,0.0,0.0,0.0
514,356,Loris Karius,NEW,GK,6.3,0.0,0.0,0.0,0.0
515,47,Tom Heaton,MUN,GK,6.1,0.0,0.0,0.0,0.0
516,3402,Gabriel Osho,LUT,DEF,6.9,0.0,1.4,0.0,1.4
517,245,Marek Rodák,FUL,GK,6.1,0.0,0.0,0.0,0.0
518,38,Kortney Hause,AVL,DEF,7.1,0.0,0.0,0.0,0.0
519,1468,Gonzalo Montiel,FOR,DEF,7.0,0.0,0.74,0.0,0.74
520,1325,Clément Lenglet,AVL,DEF,7.7,0.0,0.52,0.0,0.52
521,1027,Albert Sambi Lokonga,LUT,MID,6.8,0.0,0.0,0.0,0.0
522,640,Adama Traoré,FUL,MID,7.3,0.35,0.0,0.0,0.35
523,2214,Rhys Norrington-Davies,SHU,DEF,6.7,0.0,0.0,0.0,0.0
524,1177,Oscar Bobb,MCI,MID,7.0,0.0,0.0,0.0,0.0
525,757,Antwoine Hackford,SHU,FOR,6.5,0.0,0.0,0.0,0.0
526,1329,Omar Richards,FOR,DEF,6.6,0.0,0.0,0.0,0.0
527,3466,Matheus França,CRY,MID,7.4,2.11,0.0,0.0,2.11
528,2342,Adam Davies,SHU,GK,6.1,0.0,0.0,0.0,0.0
529,252,Tyrese Francois,FUL,MID,6.5,0.0,0.0,0.0,0.0
530,75,Steven Alzate,BHA,MID,6.6,0.0,0.0,0.0,0.0
531,1399,Gonçalo Guedes,WOL,MID,7.5,0.0,0.0,0.0,0.0
532,3491,Murillo,FOR,MID,7.0,0.0,0.88,0.0,0.88
533,431,Teden Mengi,LUT,DEF,7.7,0.0,1.35,0.0,1.35
534,2122,Anis Ben Slimane,SHU,MID,7.0,0.76,0.0,0.0,0.76
535,891,Sergi Canós,BRE,MID,6.8,0.0,0.0,0.0,0.0
536,3153,Gustavo Scarpa,FOR,MID,6.5,0.0,0.0,0.0,0.0
537,1201,Rodrigo Bentancur,TOT,MID,7.7,0.0,0.0,0.36,0.36
538,198,Jaïro Riedewald,CRY,MID,6.6,0.38,0.0,0.0,0.38
539,3464,Lesley Ugochukwu,CHE,MID,6.7,0.0,0.0,0.59,0.59
540,3394,Luke Berry,LUT,MID,6.6,0.0,0.18,0.0,0.18
541,3205,Yasin Ayari,BHA,MID,6.5,0.0,0.0,0.0,0.0
542,882,Mads Bech Sørensen,BRE,DEF,6.6,0.0,0.0,0.0,0.0
543,3197,Máximo Perrone,MCI,MID,6.7,0.0,0.0,0.0,0.0
544,1264,Malcolm Ebiowei,CRY,MID,6.6,0.23,0.0,0.0,0.23
545,3505,Jean-Ricner Bellegarde,WOL,MID,6.6,1.4,0.0,0.0,1.4
546,235,Jean-Philippe Gbamin,EVE,MID,7.1,0.0,0.0,0.0,0.0
547,221,João Virgínia,EVE,GK,6.1,0.0,0.0,0.0,0.0
548,319,Luke Thomas,SHU,DEF,7.1,3.48,0.0,0.0,3.48
549,180,Andros Townsend,LUT,MID,6.9,0.0,0.88,0.0,0.88
550,1018,Saman Ghoddos,BRE,MID,6.5,1.3,0.0,0.0,1.3
551,3474,Youssef Chermiti,EVE,FOR,6.7,0.0,0.0,0.0,0.0
552,232,Tom Davies,SHU,MID,6.6,0.0,0.0,0.0,0.0
553,3480,Hannes Delcroix,BUR,DEF,6.7,2.67,0.0,0.0,2.67
554,378,Tommy Doyle,WOL,MID,7.2,0.0,0.0,0.0,0.0
555,1068,Roméo Lavia,CHE,MID,7.7,0.0,0.0,0.0,0.0
556,918,Tim Krul,LUT,GK,6.3,0.0,0.0,0.0,0.0
557,3478,Wilson Odobert,BUR,FOR,6.5,1.08,0.0,0.0,1.08
558,2,Matt Macey,LUT,GK,6.1,0.0,0.0,0.0,0.0
559,966,Konstantinos Mavropanos,WHU,DEF,7.3,0.36,0.0,0.0,0.36
560,2144,Ethan Horvath,FOR,GK,6.3,0.0,0.0,0.0,0.0
561,1376,Joseph Whitworth,CRY,GK,6.1,0.0,0.0,0.0,0.0
562,915,Andrew Omobamidele,FOR,DEF,6.8,0.0,0.0,0.0,0.0
563,1318,Tyler Adams,BOU,MID,7.0,0.0,0.0,0.0,0.0
564,1379,Lewis O'Brien,FOR,MID,6.8,0.0,0.0,0.0,0.0
565,3495,Odisseas Vlachodimos,FOR,GK,6.3,0.0,1.98,0.0,1.98
566,863,Hannibal Mejbri,MUN,MID,6.7,0.71,0.0,0.0,0.71
567,1463,Kobbie Mainoo,MUN,MID,7.0,0.0,0.0,0.0,0.0
568,1466,Yehor Yarmoliuk,BRE,MID,6.6,0.33,0.0,0.0,0.33
569,3360,Gavin Kilkenny,BOU,MID,6.5,0.33,0.0,0.0,0.33
570,1224,Emiliano Marcondes,BOU,MID,6.5,0.0,0.0,0.0,0.0
571,862,Tim Iroegbunam,AVL,MID,6.6,0.0,0.0,0.0,0.0
572,1321,Luis Sinisterra,BOU,MID,7.7,1.82,0.0,0.0,1.82
573,3459,Ionuț Radu,BOU,GK,6.3,0.0,0.0,0.0,0.0
574,3419,Jordan Amissah,SHU,GK,6.1,0.0,0.0,0.0,0.0
575,607,Conor Coventry,WHU,MID,6.6,0.0,0.0,0.0,0.0
576,3391,Glen Rea,LUT,MID,6.6,0.0,0.0,0.0,0.0
577,3487,Carlos Baleba,BHA,MID,6.7,1.32,0.0,0.0,1.32
578,3379,Darko Churlinov,BUR,MID,6.7,0.0,0.0,0.0,0.0
579,3507,Mike Trésor,BUR,MID,7.0,1.92,0.0,0.0,1.92
580,806,Tyler Onyango,EVE,MID,6.8,0.0,0.0,0.0,0.0
581,762,Amad Diallo,MUN,MID,7.0,0.0,0.0,0.0,0.0
582,788,Andy Lonergan,EVE,GK,6.1,0.0,0.0,0.0,0.0
583,3527,Alex Matos,CHE,FOR,7.0,0.0,0.0,0.0,0.0
