,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,Total_Pts
506,852,Daniel Jebbison,SHU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,3205,Yasin Ayari,BHA,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,3478,Wilson Odobert,BUR,FOR,6.5,0.0,0.47,0.0,0.0,0.0,0.38,0.0,0.46,0.0,0.0,0.39,0.0,0.0,0.0,1.7000000000000002
509,245,Marek Rodák,FUL,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,103,Jack Cork,BUR,MID,6.7,0.0,0.27,0.0,0.0,0.0,0.37,0.0,0.4,0.0,0.0,0.41,0.0,0.0,0.0,1.45
511,1468,Gonzalo Montiel,FOR,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.53
512,1358,Thomas Strakosha,BRE,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,2342,Adam Davies,SHU,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,2214,Rhys Norrington-Davies,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,1309,Alexander Mighten,FOR,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,882,Mads Bech Sørensen,BRE,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,3153,Gustavo Scarpa,FOR,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,198,Jaïro Riedewald,CRY,MID,6.6,0.0,0.2,0.0,0.24,0.0,0.0,0.0,0.0,0.26,0.0,0.27,0.0,0.0,0.0,0.97
519,3460,Jacob Bruun Larsen,BUR,MID,7.0,0.0,1.31,0.0,0.0,0.0,1.01,0.0,1.07,0.0,0.0,0.94,0.0,0.0,0.0,4.33
520,640,Adama Traoré,FUL,MID,7.3,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.42,0.0,0.0,0.0,0.55,0.0,0.0,1.33
521,739,Karl Jakob Hein,ARS,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,75,Steven Alzate,BHA,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,586,Darren Randolph,BOU,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,1325,Clément Lenglet,AVL,DEF,7.7,0.0,0.0,0.41,0.0,0.82,0.0,0.0,0.49,0.0,0.0,0.75,0.0,0.0,0.0,2.4699999999999998
525,821,Thomas Mcgill,BHA,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,443,Isaac Hayden,NEW,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,180,Andros Townsend,LUT,MID,6.9,0.0,1.66,0.0,0.0,0.0,1.54,0.0,1.72,0.0,0.0,2.06,0.0,0.0,0.0,6.98
528,3464,Lesley Ugochukwu,CHE,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.39,0.0,0.49,0.0,0.0,0.0,1.2
529,47,Tom Heaton,MUN,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,3479,Nicolò Zaniolo,AVL,MID,7.2,0.0,0.0,1.45,0.0,2.09,0.0,0.0,1.47,0.0,0.0,1.94,0.0,0.0,0.0,6.949999999999999
531,252,Tyrese Francois,FUL,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,757,Antwoine Hackford,SHU,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,3392,Louie Watson,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,763,Jakub Moder,BHA,MID,6.7,0.0,0.0,0.62,0.67,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.48,2.39
535,524,Michael Obafemi,BUR,FOR,6.7,0.0,0.38,0.0,0.0,0.0,0.25,0.0,0.33,0.0,0.0,0.26,0.0,0.0,0.0,1.22
536,38,Kortney Hause,AVL,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,3491,Murillo,FOR,MID,7.0,2.26,0.0,0.0,0.0,0.0,2.4,0.0,2.03,0.0,0.0,2.11,0.0,0.0,0.0,8.799999999999999
538,1027,Albert Sambi Lokonga,LUT,MID,6.8,0.0,0.72,0.0,0.0,0.0,1.19,0.0,1.68,0.0,0.0,1.66,0.0,0.0,0.0,5.25
539,3466,Matheus França,CRY,MID,7.4,0.0,0.65,0.0,0.83,0.0,0.0,0.0,0.0,0.82,0.0,0.78,0.0,0.0,0.0,3.08
540,488,John Fleck,SHU,MID,6.8,0.0,1.43,0.0,0.0,1.41,0.0,0.0,1.61,0.0,0.0,1.39,0.0,0.0,0.0,5.84
541,1321,Luis Sinisterra,BOU,MID,7.7,0.0,2.35,0.0,0.0,0.0,1.82,0.0,2.03,0.0,0.0,0.0,1.72,0.0,0.0,7.919999999999999
542,3402,Gabriel Osho,LUT,DEF,6.9,0.0,2.13,0.0,0.0,0.0,1.64,0.0,2.89,0.0,0.0,1.94,0.0,0.0,0.0,8.6
543,1329,Omar Richards,FOR,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,3374,Samuel Bastien,BUR,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,356,Loris Karius,NEW,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,3197,Máximo Perrone,MCI,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,473,Ben Osborn,SHU,MID,6.7,0.0,0.48,0.0,0.0,0.58,0.0,0.0,0.69,0.0,0.0,0.65,0.0,0.0,0.0,2.4
548,838,Jaden Philogene Bidace,AVL,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,729,Terence Kongolo,FUL,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,3199,Đorđe Petrović,CHE,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.23
551,3480,Hannes Delcroix,BUR,DEF,6.7,0.0,1.09,0.0,0.0,0.0,0.82,0.0,0.8,0.0,0.0,0.69,0.0,0.0,0.0,3.4
552,1224,Emiliano Marcondes,BOU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,3391,Glen Rea,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,788,Andy Lonergan,EVE,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,762,Amad Diallo,MUN,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,3419,Jordan Amissah,SHU,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,378,Tommy Doyle,WOL,MID,7.2,0.0,0.0,0.52,0.0,0.0,0.0,0.52,0.0,0.48,0.0,0.59,0.0,0.0,0.0,2.11
558,1018,Saman Ghoddos,BRE,MID,6.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,1.58,0.0,0.0,0.0,5.3100000000000005
559,232,Tom Davies,SHU,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,3360,Gavin Kilkenny,BOU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,3379,Darko Churlinov,BUR,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,3474,Youssef Chermiti,EVE,FOR,6.7,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.0,0.26,0.0,0.37,0.0,0.0,0.0,1.25
563,3451,Alex Murphy,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,3452,Ben Parkinson,NEW,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,1223,Mark Travers,BOU,GK,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,1264,Malcolm Ebiowei,CRY,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,1318,Tyler Adams,BOU,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,1068,Roméo Lavia,CHE,MID,7.7,0.0,0.54,0.0,0.0,0.0,0.0,0.69,0.0,0.93,0.0,0.95,0.0,0.0,0.0,3.1100000000000003
569,915,Andrew Omobamidele,FOR,DEF,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,2042,Fodé Ballo-Touré,FUL,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,3487,Carlos Baleba,BHA,MID,6.7,0.0,0.0,1.47,1.84,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,2.08,6.98
572,862,Tim Iroegbunam,AVL,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,966,Konstantinos Mavropanos,WHU,DEF,7.3,0.0,0.0,0.71,0.0,0.0,0.67,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.81,2.66
574,607,Conor Coventry,WHU,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,806,Tyler Onyango,EVE,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,1093,Aaron Ramsey,BUR,MID,6.7,0.0,0.77,0.0,0.0,0.0,0.56,0.0,0.66,0.0,0.0,0.59,0.0,0.0,0.0,2.58
577,3481,Deivid Washington,CHE,FOR,6.6,0.0,0.42,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.17,0.0,0.0,0.0,1.0399999999999998
578,918,Tim Krul,LUT,GK,6.3,0.0,0.17,0.0,0.0,0.0,0.22,0.0,0.35,0.0,0.0,0.29,0.0,0.0,0.0,1.03
579,319,Luke Thomas,SHU,DEF,7.1,0.0,1.18,0.0,0.0,1.37,0.0,0.0,3.48,0.0,0.0,0.18,0.0,0.0,0.0,6.209999999999999
580,2144,Ethan Horvath,FOR,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,2443,Jamie Donley,TOT,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,221,João Virgínia,EVE,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15
583,3459,Ionuț Radu,BOU,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,3435,James McConnell,LIV,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,235,Jean-Philippe Gbamin,EVE,MID,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,3472,Alex Scott,BOU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,3586,Michael Ndiweni,NEW,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,863,Hannibal Mejbri,MUN,MID,6.7,0.0,0.0,0.69,0.0,0.0,0.75,0.0,0.74,0.0,0.0,0.72,0.0,0.0,0.0,2.8999999999999995
589,1177,Oscar Bobb,MCI,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,1466,Yehor Yarmoliuk,BRE,MID,6.6,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.58,0.0,0.0,0.0,1.88
591,3465,Amadou Diallo,NEW,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,1379,Lewis O'Brien,FOR,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,3507,Mike Trésor,BUR,MID,7.0,0.0,0.81,0.0,0.0,0.0,0.62,0.0,0.65,0.0,0.0,0.59,0.0,0.0,0.0,2.67
594,1376,Joseph Whitworth,CRY,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,2,Matt Macey,LUT,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,3563,Ryan One,SHU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
