,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,Total_Pts
346,421,Brandon Williams,MUN,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,352,Rhian Brewster,SHU,FOR,6.6,0.0,1.05,0.0,0.0,1.22,0.0,0.0,1.66,0.0,0.0,1.09,0.0,0.0,0.0,5.02
348,172,Ross Barkley,LUT,MID,7.2,0.0,2.0,0.0,0.0,0.0,1.33,0.0,1.3,0.0,0.0,1.27,0.0,0.0,0.0,5.9
349,1250,Fabio Vieira,ARS,MID,7.8,0.0,0.0,0.55,0.0,0.0,0.46,0.0,0.0,0.0,0.71,0.0,0.68,0.0,0.0,2.4
350,984,Oliver Skipp,TOT,MID,6.9,0.54,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.62,0.0,0.8,0.0,0.0,2.6100000000000003
351,155,Hakim Ziyech,CHE,MID,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,1231,Lloyd Kelly,BOU,DEF,6.7,0.0,0.2,0.0,0.0,0.0,1.03,0.0,1.28,0.0,0.0,0.0,1.35,0.0,0.0,3.86
353,360,Nathaniel Phillips,LIV,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,3183,Andrey Santos,FOR,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,1346,Stefan Bajcetic,LIV,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,225,Séamus Coleman,EVE,DEF,7.5,0.0,0.42,0.0,0.0,0.0,0.35,0.0,0.0,0.3,0.0,0.46,0.0,0.0,0.0,1.53
357,828,Carney Chukwuemeka,CHE,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,980,Tahith Chong,LUT,MID,6.8,0.0,1.07,0.0,0.0,0.0,0.96,0.0,1.04,0.0,0.0,1.04,0.0,0.0,0.0,4.11
359,593,Josh Cullen,BUR,MID,7.0,0.0,0.22,0.0,0.0,0.0,0.41,0.0,0.51,0.0,0.0,0.53,0.0,0.0,0.0,1.6700000000000002
360,526,Matt Doherty,WOL,DEF,7.5,0.0,0.0,1.38,0.0,0.0,0.0,1.24,0.0,1.05,0.0,1.46,0.0,0.0,0.0,5.13
361,1307,Ryan Yates,FOR,MID,6.8,1.34,0.0,0.0,0.0,0.0,1.27,0.0,1.28,0.0,0.0,1.2,0.0,0.0,0.0,5.090000000000001
362,3172,Kevin Schade,BRE,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,3407,Aribim Pepple,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,475,Jack Robinson,SHU,DEF,6.7,0.0,0.78,0.0,0.0,1.02,0.0,0.0,3.41,0.0,0.0,-0.32,0.0,0.0,0.0,4.89
365,1046,Trevoh Chalobah,CHE,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,709,Wesley Fofana,CHE,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,1050,CJ Egan-Riley,BUR,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,441,Javier Manquillo,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.47
369,1778,Wataru Endo,LIV,MID,7.3,0.0,0.0,0.97,0.0,0.0,0.95,0.0,1.01,0.0,0.0,0.0,0.0,0.99,0.0,3.92
370,682,Thiago Alcántara,LIV,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,3406,Alfie Doughty,LUT,DEF,6.9,0.0,2.6,0.0,0.0,0.0,2.05,0.0,3.08,0.0,0.0,2.32,0.0,0.0,0.0,10.05
372,3420,Andre Brooks,SHU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,1282,Tyrell Malacia,MUN,DEF,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,3213,Hamed Junior Traorè,BOU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.0,0.18,0.0,0.0,0.56
375,492,Chris Basham,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,3209,Felipe,FOR,DEF,6.7,2.12,0.0,0.0,0.0,0.0,2.79,0.0,1.31,0.0,0.0,2.01,0.0,0.0,0.0,8.23
377,3405,Pelly Ruddock Mpanzu,LUT,MID,6.7,0.0,1.31,0.0,0.0,0.0,0.84,0.0,0.78,0.0,0.0,0.81,0.0,0.0,0.0,3.7399999999999998
378,581,Dara O'Shea,BUR,DEF,6.7,0.0,4.42,0.0,0.0,0.0,2.04,0.0,1.73,0.0,0.0,1.4,0.0,0.0,0.0,9.59
379,1407,Thilo Kehrer,WHU,DEF,7.4,0.0,0.0,0.61,0.0,0.0,0.54,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.63,2.2199999999999998
380,1861,Sofyan Amrabat,MUN,MID,7.3,0.0,0.0,0.98,0.0,0.0,0.85,0.0,0.88,0.0,0.0,0.71,0.0,0.0,0.0,3.42
381,1165,Lewis Hall,NEW,MID,6.5,0.0,1.14,0.0,0.0,0.0,0.95,0.0,1.05,0.0,0.0,0.0,0.0,0.75,0.0,3.8899999999999997
382,214,Mason Holgate,EVE,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,878,Shandon Baptiste,BRE,MID,6.5,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.9,0.0,0.0,0.0,3.0
384,321,Jonny Evans,MUN,DEF,7.7,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.5,0.0,0.0,0.69,0.0,0.0,0.0,1.53
385,845,Jesuran Rak Sakyi,CRY,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,1,Calum Chambers,AVL,DEF,7.3,0.0,0.0,0.2,0.0,0.39,0.0,0.0,0.27,0.0,0.0,0.44,0.0,0.0,0.0,1.3
387,3473,Jacob Brown,LUT,FOR,6.5,0.0,1.75,0.0,0.0,0.0,1.5,0.0,1.69,0.0,0.0,1.65,0.0,0.0,0.0,6.59
388,728,Robin Olsen,AVL,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.24
389,1233,Adam Smith,BOU,DEF,6.9,0.0,3.51,0.0,0.0,0.0,2.09,0.0,1.94,0.0,0.0,0.0,0.66,0.0,0.0,8.2
390,33,Cédric Soares,ARS,DEF,7.2,0.0,0.0,0.33,0.0,0.0,0.29,0.0,0.0,0.0,0.5,0.0,0.56,0.0,0.0,1.6800000000000002
391,3400,Admiral Muskwe,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,3386,Chiedozie Ogbene,LUT,FOR,6.8,0.0,2.45,0.0,0.0,0.0,2.28,0.0,2.36,0.0,0.0,2.4,0.0,0.0,0.0,9.49
393,1225,Joe Rothwell,BOU,MID,6.5,0.0,0.6,0.0,0.0,0.0,0.54,0.0,0.56,0.0,0.0,0.0,0.54,0.0,0.0,2.24
394,668,Max Lowe,SHU,DEF,6.7,0.0,0.48,0.0,0.0,0.56,0.0,0.0,1.14,0.0,0.0,0.24,0.0,0.0,0.0,2.42
395,1692,Benoît Badiashile,CHE,DEF,8.4,0.0,3.38,0.0,0.0,0.0,0.0,2.78,0.0,2.73,0.0,3.0,0.0,0.0,0.0,11.89
396,150,Callum Hudson-Odoi,FOR,MID,7.7,1.36,0.0,0.0,0.0,0.0,1.54,0.0,1.25,0.0,0.0,1.5,0.0,0.0,0.0,5.65
397,1319,Moussa Niakhate,FOR,DEF,6.6,1.02,0.0,0.0,0.0,0.0,1.34,0.0,0.71,0.0,0.0,1.09,0.0,0.0,0.0,4.16
398,1234,Jaidon Anthony,BOU,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,260,Jay Stansfield,FUL,FOR,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,2068,Saša Lukić,FUL,MID,6.5,0.0,0.45,0.0,0.0,0.0,0.52,0.0,0.57,0.0,0.0,0.0,0.59,0.0,0.0,2.13
401,2077,Pablo Sarabia,WOL,MID,6.8,0.0,0.0,1.94,0.0,0.0,0.0,1.57,0.0,1.29,0.0,1.38,0.0,0.0,0.0,6.18
402,3187,Noni Madueke,CHE,MID,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.47,0.0,0.53,0.0,0.0,0.0,1.41
403,291,Jack Harrison,EVE,MID,7.7,0.0,3.1,0.0,0.0,0.0,3.04,0.0,0.0,2.58,0.0,3.09,0.0,0.0,0.0,11.81
404,670,Jayden Bogle,SHU,DEF,6.7,0.0,0.66,0.0,0.0,0.71,0.0,0.0,1.77,0.0,0.0,0.2,0.0,0.0,0.0,3.3400000000000003
405,419,Donny van de Beek,MUN,MID,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,507,Fraser Forster,TOT,GK,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,3367,Ameen Al-Dakhil,BUR,DEF,6.6,0.0,0.49,0.0,0.0,0.0,0.45,0.0,0.47,0.0,0.0,0.44,0.0,0.0,0.0,1.8499999999999999
408,3398,Cauley Woodrow,LUT,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,463,Jonjo Shelvey,FOR,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,694,Bertrand Traoré,AVL,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,2414,Anass Zaroury,BUR,MID,7.0,0.0,0.2,0.0,0.0,0.0,0.17,0.0,0.22,0.0,0.0,0.26,0.0,0.0,0.0,0.85
412,1160,Jarrell Quansah,LIV,DEF,7.0,0.0,0.0,0.32,0.0,0.0,0.42,0.0,0.6,0.0,0.0,0.0,0.0,0.55,0.0,1.89
413,384,Scott Carson,MCI,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,3151,Facundo Buonanotte,BHA,MID,7.0,0.0,0.0,1.16,1.31,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.08,4.949999999999999
415,484,Oliver Norwood,SHU,MID,7.0,0.0,2.87,0.0,0.0,2.74,0.0,0.0,3.81,0.0,0.0,2.23,0.0,0.0,0.0,11.65
416,597,Ben Johnson,WHU,DEF,7.2,0.0,0.0,0.3,0.0,0.0,0.34,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.43,1.3699999999999999
417,963,Ryan John Giles,LUT,DEF,6.9,0.0,0.77,0.0,0.0,0.0,0.65,0.0,0.85,0.0,0.0,0.61,0.0,0.0,0.0,2.88
418,26,Reiss Nelson,ARS,MID,6.8,0.0,0.0,0.37,0.0,0.0,0.3,0.0,0.0,0.0,0.45,0.0,0.45,0.0,0.0,1.5699999999999998
419,3372,Scott Twine,BUR,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,861,William Osula,SHU,FOR,6.6,0.0,0.22,0.0,0.0,0.19,0.0,0.0,0.25,0.0,0.0,0.22,0.0,0.0,0.0,0.88
421,1278,Stefan Ortega,MCI,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.33,0.0,0.0,0.0,0.56
422,3370,Enock Agyei,BUR,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,1401,Mikkel Damsgaard,BRE,MID,6.9,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,1.21,0.0,1.08,0.0,0.0,0.0,3.4000000000000004
424,916,Max Aarons,BOU,DEF,6.7,0.0,0.6,0.0,0.0,0.0,1.23,0.0,2.09,0.0,0.0,0.0,1.54,0.0,0.0,5.46
425,265,Tom Cairney,FUL,MID,6.7,0.0,0.32,0.0,0.0,0.0,0.43,0.0,0.38,0.0,0.0,0.0,0.41,0.0,0.0,1.5399999999999998
426,958,Will Hughes,CRY,MID,6.6,0.0,1.05,0.0,1.23,0.0,0.0,0.0,0.0,1.04,0.0,0.98,0.0,0.0,0.0,4.300000000000001
427,3376,Benson Manuel,BUR,MID,7.0,0.0,0.28,0.0,0.0,0.0,0.24,0.0,0.25,0.0,0.0,0.26,0.0,0.0,0.0,1.03
428,532,Japhet Tanganga,TOT,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,1216,Dara Costelloe,BUR,FOR,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,1004,Nuno Tavares,FOR,DEF,7.1,0.2,0.0,0.0,0.0,0.0,0.31,0.0,0.24,0.0,0.0,0.33,0.0,0.0,0.0,1.08
431,137,Malang Sarr,CHE,DEF,7.3,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.44999999999999996
432,1266,Rodrigo Muniz,FUL,FOR,6.7,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.56,0.0,0.0,0.0,0.69,0.0,0.0,1.74
433,529,Dele Alli,EVE,MID,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.29,0.0,0.0,0.0,0.47
434,1308,Giulian Biancone,FOR,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,1392,Orel Mangala,FOR,MID,6.7,1.73,0.0,0.0,0.0,0.0,1.77,0.0,1.66,0.0,0.0,1.78,0.0,0.0,0.0,6.94
436,617,Leander Dendoncker,AVL,MID,6.7,0.0,0.0,0.31,0.0,0.46,0.0,0.0,0.39,0.0,0.0,0.47,0.0,0.0,0.0,1.6300000000000001
437,1302,Harry Arter,FOR,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,188,Wayne Hennessey,FOR,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,1322,Flynn Downes,WHU,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,3201,Daniel Bentley,WOL,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,663,Ryan Fraser,NEW,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,338,Divock Origi,FOR,FOR,7.3,1.29,0.0,0.0,0.0,0.0,1.36,0.0,1.09,0.0,0.0,1.36,0.0,0.0,0.0,5.1000000000000005
443,1028,Frank Onyeka,BRE,MID,6.5,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.27,0.0,0.0,0.0,4.390000000000001
444,3495,Odisseas Vlachodimos,FOR,GK,6.3,3.88,0.0,0.0,0.0,0.0,4.38,0.0,3.13,0.0,0.0,3.85,0.0,0.0,0.0,15.24
445,117,Jóhann Berg Guðmundsson,BUR,MID,7.0,0.0,1.48,0.0,0.0,0.0,1.26,0.0,1.28,0.0,0.0,1.1,0.0,0.0,0.0,5.120000000000001
446,3471,Vinicius Souza,SHU,MID,6.7,0.0,2.18,0.0,0.0,2.07,0.0,0.0,2.13,0.0,0.0,1.65,0.0,0.0,0.0,8.03
447,1579,Luca Koleosho,BUR,MID,6.8,0.0,2.54,0.0,0.0,0.0,2.17,0.0,2.28,0.0,0.0,1.96,0.0,0.0,0.0,8.95
448,3375,Denis Franchi,BUR,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,1074,Lewis Dobbin,EVE,FOR,6.5,0.0,0.24,0.0,0.0,0.0,0.23,0.0,0.0,0.24,0.0,0.27,0.0,0.0,0.0,0.98
450,740,Folarin Balogun,ARS,FOR,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,1387,Chris Richards,CRY,DEF,7.0,0.0,0.53,0.0,0.83,0.0,0.0,0.0,0.0,0.9,0.0,1.08,0.0,0.0,0.0,3.34
452,707,Andi Zeqiri,BHA,FOR,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,671,Brandon Austin,TOT,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,3401,Jordan Clark,LUT,MID,6.8,0.0,1.05,0.0,0.0,0.0,0.7,0.0,0.64,0.0,0.0,0.58,0.0,0.0,0.0,2.97
455,1348,Keane Lewis-Potter,BRE,MID,7.2,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,1.37,0.0,1.19,0.0,0.0,0.0,3.64
456,3415,Ismaila Cheick Coulibaly,SHU,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14
457,3508,Nicolás Domínguez,FOR,MID,7.5,2.2,0.0,0.0,0.0,0.0,2.26,0.0,1.86,0.0,0.0,1.9,0.0,0.0,0.0,8.22
458,428,Eric Bailly,MUN,DEF,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,1246,Lewis Cook,BOU,MID,6.7,0.0,2.84,0.0,0.0,0.0,2.33,0.0,2.3,0.0,0.0,0.0,2.13,0.0,0.0,9.6
460,444,Mark Gillespie,NEW,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,3409,Allan Campbell,LUT,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,3186,Dango Ouattara,BOU,MID,6.8,0.0,1.12,0.0,0.0,0.0,0.95,0.0,1.06,0.0,0.0,0.0,0.97,0.0,0.0,4.1000000000000005
463,3378,Hjalmar Ekdal,BUR,DEF,6.6,0.0,0.32,0.0,0.0,0.0,0.3,0.0,0.28,0.0,0.0,0.32,0.0,0.0,0.0,1.22
464,3214,Naouirou Ahamada,CRY,MID,6.5,0.0,0.24,0.0,0.29,0.0,0.0,0.0,0.0,0.31,0.0,0.28,0.0,0.0,0.0,1.12
465,3408,James Shea,LUT,GK,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,3404,Dan Potts,LUT,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,1365,Djed Spence,TOT,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,504,Nathan Redmond,BUR,MID,7.1,0.0,0.42,0.0,0.0,0.0,0.31,0.0,0.41,0.0,0.0,0.39,0.0,0.0,0.0,1.5299999999999998
469,3470,Alejo Véliz,TOT,FOR,7.2,0.37,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.52,0.0,0.76,0.0,0.0,2.1799999999999997
470,1059,James Mcatee,SHU,MID,6.5,0.0,1.45,0.0,0.0,1.42,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,4.8
471,2395,Hwang Ui-jo,FOR,FOR,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,3196,Jhon Durán,AVL,MID,6.7,0.0,0.0,0.34,0.0,0.46,0.0,0.0,0.37,0.0,0.0,0.51,0.0,0.0,0.0,1.68
473,615,Ryan Fredericks,BOU,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,1382,Joseph Hodge,WOL,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,1463,Kobbie Mainoo,MUN,MID,7.0,0.0,0.0,0.84,0.0,0.0,0.88,0.0,0.83,0.0,0.0,0.76,0.0,0.0,0.0,3.3099999999999996
476,3504,Ibrahim Sangaré,FOR,MID,7.1,2.64,0.0,0.0,0.0,0.0,2.95,0.0,2.64,0.0,0.0,2.94,0.0,0.0,0.0,11.17
477,453,Emil Krafth,NEW,DEF,6.7,0.0,0.55,0.0,0.0,0.0,0.35,0.0,0.44,0.0,0.0,0.0,0.0,0.16,0.0,1.5
478,3387,Reece Burke,LUT,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,342,Adrián,LIV,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,1385,Kevin Mbabu,FUL,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,730,Facundo Pellistri,MUN,MID,6.5,0.0,0.0,0.55,0.0,0.0,0.67,0.0,0.84,0.0,0.0,0.63,0.0,0.0,0.0,2.69
482,161,Ian Maatsen,CHE,MID,7.5,0.0,0.96,0.0,0.0,0.0,0.0,0.53,0.0,0.55,0.0,0.48,0.0,0.0,0.0,2.52
483,1201,Rodrigo Bentancur,TOT,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,6,Mohamed Elneny,ARS,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16
485,549,Tanguy Ndombele,TOT,MID,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,3390,Mads Juel Andersen,LUT,DEF,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.32,0.0,0.0,0.0,0.5700000000000001
487,683,Arijanet Muric,BUR,GK,6.5,0.0,0.36,0.0,0.0,0.0,0.39,0.0,0.39,0.0,0.0,0.4,0.0,0.0,0.0,1.54
488,553,Ryan Sessegnon,TOT,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,628,Jonny Castro,WOL,DEF,7.3,0.0,0.0,0.38,0.0,0.0,0.0,0.36,0.0,0.32,0.0,0.44,0.0,0.0,0.0,1.5
490,874,Charlie Goode,BRE,DEF,6.5,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.51
491,1104,Maxwel Cornet,WHU,MID,7.2,0.0,0.0,0.35,0.0,0.0,0.37,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.4,1.4100000000000001
492,3389,Luke Freeman,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,431,Teden Mengi,LUT,DEF,7.7,0.0,2.02,0.0,0.0,0.0,1.58,0.0,2.72,0.0,0.0,1.82,0.0,0.0,0.0,8.14
494,197,Cheikhou Kouyaté,FOR,MID,6.8,0.14,0.0,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.0,0.66
495,249,Anthony Knockaert,FUL,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,3431,Yasser Larouci,SHU,DEF,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,229,André Gomes,EVE,MID,7.1,0.0,0.48,0.0,0.0,0.0,0.74,0.0,0.0,0.67,0.0,0.8,0.0,0.0,0.0,2.6900000000000004
498,257,Marcus Bettinelli,CHE,GK,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,3505,Jean-Ricner Bellegarde,WOL,MID,6.6,0.0,0.0,1.87,0.0,0.0,0.0,1.87,0.0,1.69,0.0,1.6,0.0,0.0,0.0,7.029999999999999
500,3394,Luke Berry,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,2122,Anis Ben Slimane,SHU,MID,7.0,0.0,0.43,0.0,0.0,0.46,0.0,0.0,0.61,0.0,0.0,0.58,0.0,0.0,0.0,2.08
502,3217,Lewis Miley,NEW,MID,6.5,0.0,1.41,0.0,0.0,0.0,0.86,0.0,0.97,0.0,0.0,0.0,0.0,0.62,0.0,3.8600000000000003
503,891,Sergi Canós,BRE,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,1399,Gonçalo Guedes,WOL,MID,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,3527,Alex Matos,CHE,FOR,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
