,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,MD_24_Pts,MD_25_Pts,MD_26_Pts,MD_27_Pts,MD_28_Pts,MD_29_Pts,Total_Pts
157,555,Giovani Lo Celso,TOT,MID,7.6,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.23,0.0,0.28,0.0,0.28,0.0,0.0,0.0,0.0,0.32,0.29,0.0,0.0,0.06,0.14,0.29,0.07,0.29,0.07,0.37,0.25,0.39,3.52
158,879,Christian Nørgaard,BRE,MID,6.9,3.7,0.0,0.0,2.78,0.0,0.0,0.0,2.97,0.0,2.72,0.0,0.0,2.5,0.0,2.31,0.0,0.0,2.76,0.0,0.0,3.03,0.0,3.15,0.0,3.17,0.0,3.43,0.0,3.3,35.82
159,3464,Lesley Ugochukwu,CHE,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.29,0.0,0.27,0.0,0.0,0.0,0.28,0.07,0.29,0.22,0.09,0.22,0.08,0.24,0.23,0.28,2.8600000000000003
160,784,Morgan Gibbs-White,FOR,MID,7.9,3.85,0.0,0.0,0.0,3.25,0.0,0.0,3.89,0.0,3.7,0.0,4.2,0.0,0.0,0.0,0.0,3.49,3.93,0.0,0.0,3.46,0.0,3.01,0.0,3.74,0.0,3.8,0.0,3.56,43.88
161,646,Kai Havertz,ARS,MID,9.2,0.0,0.0,4.14,3.88,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,4.43,0.0,2.97,0.0,0.0,3.34,0.0,0.0,0.79,3.48,3.2,0.0,3.96,0.0,3.2,2.64,3.76,42.28
162,628,Jonny Castro,WOL,DEF,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,634,Willy Boly,FOR,DEF,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.39
164,3361,Justin Kluivert,BOU,MID,7.8,0.0,2.84,0.0,3.22,0.0,0.0,3.36,0.0,0.0,2.68,0.0,2.65,0.0,0.0,2.48,0.0,0.0,0.0,2.66,0.0,2.28,1.95,2.53,0.0,1.98,0.0,2.65,0.52,2.3,34.1
165,3363,Bart Verbruggen,BHA,GK,6.9,3.13,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,2.4,0.0,2.62,0.0,2.37,0.0,0.0,3.09,0.0,0.0,0.61,1.46,2.83,0.43,2.89,0.44,2.47,2.23,2.92,33.220000000000006
166,623,Raúl Jiménez,FUL,FOR,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,1.19,0.0,0.0,1.89,0.0,0.0,2.91,0.0,0.0,0.71,0.23,3.1,0.0,2.86,0.0,2.4,1.86,3.1,21.03
167,1847,Edson Álvarez,WHU,MID,7.1,2.33,0.0,0.0,0.0,1.77,0.0,0.0,0.0,1.2,1.4,0.0,1.85,0.0,0.0,1.86,0.0,0.0,1.86,0.0,0.0,2.28,0.0,2.5,0.0,2.48,0.0,2.58,0.0,2.29,24.4
168,319,Luke Thomas,SHU,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,3505,Jean-Ricner Bellegarde,WOL,MID,6.6,2.79,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,1.19,0.0,1.36,0.0,0.0,1.43,0.0,0.0,1.12,0.0,0.0,0.26,1.12,1.25,0.0,1.04,0.0,1.16,0.94,1.0,17.26
170,1278,Stefan Ortega,MCI,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.24,0.18,0.0,0.95
171,538,Ben Davies,TOT,DEF,7.8,2.48,0.0,0.0,0.0,0.79,0.0,0.0,0.71,0.0,0.84,0.0,0.68,0.0,0.0,0.0,0.0,0.87,0.65,0.0,0.0,0.14,0.3,0.68,0.16,0.56,0.16,1.0,0.53,1.02,11.57
172,622,Daniel Podence,WOL,MID,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2414,Anass Zaroury,BUR,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,3231,Moussa Diaby,AVL,MID,8.1,1.65,0.0,0.0,0.0,1.93,0.0,0.0,0.0,1.76,1.97,0.0,0.0,1.29,0.0,1.96,0.0,0.0,1.35,0.0,0.0,2.19,0.0,2.0,0.0,1.5,0.0,1.78,0.0,1.66,21.04
175,488,John Fleck,SHU,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,3459,Ionuț Radu,BOU,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,716,Thomas Partey,ARS,MID,7.6,0.0,0.0,0.5,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.97,0.0,0.89,0.0,0.0,0.99,0.0,0.0,0.29,1.24,1.16,0.0,1.25,0.0,1.12,0.89,1.25,11.810000000000002
178,221,João Virgínia,EVE,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,222,Alex Iwobi,FUL,MID,7.8,3.83,0.0,0.0,3.33,0.0,0.0,0.0,3.4,0.0,3.65,0.0,3.38,0.0,0.0,3.5,0.0,0.0,3.27,0.0,0.0,0.79,0.25,3.28,0.0,3.18,0.0,2.69,2.06,3.49,40.1
180,1255,Julio César Enciso,BHA,MID,7.9,1.27,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,1.9,0.0,2.45,0.0,1.86,0.0,0.0,2.25,0.0,0.0,0.53,1.1,2.34,0.39,2.19,0.37,2.21,1.75,2.17,24.6
181,237,Lucas Digne,AVL,DEF,7.6,1.4,0.0,0.0,0.0,1.65,0.0,0.0,0.0,1.52,1.85,0.0,0.0,0.76,0.0,1.62,0.0,0.0,0.86,0.0,0.0,1.91,0.0,1.63,0.0,1.16,0.0,1.37,0.0,1.59,17.32
182,984,Oliver Skipp,TOT,MID,6.9,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.16,0.0,0.18,0.0,0.0,0.0,0.0,0.26,0.18,0.0,0.0,0.04,0.09,0.2,0.05,0.19,0.05,0.26,0.19,0.22,2.3600000000000003
183,845,Jesuran Rak Sakyi,CRY,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.43,0.0,0.0,0.42,0.0,0.0,0.0,0.41,0.0,0.32,0.23,0.19,0.0,0.23,0.0,0.23,0.07,0.19,3.1199999999999997
184,3461,Calvin Bassey,FUL,DEF,7.5,3.47,0.0,0.0,4.19,0.0,0.0,0.0,2.4,0.0,5.05,0.0,4.26,0.0,0.0,2.95,0.0,0.0,4.14,0.0,0.0,0.45,0.14,5.01,0.0,3.38,0.0,1.56,1.2,3.98,42.18
185,144,Billy Gilmour,BHA,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,4.21,0.0,2.84,0.0,0.0,4.01,0.0,0.0,0.76,1.67,3.83,0.54,3.2,0.54,3.78,2.67,4.29,35.279999999999994
186,127,Jay Rodriguez,BUR,FOR,6.8,0.0,1.32,0.0,0.0,1.12,0.0,0.0,1.45,0.0,2.59,0.0,1.56,0.0,0.0,1.31,0.0,0.0,1.52,0.0,0.0,1.4,0.0,1.32,0.0,1.74,0.0,1.42,0.0,1.72,18.47
187,255,Mario Lemina,WOL,MID,7.0,3.28,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,2.72,0.0,2.29,0.0,0.0,2.45,0.0,0.0,2.0,0.0,0.0,0.51,2.23,3.4,0.0,2.35,0.0,3.18,2.52,2.82,32.82
188,425,Luke Shaw,MUN,DEF,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49
189,1348,Keane Lewis-Potter,BRE,MID,7.2,2.51,0.0,0.0,1.5,0.0,0.0,0.0,1.61,0.0,1.15,0.0,0.0,1.12,0.0,0.98,0.0,0.0,1.13,0.0,0.0,1.01,0.0,1.14,0.0,1.06,0.0,0.96,0.0,1.03,15.200000000000001
190,58,Marvelous Nakamba,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,1.97,0.0,0.0,2.58,0.0,2.15,0.0,0.0,1.81,0.0,0.0,1.95,0.0,2.06,0.0,2.02,0.0,2.07,0.0,2.09,19.11
191,1359,Levi Colwill,CHE,DEF,7.5,3.4,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,4.12,0.0,0.0,0.0,3.27,0.0,4.25,0.0,0.0,0.0,3.6,0.52,1.99,2.51,1.0,3.45,0.97,3.02,2.43,3.42,41.410000000000004
192,1069,Leon Bailey,AVL,MID,7.8,3.44,0.0,0.0,0.0,3.94,0.0,0.0,0.0,3.32,3.74,0.0,0.0,2.36,0.0,3.49,0.0,0.0,2.39,0.0,0.0,3.83,0.0,3.51,0.0,2.98,0.0,3.23,0.0,2.98,39.20999999999999
193,384,Scott Carson,MCI,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,861,William Osula,SHU,FOR,6.6,0.0,0.0,2.04,1.94,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,1.39,0.0,1.66,0.0,1.29,0.0,0.0,1.8,0.97,1.4,0.0,1.81,0.0,1.38,0.41,1.68,19.56
195,1315,Ivan Perišić,TOT,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1404,Sergio Gómez,MCI,DEF,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,483,Aaron Ramsdale,ARS,GK,7.5,0.0,0.0,0.0,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.1,0.37,0.33,0.0,0.42,0.0,0.34,0.31,0.42,8.31
198,59,John McGinn,AVL,MID,7.7,3.39,0.0,0.0,0.0,3.74,0.0,0.0,0.0,3.28,3.47,0.0,0.0,2.3,0.0,3.08,0.0,0.0,2.36,0.0,0.0,3.8,0.0,3.53,0.0,2.94,0.0,3.24,0.0,3.04,38.17
199,1316,Pape Matar Sarr,TOT,MID,6.5,3.7,0.0,0.0,0.0,2.45,0.0,0.0,2.56,0.0,3.06,0.0,3.21,0.0,0.0,0.0,0.0,3.28,2.6,0.0,0.0,0.47,1.02,2.18,0.53,2.14,0.53,3.2,1.91,3.25,36.09
200,1890,Ryan Gravenberch,LIV,MID,8.1,0.52,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.76,0.0,0.59,0.0,0.0,0.59,0.0,0.14,0.55,0.53,0.0,0.57,0.0,0.53,0.44,0.54,7.020000000000001
201,3668,Adam Wharton,CRY,MID,7.1,1.21,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.63,0.0,0.0,0.65,0.0,0.0,0.0,0.61,0.0,0.64,0.44,0.58,0.0,0.55,0.0,0.49,0.15,0.4,7.82
202,1160,Jarrell Quansah,LIV,DEF,7.0,0.35,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.9,0.0,0.65,0.0,0.0,0.8,0.0,0.16,0.6,0.79,0.0,0.69,0.0,0.63,0.54,0.73,7.98
203,206,James Tomkins,CRY,DEF,6.5,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.04,0.0,0.0,0.76,0.0,0.0,0.0,0.73,0.0,1.24,0.7,0.96,0.0,0.57,0.0,0.31,0.08,0.18,9.200000000000001
204,338,Divock Origi,FOR,FOR,7.3,0.92,0.0,0.0,0.0,0.83,0.0,0.0,1.05,0.0,0.98,0.0,1.05,0.0,0.0,0.0,0.0,0.83,0.87,0.0,0.0,0.83,0.0,0.76,0.0,0.94,0.0,0.86,0.0,0.86,10.78
205,149,Ben Chilwell,CHE,DEF,8.5,3.26,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,3.58,0.0,0.0,0.0,2.79,0.0,3.02,0.0,0.0,0.0,3.16,0.38,1.39,1.83,0.78,2.37,0.71,1.95,1.65,2.15,32.4
206,3504,Ibrahim Sangaré,FOR,MID,7.1,0.84,0.0,0.0,0.0,1.77,0.0,0.0,2.35,0.0,2.24,0.0,2.25,0.0,0.0,0.0,0.0,2.18,2.15,0.0,0.0,2.0,0.0,1.99,0.0,2.17,0.0,2.42,0.0,2.12,24.48
207,718,Ben Godfrey,EVE,DEF,7.1,1.98,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,2.18,0.0,1.4,0.0,0.0,2.7,0.0,0.0,0.0,0.0,1.51,2.51,1.48,1.81,0.0,2.64,0.0,2.89,0.16,1.11,24.22
208,1113,Emerson,TOT,DEF,7.9,6.65,0.0,0.0,0.0,2.57,0.0,0.0,1.34,0.0,0.68,0.0,0.53,0.0,0.0,0.0,0.0,0.72,0.47,0.0,0.0,0.1,0.21,0.53,0.12,0.45,0.13,0.91,0.5,0.78,16.69
209,1112,Odsonne Édouard,CRY,FOR,7.0,3.43,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,2.71,0.0,2.91,0.0,0.0,2.38,0.0,0.0,0.0,2.4,0.0,2.5,1.71,2.06,0.0,2.07,0.0,2.07,0.67,1.89,30.37
210,3479,Nicolò Zaniolo,AVL,MID,7.2,0.49,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.62,0.78,0.0,0.0,0.46,0.0,0.74,0.0,0.0,0.59,0.0,0.0,0.77,0.0,0.71,0.0,0.6,0.0,0.7,0.0,0.69,7.75
211,465,Joelinton,NEW,MID,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,1.76,0.9,2.64,5.970000000000001
212,456,Matt Ritchie,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,454,Jamaal Lascelles,NEW,DEF,6.6,0.29,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.55,0.0,0.58,0.0,0.0,0.47,0.0,0.0,0.53,0.0,0.0,0.25,0.44,0.82,0.0,0.62,0.0,0.53,0.27,0.5,6.15
214,180,Andros Townsend,LUT,MID,6.9,1.46,0.0,0.0,1.25,0.0,0.0,1.39,1.53,0.0,1.21,0.0,0.0,1.14,0.0,1.3,0.0,0.0,0.94,0.0,0.0,1.13,0.0,1.14,0.0,1.16,0.0,1.11,0.0,1.18,15.939999999999998
215,542,Serge Aurier,FOR,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,217,Michael Keane,EVE,DEF,7.3,0.44,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.52,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.63,0.9,0.54,0.72,0.0,0.75,0.0,0.81,0.05,0.46,7.629999999999999
217,337,Trent Alexander-Arnold,LIV,DEF,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,2.67,0.0,2.35,0.0,0.0,6.64,0.0,1.31,5.49,6.28,0.0,4.46,0.0,3.99,4.01,6.59,44.83
218,84,Tariq Lamptey,BHA,DEF,7.4,2.31,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,1.64,0.0,2.32,0.0,1.9,0.0,0.0,2.65,0.0,0.0,0.51,1.01,1.91,0.3,2.33,0.36,1.52,1.36,1.71,25.169999999999998
219,1364,Lisandro Martínez,MUN,DEF,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.85,0.0,1.6,0.0,0.0,2.54,0.0,1.5,3.78,4.04,0.0,3.33,0.0,2.01,2.25,1.78,24.269999999999996
220,429,Victor Lindelöf,MUN,DEF,7.9,0.0,1.01,0.0,4.58,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.6,0.0,0.64,0.0,0.0,0.56,0.0,0.36,0.68,0.84,0.0,0.65,0.0,0.53,0.41,0.47,12.12
221,410,Anthony Martial,MUN,FOR,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.46,0.71,0.81,0.0,0.57,0.0,0.5,0.41,0.57,4.46
222,431,Teden Mengi,LUT,DEF,7.7,2.39,0.0,0.0,2.49,0.0,0.0,2.31,3.07,0.0,1.24,0.0,0.0,0.8,0.0,2.79,0.0,0.0,0.36,0.0,0.0,2.37,0.0,2.45,0.0,2.67,0.0,2.17,0.0,2.73,27.840000000000007
223,471,Wes Foderingham,SHU,GK,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.21,0.0,0.16,0.0,0.0,0.31,0.16,0.21,0.0,0.26,0.0,0.24,0.07,0.21,2.18
224,445,Jacob Murphy,NEW,MID,7.0,1.27,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,1.47,0.0,1.51,0.0,0.0,1.21,0.0,0.0,1.63,0.0,0.0,0.7,1.0,1.62,0.0,1.2,0.0,1.21,0.6,0.95,15.339999999999998
225,706,Nélson Semedo,WOL,DEF,7.5,1.84,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,1.99,0.0,3.1,0.0,0.0,3.29,0.0,0.0,2.83,0.0,0.0,0.44,2.67,3.69,0.0,0.74,0.0,3.6,1.91,1.12,30.28
226,670,Jayden Bogle,SHU,DEF,6.7,0.0,0.0,1.84,1.89,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.66,0.0,2.21,0.0,1.41,0.0,0.0,3.11,0.88,1.13,0.0,2.87,0.0,1.71,0.38,2.14,22.860000000000003
227,734,Saïd Benrahma,WHU,MID,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,175,Mateo Kovačić,MCI,MID,8.3,0.0,1.11,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.96,0.0,1.1,0.0,1.39,0.0,0.0,1.43,0.0,0.0,0.27,1.17,1.32,0.0,1.57,0.0,1.2,0.94,1.74,15.209999999999999
229,813,Moisés Caicedo,CHE,MID,8.0,3.91,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,3.73,0.0,0.0,0.0,3.73,0.0,3.82,0.0,0.0,0.0,3.44,0.54,2.16,2.7,1.07,4.28,1.09,3.53,2.77,3.42,44.09000000000001
230,1778,Wataru Endo,LIV,MID,7.3,2.72,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,2.63,0.0,2.0,0.0,0.0,1.94,0.0,0.39,1.56,2.11,0.0,1.64,0.0,1.51,1.2,2.02,23.92
231,1111,Connor Roberts,BUR,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,1469,Enzo Fernández,CHE,MID,8.4,4.56,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,4.57,0.0,0.0,0.0,4.26,0.0,4.74,0.0,0.0,0.0,4.7,0.72,2.74,3.16,1.33,5.08,1.33,4.23,3.41,4.22,53.859999999999985
233,1085,Raphaël Varane,MUN,DEF,8.3,0.0,0.75,0.0,4.03,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,1.67,0.0,1.87,0.0,0.0,1.91,0.0,1.18,2.47,2.94,0.0,2.19,0.0,1.79,1.52,1.57,25.98
234,3365,Vitinho,BUR,DEF,6.6,0.0,0.46,0.0,0.0,0.47,0.0,0.0,0.69,0.0,0.57,0.0,0.87,0.0,0.0,0.59,0.0,0.0,0.74,0.0,0.0,0.88,0.0,0.6,0.0,0.89,0.0,0.6,0.0,1.03,8.389999999999999
235,581,Dara O'Shea,BUR,DEF,6.7,0.0,3.24,0.0,0.0,1.83,0.0,0.0,2.28,0.0,1.13,0.0,2.3,0.0,0.0,1.59,0.0,0.0,1.44,0.0,0.0,2.24,0.0,1.2,0.0,1.89,0.0,1.14,0.0,2.53,22.810000000000002
236,493,Oliver McBurnie,SHU,FOR,7.0,0.0,0.0,1.34,1.38,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,1.06,0.0,1.3,0.0,0.94,0.0,0.0,1.4,0.72,1.09,0.0,1.32,0.0,1.1,0.32,1.31,14.900000000000002
237,475,Jack Robinson,SHU,DEF,6.7,0.0,0.0,1.48,1.55,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.13,0.0,1.99,0.0,1.21,0.0,0.0,3.07,0.67,0.77,0.0,2.92,0.0,1.55,0.26,1.94,20.110000000000003
238,464,Miguel Almirón,NEW,MID,8.5,3.83,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,3.61,0.0,3.53,0.0,0.0,2.95,0.0,0.0,3.38,0.0,0.0,1.63,2.34,3.68,0.0,2.91,0.0,3.19,1.62,2.67,38.41
239,458,Sean Longstaff,NEW,MID,7.2,3.55,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,3.55,0.0,3.11,0.0,0.0,2.6,0.0,0.0,3.09,0.0,0.0,1.52,2.22,3.34,0.0,2.65,0.0,2.64,1.4,2.34,34.81999999999999
240,1317,Nayef Aguerd,WHU,DEF,7.3,3.04,0.0,0.0,0.0,4.25,0.0,0.0,0.0,2.76,1.77,0.0,2.37,0.0,0.0,2.82,0.0,0.0,3.2,0.0,0.0,3.03,0.0,1.83,0.0,1.79,0.0,3.89,0.0,0.81,31.56
241,1269,João Palhinha,FUL,MID,7.9,0.0,0.0,0.0,3.98,0.0,0.0,0.0,4.0,0.0,4.29,0.0,3.5,0.0,0.0,3.85,0.0,0.0,4.02,0.0,0.0,1.0,0.32,4.4,0.0,3.36,0.0,3.24,2.71,4.23,42.900000000000006
242,1285,Brennan Johnson,TOT,MID,8.0,1.18,0.0,0.0,0.0,1.14,0.0,0.0,1.24,0.0,1.65,0.0,1.41,0.0,0.0,0.0,0.0,1.6,1.57,0.0,0.0,0.28,0.61,1.31,0.32,1.3,0.32,1.76,1.14,1.67,18.5
243,711,Elliot Anderson,NEW,MID,6.5,0.8,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,1.12,0.0,1.27,0.0,0.0,1.16,0.0,0.0,1.48,0.0,0.0,0.67,0.96,1.36,0.0,0.98,0.0,0.88,0.44,0.57,12.36
244,2351,Jeremy Doku,MCI,MID,8.5,0.0,3.3,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.77,0.0,2.66,0.0,0.0,3.21,0.0,0.0,0.61,2.56,2.76,0.0,3.1,0.0,2.73,2.14,3.1,33.99
245,853,Valentino Livramento,NEW,DEF,8.3,1.71,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,2.03,0.0,2.28,0.0,0.0,1.71,0.0,0.0,1.98,0.0,0.0,0.76,1.5,3.11,0.0,2.03,0.0,1.95,0.98,1.53,22.540000000000003
246,345,Neco Williams,FOR,DEF,6.8,2.57,0.0,0.0,0.0,1.99,0.0,0.0,2.97,0.0,3.23,0.0,2.86,0.0,0.0,0.0,0.0,2.06,3.05,0.0,0.0,2.27,0.0,1.76,0.0,3.14,0.0,2.94,0.0,2.69,31.530000000000005
247,343,Curtis Jones,LIV,MID,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,1.14,0.0,1.26,0.0,0.0,2.6,0.0,0.57,2.3,2.54,0.0,2.48,0.0,2.18,1.77,2.59,20.009999999999998
248,473,Ben Osborn,SHU,MID,6.7,0.0,0.0,1.03,1.13,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.97,0.0,1.11,0.0,0.93,0.0,0.0,1.14,0.71,0.97,0.0,1.06,0.0,1.02,0.3,1.05,12.600000000000001
249,1001,Michael Olise,CRY,MID,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,2.92,2.02,3.58,0.0,3.95,0.0,3.72,1.19,3.57,21.88
