unique_dates,weekday,matchday,sky_gw,fpl_gw,days_elapsed
2023-12-10,6,1,18,16,0.0
2023-12-15,4,2,19,17,5.0
2023-12-16,5,3,19,17,6.0
2023-12-17,6,4,19,17,7.0
2023-12-21,3,5,19,17,11.0
2023-12-22,4,6,20,18,12.0
2023-12-23,5,7,20,18,13.0
2023-12-24,6,8,20,18,14.0
2023-12-26,1,9,20,19,16.0
2023-12-27,2,10,20,19,17.0
2023-12-28,3,11,20,19,18.0
2023-12-30,5,12,21,20,20.0
2023-12-31,6,13,21,20,21.0
2024-01-01,0,14,21,20,22.0
2024-01-02,1,15,21,20,23.0
2024-01-13,5,16,23,21,34.0
2024-01-14,6,17,23,21,35.0
2024-01-15,0,18,23,21,36.0
2024-01-20,5,19,24,21,41.0
2024-01-21,6,20,24,21,42.0
2024-01-22,0,21,24,21,43.0
2024-01-30,1,22,25,22,51.0
2024-01-31,2,23,25,22,52.0
2024-02-03,5,24,26,23,55.0
2024-02-10,5,25,27,24,62.0
2024-02-17,5,26,28,25,69.0
2024-02-24,5,27,29,26,76.0
2024-03-02,5,28,30,27,83.0
2024-03-09,5,29,31,28,90.0
2024-03-16,5,30,32,29,97.0
2024-03-30,5,31,34,30,111.0
2024-04-02,1,32,34,31,114.0
2024-04-03,2,33,34,31,115.0
2024-04-06,5,34,35,32,118.0
2024-04-13,5,35,36,33,125.0
2024-04-20,5,36,37,34,132.0
2024-04-27,5,37,38,35,139.0
2024-05-04,5,38,39,36,146.0
2024-05-11,5,39,40,37,153.0
2024-05-19,6,40,41,38,161.0
