,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,MD_24_Pts,MD_25_Pts,MD_26_Pts,MD_27_Pts,MD_28_Pts,Total_Pts
373,654,Ola Aina,FOR,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.71,0.0,0.87,0.0,0.0,1.52,0.0,0.0,0.0,1.14,0.0,0.0,1.09,0.9,1.65,1.69,1.67,0.0,11.389999999999999
374,1046,Trevoh Chalobah,CHE,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,492,Chris Basham,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,1050,CJ Egan-Riley,BUR,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,1282,Tyrell Malacia,MUN,DEF,7.7,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.52,0.0,0.0,0.38,0.0,0.0,0.54,0.0,0.0,0.61,0.0,0.0,0.36,0.6,0.75,0.55,0.0,0.48,6.1
378,2077,Pablo Sarabia,WOL,MID,6.8,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,2.96,0.0,2.6,0.0,2.52,0.0,0.0,2.22,0.0,0.0,0.0,0.0,2.76,0.0,2.04,2.58,2.7,2.13,2.4,0.0,27.639999999999993
379,475,Jack Robinson,SHU,DEF,6.7,0.0,0.0,0.0,0.0,2.69,0.0,1.64,0.0,0.0,2.08,0.0,0.0,2.2,0.0,0.0,0.0,1.83,0.0,0.0,0.0,1.92,0.0,1.56,1.65,0.98,2.41,0.0,0.46,19.42
380,709,Wesley Fofana,CHE,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,682,Thiago Alcántara,LIV,MID,7.7,0.0,0.0,0.0,0.0,0.85,0.0,0.0,1.58,0.0,0.0,1.14,0.0,1.43,0.0,0.0,0.95,0.0,0.0,0.0,1.16,0.0,0.0,1.05,0.9,1.07,1.11,0.0,1.19,12.43
382,980,Tahith Chong,LUT,MID,6.8,0.0,0.0,0.58,0.0,0.0,0.0,0.66,0.0,0.0,0.63,0.0,0.0,0.8,0.0,0.0,0.0,0.77,0.0,0.0,0.71,0.0,0.0,0.77,0.74,0.81,0.72,0.77,0.0,7.960000000000001
383,1861,Sofyan Amrabat,MUN,MID,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.29,0.0,0.0,0.32,0.0,0.0,0.33,0.43,0.39,0.37,0.0,0.39,2.87
384,214,Mason Holgate,EVE,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,668,Max Lowe,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.62,0.0,0.51,0.0,0.0,0.63,0.0,0.0,0.59,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.59,0.0,0.6,0.54,0.49,0.84,0.0,0.32,6.35
386,3473,Jacob Brown,LUT,FOR,6.5,0.0,0.0,2.53,0.0,0.0,0.0,2.46,0.0,0.0,2.24,0.0,0.0,2.71,0.0,0.0,0.0,2.41,0.0,0.0,2.19,0.0,0.0,2.42,2.24,2.53,2.25,2.13,0.0,26.110000000000003
387,845,Jesuran Rak Sakyi,CRY,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,1165,Lewis Hall,NEW,MID,6.5,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.26,0.23,0.23,0.26,0.0,0.32,2.4599999999999995
389,3398,Cauley Woodrow,LUT,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.2,0.18,0.19,0.0,1.0999999999999999
390,291,Jack Harrison,EVE,MID,7.7,0.0,3.55,0.0,0.0,0.0,0.0,3.39,0.0,0.0,3.75,0.0,0.0,2.76,0.0,0.0,0.0,0.0,3.48,0.0,3.23,0.0,0.0,3.71,3.3,3.24,3.5,0.0,3.04,36.95
391,419,Donny van de Beek,MUN,MID,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,1,Calum Chambers,AVL,DEF,7.3,0.0,0.22,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.29,0.0,0.0,0.0,0.23,0.0,0.21,0.0,0.0,0.0,0.33,0.0,0.0,0.3,0.27,0.29,0.42,0.0,0.2,2.97
393,555,Giovani Lo Celso,TOT,MID,7.6,0.0,2.63,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.66,0.0,0.0,0.54,0.0,0.0,0.36,0.0,0.0,0.31,0.0,0.0,0.0,0.44,0.34,0.45,0.45,0.37,0.0,7.57
394,1225,Joe Rothwell,BOU,MID,6.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.22,0.0,0.23,0.0,0.21,0.0,0.0,0.15,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1799999999999997
395,1234,Jaidon Anthony,BOU,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,507,Fraser Forster,TOT,GK,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.22,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.19,0.0,1.0
397,1319,Moussa Niakhate,FOR,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.92,0.0,1.74,0.0,0.0,3.13,0.0,0.0,0.0,1.91,0.0,0.0,1.9,1.54,3.07,3.17,2.87,0.0,20.400000000000002
398,1233,Adam Smith,BOU,DEF,6.9,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,1.92,0.0,2.57,0.0,1.64,0.0,0.0,0.85,0.0,0.0,0.0,1.11,0.0,0.0,1.66,2.54,1.6,2.01,2.11,0.0,19.599999999999998
399,360,Nathaniel Phillips,LIV,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,728,Robin Olsen,AVL,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,3386,Chiedozie Ogbene,LUT,FOR,6.8,0.0,0.0,1.15,0.0,0.0,0.0,1.25,0.0,0.0,1.08,0.0,0.0,1.37,0.0,0.0,0.0,1.34,0.0,0.0,1.25,0.0,0.0,1.35,1.3,1.51,1.33,1.25,0.0,14.18
402,260,Jay Stansfield,FUL,FOR,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,3400,Admiral Muskwe,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,878,Shandon Baptiste,BRE,MID,6.5,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.62,0.64,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.56,0.71,0.58,0.67,0.69,0.68,0.0,7.42
405,2068,Saša Lukić,FUL,MID,6.5,0.29,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.4,0.0,0.0,0.52,0.0,0.0,0.46,0.0,0.0,0.0,0.48,0.0,0.0,0.49,0.5,0.5,0.49,0.45,0.0,4.930000000000001
406,33,Cédric Soares,ARS,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
407,670,Jayden Bogle,SHU,DEF,6.7,0.0,0.0,0.0,0.0,2.84,0.0,1.91,0.0,0.0,2.32,0.0,0.0,2.44,0.0,0.0,0.0,2.13,0.0,0.0,0.0,2.14,0.0,1.83,1.87,1.25,2.46,0.0,0.83,22.02
408,265,Tom Cairney,FUL,MID,6.7,3.61,0.0,0.0,0.0,0.0,0.0,4.53,0.0,0.0,3.6,0.0,0.0,3.72,0.0,0.0,2.62,0.0,0.0,0.0,3.42,0.0,0.0,3.29,3.78,2.87,4.21,3.89,0.0,39.54
409,384,Scott Carson,MCI,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,694,Bertrand Traoré,AVL,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,958,Will Hughes,CRY,MID,6.6,0.0,0.0,0.0,1.96,0.0,0.0,2.07,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1.78,0.0,0.0,1.45,0.0,1.48,0.0,0.0,1.45,1.5,1.46,1.62,1.73,0.0,18.2
412,963,Ryan John Giles,LUT,DEF,6.9,0.0,0.0,2.96,0.0,0.0,0.0,1.99,0.0,0.0,0.76,0.0,0.0,1.47,0.0,0.0,0.0,0.83,0.0,0.0,0.51,0.0,0.0,0.92,0.89,1.22,0.67,0.56,0.0,12.780000000000001
413,150,Callum Hudson-Odoi,FOR,MID,7.7,0.0,0.0,0.0,1.44,0.0,0.0,1.42,0.0,0.0,0.0,1.55,0.0,1.47,0.0,0.0,1.55,0.0,0.0,0.0,1.31,0.0,0.0,1.56,1.42,1.57,1.5,1.72,0.0,16.51
414,1278,Stefan Ortega,MCI,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.23,0.0,0.0,0.24,0.24,0.3,0.26,0.0,0.28,1.81
415,861,William Osula,SHU,FOR,6.6,0.0,0.0,0.0,0.0,0.85,0.0,0.65,0.0,0.0,0.73,0.0,0.0,0.75,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.75,0.0,0.78,0.69,0.75,0.86,0.0,0.63,8.23
416,3367,Ameen Al-Dakhil,BUR,DEF,6.6,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.2,0.0,0.42,0.0,0.0,0.29,0.0,0.0,0.41,0.0,0.0,0.0,0.47,0.0,0.0,0.67,0.52,0.7,0.48,0.83,0.0,5.379999999999999
417,3372,Scott Twine,BUR,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,2414,Anass Zaroury,BUR,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.18,0.0,0.17,0.21,0.0,0.77
419,597,Ben Johnson,WHU,DEF,7.2,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.59,0.0,0.4,0.0,0.0,0.42,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.53,0.52,0.72,0.62,0.46,0.52,0.0,5.85
420,26,Reiss Nelson,ARS,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.26,0.0,0.0,0.27,0.0,0.31,0.0,0.0,0.0,0.27,0.0,0.0,0.35,0.4,0.39,0.33,0.52,0.0,3.3800000000000003
421,1160,Jarrell Quansah,LIV,DEF,7.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.54,0.0,0.0,0.48,0.0,0.77,0.0,0.0,0.61,0.0,0.0,0.0,0.95,0.0,0.0,0.7,0.59,0.69,0.72,0.0,0.91,7.29
422,484,Oliver Norwood,SHU,MID,7.0,0.0,0.0,0.0,0.0,2.15,0.0,1.88,0.0,0.0,1.95,0.0,0.0,1.94,0.0,0.0,0.0,2.04,0.0,0.0,0.0,1.9,0.0,1.98,2.02,1.87,2.07,0.0,1.81,21.61
423,463,Jonjo Shelvey,FOR,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,1401,Mikkel Damsgaard,BRE,MID,6.9,0.0,0.0,0.0,1.58,0.0,0.0,0.0,1.51,0.0,0.0,0.0,1.13,1.13,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,1.22,1.19,1.01,1.07,1.09,1.07,0.0,13.08
425,3370,Enock Agyei,BUR,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,3151,Facundo Buonanotte,BHA,MID,7.0,0.0,0.0,0.0,0.0,0.0,2.25,2.17,0.0,0.0,1.76,0.0,0.0,1.4,0.0,0.0,0.0,1.14,0.0,0.0,1.07,0.0,0.0,0.89,0.92,0.64,0.67,0.73,0.0,13.640000000000002
427,1004,Nuno Tavares,FOR,DEF,7.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
428,117,Jóhann Berg Guðmundsson,BUR,MID,7.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,1.59,0.0,1.76,0.0,0.0,1.32,0.0,0.0,1.43,0.0,0.0,0.0,1.41,0.0,0.0,1.67,1.42,1.53,1.37,1.71,0.0,17.580000000000002
429,617,Leander Dendoncker,AVL,MID,6.7,0.0,0.32,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.31,0.0,0.0,0.0,0.32,0.0,0.25,0.0,0.0,0.0,0.32,0.0,0.0,0.3,0.31,0.29,0.38,0.0,0.27,3.35
430,188,Wayne Hennessey,FOR,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,1308,Giulian Biancone,FOR,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,1266,Rodrigo Muniz,FUL,FOR,6.7,1.23,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,1.3,0.0,0.0,1.35,0.0,0.0,1.26,0.0,0.0,0.0,1.23,0.0,0.0,1.33,1.36,1.41,1.49,1.37,0.0,14.739999999999998
433,1322,Flynn Downes,WHU,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,740,Folarin Balogun,ARS,FOR,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,137,Malang Sarr,CHE,DEF,7.3,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.23,0.0,0.0,0.0,0.23,0.18,0.0,0.0,0.3,0.0,0.0,0.0,0.28,0.25,0.18,0.23,0.0,0.19,2.43
436,1392,Orel Mangala,FOR,MID,6.7,0.0,0.0,0.0,1.76,0.0,0.0,1.8,0.0,0.0,0.0,1.74,0.0,1.52,0.0,0.0,1.47,0.0,0.0,0.0,1.43,0.0,0.0,1.15,1.38,1.44,1.43,1.45,0.0,16.57
437,916,Max Aarons,BOU,DEF,6.7,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,2.03,0.0,2.67,0.0,1.93,0.0,0.0,1.27,0.0,0.0,0.0,1.25,0.0,0.0,2.28,2.84,2.25,2.31,2.41,0.0,23.009999999999998
438,1302,Harry Arter,FOR,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,707,Andi Zeqiri,BHA,FOR,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,663,Ryan Fraser,NEW,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,529,Dele Alli,EVE,MID,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,532,Japhet Tanganga,TOT,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,1216,Dara Costelloe,BUR,FOR,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,1201,Rodrigo Bentancur,TOT,MID,7.7,0.0,2.27,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.95,0.0,0.0,0.74,0.0,0.0,0.54,0.0,0.0,0.48,0.0,0.0,0.0,0.53,0.5,0.48,0.56,0.58,0.0,9.23
445,966,Konstantinos Mavropanos,WHU,DEF,7.3,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,3.2,0.0,1.08,0.0,0.0,0.87,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.83,0.78,0.97,0.74,0.6,0.79,0.0,14.27
446,3217,Lewis Miley,NEW,MID,6.5,1.01,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.83,0.0,0.0,0.72,0.0,0.0,0.88,0.0,0.0,0.0,0.67,0.0,0.0,1.06,0.84,0.89,1.08,0.0,1.17,9.659999999999998
447,1028,Frank Onyeka,BRE,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.67,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,1.01,1.01,0.86,1.05,1.02,1.07,0.0,8.09
448,1579,Luca Koleosho,BUR,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,1463,Kobbie Mainoo,MUN,MID,7.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.61,0.0,0.0,0.48,0.0,0.0,0.53,0.0,0.0,0.58,0.0,0.0,0.51,0.61,0.68,0.62,0.0,0.59,6.9399999999999995
450,1074,Lewis Dobbin,EVE,FOR,6.5,0.0,0.38,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.33,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.35,0.0,0.3,0.0,0.0,0.44,0.37,0.37,0.39,0.0,0.35,3.8500000000000005
451,1387,Chris Richards,CRY,DEF,7.0,0.0,0.0,0.0,1.89,0.0,0.0,3.32,0.0,0.0,1.97,0.0,0.0,0.0,0.0,2.28,0.0,0.0,2.06,0.0,2.18,0.0,0.0,1.67,3.05,1.83,2.42,2.34,0.0,25.01
452,3471,Vinicius Souza,SHU,MID,6.7,0.0,0.0,0.0,0.0,2.99,0.0,2.74,0.0,0.0,2.75,0.0,0.0,2.7,0.0,0.0,0.0,2.71,0.0,0.0,0.0,2.44,0.0,2.54,2.73,2.6,2.44,0.0,2.52,29.160000000000004
453,3376,Benson Manuel,BUR,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.22,0.0,0.0,0.21,0.0,0.0,0.19,0.0,0.0,0.0,0.23,0.0,0.0,0.36,0.24,0.3,0.26,0.32,0.0,2.48
454,3389,Luke Freeman,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,1348,Keane Lewis-Potter,BRE,MID,7.2,0.0,0.0,0.0,3.53,0.0,0.0,0.0,3.02,0.0,0.0,0.0,1.86,1.96,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,1.9,1.99,1.33,1.47,1.12,1.09,0.0,21.11
456,1246,Lewis Cook,BOU,MID,6.7,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,2.74,0.0,2.51,0.0,2.07,0.0,0.0,1.96,0.0,0.0,0.0,1.75,0.0,0.0,1.9,2.15,1.88,2.02,2.09,0.0,23.29
457,3387,Reece Burke,LUT,DEF,6.6,0.0,0.0,0.34,0.0,0.0,0.0,0.56,0.0,0.0,0.41,0.0,0.0,0.8,0.0,0.0,0.0,0.56,0.0,0.0,0.36,0.0,0.0,0.64,0.63,0.79,0.46,0.41,0.0,5.960000000000001
458,1365,Djed Spence,TOT,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,3470,Alejo Véliz,TOT,FOR,7.2,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.56,0.0,0.0,0.41,0.0,0.0,0.34,0.0,0.0,0.23,0.0,0.0,0.0,0.27,0.23,0.3,0.32,0.25,0.0,4.46
460,444,Mark Gillespie,NEW,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,3504,Ibrahim Sangaré,FOR,MID,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,1.19,0.0,0.0,2.18,0.0,0.0,0.0,2.08,0.0,0.0,2.25,2.1,2.3,2.27,2.21,0.0,17.34
462,428,Eric Bailly,MUN,DEF,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,1385,Kevin Mbabu,FUL,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,453,Emil Krafth,NEW,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,3404,Dan Potts,LUT,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,549,Tanguy Ndombele,TOT,MID,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,553,Ryan Sessegnon,TOT,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,3508,Nicolás Domínguez,FOR,MID,7.5,0.0,0.0,0.0,1.84,0.0,0.0,1.96,0.0,0.0,0.0,2.12,0.0,1.97,0.0,0.0,1.84,0.0,0.0,0.0,1.68,0.0,0.0,1.73,1.76,1.94,2.16,1.88,0.0,20.88
