,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,MD_24_Pts,MD_25_Pts,Total_Pts
99,1735,Antoine Semenyo,BOU,MID,6.6,0.0,0.0,4.04,0.0,0.0,3.31,0.0,3.16,0.0,0.0,3.02,0.0,0.0,0.0,3.14,0.0,2.69,2.32,3.11,0.0,2.29,0.0,3.25,0.62,2.74,33.69
100,733,Craig Dawson,WOL,DEF,7.3,0.0,0.0,0.0,0.0,0.0,1.96,0.0,3.72,0.0,0.0,4.16,0.0,0.0,3.55,0.0,0.0,0.41,2.98,4.18,0.0,0.57,0.0,4.41,1.94,0.84,28.720000000000002
101,1405,Iyenoma Udogie,TOT,DEF,7.7,3.18,0.0,0.0,3.61,0.0,5.2,0.0,4.25,0.0,0.0,0.0,0.0,5.09,2.74,0.0,0.0,0.51,1.13,2.68,0.65,1.95,0.64,5.1,2.2,5.1,44.03
102,266,Bobby Reid,FUL,MID,6.7,0.0,0.0,0.0,0.81,0.0,0.88,0.0,0.95,0.0,0.0,0.95,0.0,0.0,0.91,0.0,0.0,0.25,0.08,1.07,0.0,0.99,0.0,0.89,0.67,1.13,9.580000000000002
103,828,Carney Chukwuemeka,CHE,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.45,0.0,0.5,0.0,0.0,0.0,0.69,0.14,0.54,0.58,0.25,0.72,0.25,0.58,0.57,0.71,6.300000000000001
104,441,Javier Manquillo,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,417,Marcus Rashford,MUN,MID,10.9,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,3.97,0.0,4.6,0.0,0.0,4.3,0.0,2.87,4.81,5.55,0.0,4.04,0.0,3.85,3.22,4.02,45.31
106,1638,Joško Gvardiol,MCI,DEF,9.3,0.96,0.0,0.0,0.0,0.0,0.0,2.87,0.0,3.66,0.0,4.91,0.0,0.0,4.61,0.0,0.0,0.67,3.03,4.32,0.0,4.82,0.0,3.84,2.54,5.19,41.42
107,3411,Issa Kaboré,LUT,DEF,7.0,0.0,0.0,2.56,2.94,0.0,1.49,0.0,0.0,1.1,0.0,2.72,0.0,0.0,0.0,0.0,0.0,2.3,0.0,2.34,0.0,2.52,0.0,2.11,0.0,2.54,22.619999999999997
108,3495,Odisseas Vlachodimos,FOR,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1234,Jaidon Anthony,BOU,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,185,Tyrick Mitchell,CRY,DEF,7.7,0.0,0.0,0.0,0.0,0.0,3.36,0.0,3.71,0.0,0.0,2.18,0.0,0.0,0.0,2.34,0.0,3.86,2.1,3.29,0.0,3.16,0.0,3.62,0.88,3.27,31.77
111,3400,Admiral Muskwe,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1260,Kaoru Mitoma,BHA,MID,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.13
113,1659,Rasmus Højlund,MUN,FOR,9.1,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,3.68,0.0,4.19,0.0,0.0,3.83,0.0,2.58,4.31,4.86,0.0,3.69,0.0,3.5,2.9,3.59,41.019999999999996
114,405,Harry Maguire,MUN,DEF,8.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.8,0.0,1.07,0.0,0.0,2.07,0.0,1.24,2.83,3.14,0.0,2.37,0.0,1.79,1.7,1.56,19.11
115,1080,Romelu Lukaku,CHE,FOR,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,802,Jean-Philippe Mateta,CRY,FOR,6.7,0.0,0.0,0.0,0.0,0.0,3.35,0.0,3.34,0.0,0.0,2.87,0.0,0.0,0.0,2.94,0.0,3.51,2.29,3.24,0.0,3.25,0.0,3.27,0.99,3.18,32.23
117,121,Nick Pope,NEW,GK,7.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.99,0.0,0.0,1.6,0.0,0.0,3.63,0.0,0.0,2.33,3.76,5.64,0.0,4.75,0.0,4.68,2.53,4.13,34.44
118,1326,Aaron Hickey,BRE,DEF,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.57,0.0,0.0,2.74,0.0,0.0,3.32,0.0,2.65,0.0,3.27,0.0,2.8,0.0,2.54,18.25
119,720,Tosin Adarabioyo,FUL,DEF,7.0,0.0,0.0,0.0,2.31,0.0,5.02,0.0,3.82,0.0,0.0,2.79,0.0,0.0,3.76,0.0,0.0,0.42,0.13,4.59,0.0,3.0,0.0,1.44,1.12,3.5,31.900000000000006
120,260,Jay Stansfield,FUL,FOR,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,85,Leandro Trossard,ARS,MID,8.7,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,3.57,0.0,2.13,0.0,0.0,2.54,0.0,0.0,0.59,2.65,2.28,0.0,2.77,0.0,2.24,1.86,2.77,25.319999999999997
122,2079,Pau Torres,AVL,DEF,8.1,3.15,0.0,0.0,0.0,4.51,4.82,0.0,0.0,1.16,0.0,4.2,0.0,0.0,1.48,0.0,0.0,4.61,0.0,3.25,0.0,2.38,0.0,2.36,0.0,4.31,36.23
123,209,Dominic Calvert-Lewin,EVE,FOR,7.9,0.0,0.0,0.0,0.0,0.0,3.42,0.0,3.27,0.0,0.0,3.75,0.0,0.0,0.0,0.0,3.2,3.74,2.85,3.52,0.0,3.54,0.0,3.97,0.31,2.6,34.17
124,1407,Thilo Kehrer,WHU,DEF,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,686,Dean Henderson,CRY,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.16,0.0,0.21,0.13,0.24,0.0,0.27,0.0,0.3,0.08,0.31,2.06
126,1237,David Brooks,BOU,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,3366,Lyle Foster,BUR,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,3207,João Gomes,WOL,MID,6.9,0.0,0.0,0.0,0.0,0.0,3.54,0.0,3.06,0.0,0.0,3.53,0.0,0.0,2.83,0.0,0.0,0.8,3.37,3.78,0.0,2.98,0.0,3.74,3.05,3.58,34.260000000000005
129,975,Marc Guéhi,CRY,DEF,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,2.71,0.65,3.04,7.16
130,70,Solly March,BHA,MID,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,427,Scott McTominay,MUN,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.82,0.0,0.83,0.0,0.0,0.75,0.0,0.47,0.76,0.93,0.0,0.63,0.0,0.59,0.46,0.65,7.789999999999999
132,707,Andi Zeqiri,BHA,FOR,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,812,Hugo Bueno,WOL,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.34,0.0,0.0,0.35,0.0,0.0,0.25,0.0,0.0,0.05,0.21,0.27,0.0,0.21,0.0,0.25,0.18,0.17,2.5500000000000003
134,481,Sander Berge,BUR,MID,7.0,3.17,0.0,0.0,3.14,0.0,2.72,0.0,3.04,0.0,0.0,2.52,0.0,0.0,2.7,0.0,0.0,2.89,0.0,2.66,0.0,2.81,0.0,2.59,0.0,2.92,31.159999999999997
135,186,Jeffrey Schlupp,CRY,MID,7.2,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.66,0.0,0.0,0.83,0.0,0.0,0.0,1.47,0.0,1.51,1.0,1.27,0.0,1.28,0.0,1.16,0.35,1.04,11.009999999999998
136,2351,Jeremy Doku,MCI,MID,8.5,1.32,0.0,0.0,0.0,0.0,0.0,2.62,0.0,3.1,0.0,3.06,0.0,0.0,3.52,0.0,0.0,0.66,2.77,3.04,0.0,3.33,0.0,2.92,2.28,3.42,32.040000000000006
137,144,Billy Gilmour,BHA,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,4.14,0.0,2.88,0.0,0.0,4.08,0.0,0.0,0.78,1.69,3.95,0.54,3.55,0.55,3.8,2.67,4.26,35.879999999999995
138,3405,Pelly Ruddock Mpanzu,LUT,MID,6.7,0.0,0.0,2.4,2.19,0.0,0.86,0.0,0.0,2.13,0.0,1.0,0.0,0.0,1.05,0.0,0.0,1.0,0.0,0.92,0.0,1.01,0.0,0.89,0.0,0.72,14.170000000000002
139,56,Jacob Ramsey,AVL,MID,8.0,2.86,0.0,0.0,0.0,3.07,3.31,0.0,0.0,2.29,0.0,3.17,0.0,0.0,2.35,0.0,0.0,3.56,0.0,3.27,0.0,2.76,0.0,3.04,0.0,2.8,32.48
140,3365,Vitinho,BUR,DEF,6.6,0.81,0.0,0.0,1.19,0.0,0.94,0.0,1.49,0.0,0.0,0.95,0.0,0.0,1.22,0.0,0.0,1.45,0.0,0.89,0.0,1.3,0.0,0.85,0.0,1.47,12.56
141,95,Robert Sánchez,CHE,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.33,0.0,0.35,0.0,0.0,0.0,0.48,0.09,0.36,0.39,0.16,0.56,0.19,0.54,0.48,0.52,4.859999999999999
142,222,Alex Iwobi,FUL,MID,7.8,0.0,0.0,0.0,3.7,0.0,3.72,0.0,3.52,0.0,0.0,3.38,0.0,0.0,3.4,0.0,0.0,0.8,0.26,3.42,0.0,3.29,0.0,2.87,2.2,3.64,34.2
143,634,Willy Boly,FOR,DEF,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,160,Kurt Zouma,WHU,DEF,7.4,4.01,0.0,0.0,0.0,2.86,1.74,0.0,2.51,0.0,0.0,2.8,0.0,0.0,3.21,0.0,0.0,2.82,0.0,1.94,0.0,1.86,0.0,3.89,0.0,0.94,28.580000000000002
145,555,Giovani Lo Celso,TOT,MID,7.6,0.23,0.0,0.0,0.23,0.0,0.28,0.0,0.28,0.0,0.0,0.0,0.0,0.32,0.23,0.0,0.0,0.05,0.12,0.32,0.08,0.33,0.08,0.37,0.25,0.35,3.5200000000000005
146,491,John Egan,SHU,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.1,0.58,1.0699999999999998
147,3479,Nicolò Zaniolo,AVL,MID,7.2,0.66,0.0,0.0,0.0,0.5,0.65,0.0,0.0,0.43,0.0,0.71,0.0,0.0,0.52,0.0,0.0,0.78,0.0,0.72,0.0,0.61,0.0,0.71,0.0,0.66,6.95
148,845,Jesuran Rak Sakyi,CRY,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.77,0.0,0.0,0.59,0.0,0.0,0.0,0.45,0.0,0.41,0.27,0.27,0.0,0.27,0.0,0.27,0.08,0.19,4.330000000000001
149,3477,Gustavo Hamer,SHU,MID,6.8,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,2.26,0.0,2.69,0.0,2.17,0.0,0.0,2.83,1.6,2.3,0.0,2.86,0.0,2.38,0.71,2.82,25.459999999999997
150,3478,Wilson Odobert,BUR,FOR,6.5,2.62,0.0,0.0,3.0,0.0,2.42,0.0,2.86,0.0,0.0,2.38,0.0,0.0,2.62,0.0,0.0,2.67,0.0,2.44,0.0,2.8,0.0,2.42,0.0,2.89,29.120000000000005
151,475,Jack Robinson,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.13,0.0,1.98,0.0,1.21,0.0,0.0,3.09,0.66,0.76,0.0,2.92,0.0,1.57,0.26,1.91,17.04
152,3187,Noni Madueke,CHE,MID,7.9,0.0,1.58,0.0,0.0,0.0,1.31,0.0,0.0,0.0,1.28,0.0,1.18,0.0,0.0,0.0,0.93,0.16,0.65,0.7,0.3,0.97,0.34,0.86,0.85,0.96,12.07
153,1283,Sven Botman,NEW,DEF,8.6,0.0,2.6,0.0,0.0,0.0,5.88,0.0,5.23,0.0,0.0,3.32,0.0,0.0,3.14,0.0,0.0,1.83,3.48,6.35,0.0,4.26,0.0,3.53,2.18,3.24,45.04
154,3484,Beto,EVE,FOR,7.7,0.0,0.0,0.0,0.0,0.0,1.62,0.0,1.64,0.0,0.0,1.83,0.0,0.0,0.0,0.0,1.62,1.93,1.47,1.89,0.0,1.9,0.0,2.17,0.17,1.36,17.6
155,492,Chris Basham,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1076,Yoane Wissa,BRE,MID,7.6,0.0,0.0,0.0,3.49,0.0,3.05,0.0,0.0,2.5,0.0,1.99,0.0,0.0,2.28,0.0,0.0,1.74,0.0,1.89,0.0,1.98,0.0,1.79,0.0,1.87,22.58
157,346,James Milner,BHA,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.63,0.0,0.76,0.0,0.0,1.41,0.0,0.0,0.36,0.84,1.7,0.27,1.5,0.24,1.38,1.19,1.45,12.109999999999998
158,1333,Cheick Doucouré,CRY,MID,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51
159,916,Max Aarons,BOU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,1.51,0.0,1.75,0.0,0.0,1.56,0.0,0.0,0.0,1.29,0.0,1.13,1.18,1.4,0.0,0.79,0.0,1.51,0.31,1.08,13.51
160,48,Ezri Konsa,AVL,DEF,7.9,3.37,0.0,0.0,0.0,4.74,5.24,0.0,0.0,1.15,0.0,4.51,0.0,0.0,1.59,0.0,0.0,5.02,0.0,3.54,0.0,2.56,0.0,2.51,0.0,4.73,38.959999999999994
161,42,Jack Grealish,MCI,MID,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.73,0.0,0.85,0.0,0.0,1.89,0.0,0.0,0.36,1.53,1.87,0.0,2.04,0.0,1.75,1.35,1.88,14.57
162,456,Matt Ritchie,NEW,DEF,6.5,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
163,861,William Osula,SHU,FOR,6.6,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,1.5,0.0,1.79,0.0,1.42,0.0,0.0,1.85,0.99,1.4,0.0,1.91,0.0,1.56,0.46,1.9,17.1
164,633,Diogo Jota,LIV,MID,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,1253,Boubacar Kamara,AVL,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,1254,Diego Carlos,AVL,DEF,7.3,2.32,0.0,0.0,0.0,2.77,3.02,0.0,0.0,1.09,0.0,2.63,0.0,0.0,1.25,0.0,0.0,2.99,0.0,2.36,0.0,1.74,0.0,1.8,0.0,2.62,24.59
167,1255,Julio César Enciso,BHA,MID,7.9,1.96,0.0,0.0,0.0,0.0,0.0,2.71,0.0,3.01,0.0,2.37,0.0,0.0,2.64,0.0,0.0,0.6,1.26,2.65,0.44,2.76,0.45,2.46,2.1,2.54,27.95
168,599,Tomáš Souček,WHU,MID,7.7,3.28,0.0,0.0,0.0,3.26,2.96,0.0,3.2,0.0,0.0,2.85,0.0,0.0,3.13,0.0,0.0,2.87,0.0,3.01,0.0,2.86,0.0,3.49,0.0,2.55,33.46
169,2339,Tom Lockyer,LUT,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,1317,Nayef Aguerd,WHU,DEF,7.3,0.98,0.0,0.0,0.0,1.17,0.88,0.0,1.12,0.0,0.0,1.25,0.0,0.0,1.4,0.0,0.0,1.36,0.0,0.96,0.0,1.02,0.0,1.89,0.0,0.6,12.63
171,890,Mathias Jensen,BRE,MID,7.6,0.0,0.0,0.0,2.43,0.0,2.36,0.0,0.0,2.44,0.0,2.14,0.0,0.0,2.46,0.0,0.0,2.36,0.0,2.16,0.0,2.32,0.0,2.21,0.0,2.26,23.14
172,1325,Clément Lenglet,AVL,DEF,7.7,1.3,0.0,0.0,0.0,1.32,1.68,0.0,0.0,0.63,0.0,1.52,0.0,0.0,0.79,0.0,0.0,1.81,0.0,1.56,0.0,1.16,0.0,1.29,0.0,1.63,14.689999999999998
173,263,Antonee Robinson,FUL,DEF,7.7,0.0,0.0,0.0,2.69,0.0,4.77,0.0,3.52,0.0,0.0,2.65,0.0,0.0,3.52,0.0,0.0,0.54,0.17,4.43,0.0,2.74,0.0,1.66,1.45,3.91,32.05
174,1307,Ryan Yates,FOR,MID,6.8,1.29,0.0,0.0,1.37,0.0,1.35,0.0,1.45,0.0,0.0,0.0,0.0,1.44,1.49,0.0,0.0,1.4,0.0,1.26,0.0,1.45,0.0,1.69,0.0,1.47,15.66
175,1285,Brennan Johnson,TOT,MID,8.0,1.92,0.0,0.0,1.58,0.0,1.61,0.0,1.37,0.0,0.0,0.0,0.0,1.69,1.39,0.0,0.0,0.27,0.59,1.33,0.34,1.44,0.36,1.86,1.19,1.8,18.74
176,1348,Keane Lewis-Potter,BRE,MID,7.2,0.0,0.0,0.0,1.9,0.0,1.76,0.0,0.0,1.63,0.0,1.34,0.0,0.0,1.19,0.0,0.0,0.8,0.0,0.98,0.0,1.02,0.0,0.84,0.0,0.89,12.350000000000001
177,2391,Ansu Fati,BHA,MID,8.2,3.74,0.0,0.0,0.0,0.0,0.0,2.53,0.0,2.6,0.0,1.98,0.0,0.0,2.51,0.0,0.0,0.54,1.13,2.27,0.38,2.48,0.41,2.17,1.85,2.3,26.889999999999997
178,1068,Roméo Lavia,CHE,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.31,0.0,0.32,0.0,0.0,0.0,0.3,0.06,0.26,0.28,0.11,0.34,0.12,0.26,0.26,0.31,3.2500000000000004
179,3196,Jhon Durán,AVL,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.29,0.0,0.55,0.0,0.0,0.36,0.0,0.0,0.55,0.0,0.68,0.0,0.51,0.0,0.62,0.0,0.52,4.550000000000001
180,623,Raúl Jiménez,FUL,FOR,7.4,0.0,0.0,0.0,0.42,0.0,1.51,0.0,1.46,0.0,0.0,1.52,0.0,0.0,1.47,0.0,0.0,0.36,0.12,1.46,0.0,1.4,0.0,1.16,0.9,1.66,13.440000000000001
181,410,Anthony Martial,MUN,FOR,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.43,0.0,0.43,0.71,0.89,0.0,0.52,0.0,0.54,0.43,0.61,4.82
182,3402,Gabriel Osho,LUT,DEF,6.9,0.0,0.0,2.43,3.44,0.0,1.39,0.0,0.0,0.83,0.0,3.1,0.0,0.0,0.43,0.0,0.0,2.66,0.0,2.71,0.0,3.04,0.0,2.43,0.0,3.03,25.49
183,3,Bernd Leno,FUL,GK,6.8,0.0,0.0,0.0,3.91,0.0,5.13,0.0,4.63,0.0,0.0,3.93,0.0,0.0,4.43,0.0,0.0,0.92,0.29,5.11,0.0,4.23,0.0,3.66,2.45,4.68,43.37
184,3401,Jordan Clark,LUT,MID,6.8,0.0,0.0,1.44,1.5,0.0,0.95,0.0,0.0,1.19,0.0,1.1,0.0,0.0,0.94,0.0,0.0,1.0,0.0,0.96,0.0,1.02,0.0,0.94,0.0,0.96,11.999999999999996
185,372,Joël Matip,LIV,DEF,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47
186,91,Joël Veltman,BHA,DEF,7.9,1.8,0.0,0.0,0.0,0.0,0.0,0.71,0.0,1.04,0.0,0.84,0.0,0.0,1.02,0.0,0.0,0.21,0.44,1.04,0.16,0.99,0.15,0.76,0.69,0.84,10.69
187,1199,Christian Eriksen,MUN,MID,7.9,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.59,0.0,0.65,0.0,0.0,0.48,0.0,0.33,0.54,0.54,0.0,0.49,0.0,0.46,0.34,0.45,5.47
188,192,Jordan Ayew,CRY,FOR,7.6,0.0,0.0,0.0,0.0,0.0,3.02,0.0,3.27,0.0,0.0,2.68,0.0,0.0,0.0,2.73,0.0,2.93,1.92,2.44,0.0,2.62,0.0,2.52,0.76,2.48,27.370000000000005
189,3364,Simon Adingra,BHA,MID,7.0,4.12,0.0,0.0,0.0,0.0,0.0,3.04,0.0,3.24,0.0,2.68,0.0,0.0,3.17,0.0,0.0,0.73,1.59,3.3,0.54,3.27,0.53,3.01,2.57,3.12,34.91
190,237,Lucas Digne,AVL,DEF,7.6,1.39,0.0,0.0,0.0,1.34,1.65,0.0,0.0,0.68,0.0,1.49,0.0,0.0,0.77,0.0,0.0,1.85,0.0,1.49,0.0,1.11,0.0,1.25,0.0,1.43,14.45
191,490,George Baldock,SHU,DEF,6.9,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.23,0.0,1.24,0.0,0.88,0.0,0.0,1.86,0.48,0.53,0.0,1.61,0.0,1.34,0.28,1.1,10.87
192,604,Aaron Cresswell,WHU,DEF,7.7,1.29,0.0,0.0,0.0,0.56,0.51,0.0,0.6,0.0,0.0,0.64,0.0,0.0,0.73,0.0,0.0,0.65,0.0,0.51,0.0,0.52,0.0,0.82,0.0,0.44,7.2700000000000005
193,511,Danny Ings,WHU,FOR,8.1,0.35,0.0,0.0,0.0,0.56,0.68,0.0,0.77,0.0,0.0,0.64,0.0,0.0,0.68,0.0,0.0,0.55,0.0,0.57,0.0,0.59,0.0,0.77,0.0,0.56,6.720000000000001
194,1278,Stefan Ortega,MCI,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.26,0.77
195,959,João Pedro,BHA,FOR,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,1.48,0.0,1.77,0.0,0.0,3.57,0.0,0.0,0.89,1.89,3.95,0.64,3.95,0.64,3.63,3.16,4.01,30.32
196,538,Ben Davies,TOT,DEF,7.8,0.34,0.0,0.0,0.57,0.0,0.84,0.0,0.68,0.0,0.0,0.0,0.0,0.96,0.66,0.0,0.0,0.13,0.28,0.64,0.15,0.54,0.16,1.1,0.58,0.98,8.610000000000001
197,668,Max Lowe,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,895,Bryan Mbeumo,BRE,MID,8.3,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,1.91,0.0,2.05,0.0,0.0,4.47,0.0,0.0,3.97,0.0,3.63,0.0,4.18,0.0,3.7,0.0,4.05,29.03
199,101,Neal Maupay,BRE,FOR,7.3,0.0,0.0,0.0,2.07,0.0,1.89,0.0,0.0,1.55,0.0,1.18,0.0,0.0,1.02,0.0,0.0,0.87,0.0,0.0,0.0,0.92,0.0,0.81,0.0,0.87,11.179999999999998
200,3458,Igor,BHA,DEF,7.6,1.39,0.0,0.0,0.0,0.0,0.0,0.72,0.0,1.12,0.0,0.85,0.0,0.0,1.37,0.0,0.0,0.25,0.51,1.25,0.18,1.24,0.19,0.88,0.8,1.14,11.89
201,338,Divock Origi,FOR,FOR,7.3,0.93,0.0,0.0,1.05,0.0,1.05,0.0,1.13,0.0,0.0,0.0,0.0,1.06,1.16,0.0,0.0,1.09,0.0,1.03,0.0,1.31,0.0,1.14,0.0,1.06,12.010000000000002
202,178,Joel Ward,CRY,DEF,7.5,0.0,0.0,0.0,0.0,0.0,2.62,0.0,2.5,0.0,0.0,1.56,0.0,0.0,0.0,1.44,0.0,2.95,1.54,2.44,0.0,2.06,0.0,1.68,0.4,1.28,20.47
203,348,Taiwo Awoniyi,FOR,FOR,7.5,2.82,0.0,0.0,3.2,0.0,2.95,0.0,3.35,0.0,0.0,0.0,0.0,2.75,3.1,0.0,0.0,2.58,0.0,2.3,0.0,2.78,0.0,2.87,0.0,2.83,31.53
