,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,MD_24_Pts,MD_25_Pts,MD_26_Pts,MD_27_Pts,MD_28_Pts,MD_29_Pts,MD_30_Pts,MD_31_Pts,MD_32_Pts,MD_33_Pts,MD_34_Pts,MD_35_Pts,MD_36_Pts,Total_Pts
394,1110,Marc Cucurella,CHE,DEF,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.17,0.0,0.87,0.0,0.66,0.74,0.0,0.62,0.41,0.16,0.43,0.54,0.51,0.46,0.55,6.3
395,891,Sergi Canós,BRE,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,3479,Nicolò Zaniolo,AVL,MID,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.45,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.32,0.67,0.0,0.37,0.58,0.0,0.44,0.53,0.12,0.49,0.42,0.44,0.04,0.42,6.560000000000001
397,3363,Bart Verbruggen,BHA,GK,6.9,3.13,0.0,0.0,1.32,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.68,0.0,0.0,1.52,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.07,1.33,1.45,0.0,1.45,0.0,1.76,1.57,0.27,1.66,1.63,1.47,1.09,1.64,26.659999999999997
398,345,Neco Williams,FOR,DEF,6.8,0.0,1.23,0.0,1.05,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.71,0.0,0.0,0.0,0.65,0.0,0.0,0.77,0.0,1.08,1.08,0.0,0.75,0.0,1.23,0.85,0.16,0.65,1.07,0.94,0.15,0.98,14.990000000000002
399,161,Ian Maatsen,CHE,MID,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,186,Jeffrey Schlupp,CRY,MID,7.2,1.96,0.0,0.0,0.0,0.0,1.53,0.0,0.0,1.43,0.0,0.0,1.53,0.0,0.0,1.44,0.0,0.0,0.0,1.62,0.0,0.0,0.29,0.0,1.41,1.5,0.0,1.25,0.0,1.35,1.55,0.14,1.44,1.48,1.46,1.01,1.44,23.830000000000005
401,103,Jack Cork,BUR,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.16,0.0,0.13,0.17,0.0,0.15,0.0,0.16,0.18,0.0,0.18,0.18,0.18,0.0,0.19,2.0799999999999996
402,1463,Kobbie Mainoo,MUN,MID,7.0,0.0,2.71,0.0,0.0,1.8,0.0,0.0,1.91,0.0,0.0,0.0,2.09,0.0,0.0,0.0,1.6,0.0,0.0,2.0,0.0,0.0,0.43,0.0,1.69,0.0,1.79,1.78,0.0,1.76,1.78,0.19,1.86,1.7,1.68,1.35,1.67,29.790000000000006
403,11,Joe Willock,NEW,MID,7.6,1.44,0.0,0.0,2.33,0.0,0.0,3.06,0.0,0.0,0.0,0.0,2.23,0.0,0.0,3.2,0.0,0.0,0.0,2.55,0.0,0.0,0.52,0.0,3.06,0.0,2.99,2.57,0.0,2.98,2.44,0.24,3.1,2.54,2.75,1.7,2.4,42.1
404,898,Nathan Collins,BRE,DEF,7.3,0.0,0.0,1.79,3.15,0.0,0.0,1.91,0.0,0.0,1.24,0.0,0.0,0.0,3.23,2.38,0.0,0.0,0.0,1.57,0.0,0.0,3.49,0.0,2.55,2.31,0.0,2.09,0.0,4.11,6.95,0.0,2.93,3.1,2.66,0.11,2.35,47.919999999999995
405,916,Max Aarons,BOU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,1.05,0.0,0.26,1.84,0.92,0.0,0.34,0.0,1.58,1.56,0.0,1.75,0.2,1.27,1.13,0.9,1.28,0.8,1.42,0.64,1.02,18.249999999999996
406,19,Kieran Tierney,ARS,DEF,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,3269,Auston Trusty,SHU,DEF,6.5,2.67,0.0,0.0,2.81,0.0,0.0,0.0,2.28,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,1.89,0.0,2.02,0.0,0.0,0.23,0.0,2.93,0.0,0.36,2.38,0.0,1.32,3.46,0.12,0.88,3.2,1.73,0.81,2.16,33.56
408,343,Curtis Jones,LIV,MID,7.3,0.0,2.42,0.0,3.11,0.0,0.0,2.34,0.0,0.0,0.0,2.79,0.0,0.0,0.0,2.19,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.1,1.95,0.0,2.31,2.05,0.0,1.99,0.91,1.67,2.31,2.24,1.99,1.5,2.3,35.99999999999999
409,91,Joël Veltman,BHA,DEF,7.9,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.98,0.0,0.0,0.84,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.03,0.58,0.71,0.0,0.7,0.0,0.95,0.75,0.11,0.79,0.78,0.63,0.45,0.77,11.009999999999998
410,1900,Cody Gakpo,LIV,FOR,9.6,0.0,1.97,0.0,2.35,0.0,0.0,1.66,0.0,0.0,0.0,2.17,0.0,0.0,0.0,1.65,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.08,1.67,0.0,1.9,1.58,0.0,1.64,0.75,1.35,1.72,1.92,1.52,1.23,1.99,28.419999999999998
411,148,Kepa Arrizabalaga,CHE,GK,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,3412,Sandro Tonali,NEW,MID,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,713,Carlos Vinícius,FUL,FOR,6.9,1.7,0.0,0.0,1.68,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.64,0.0,0.0,0.0,0.37,0.0,0.34,0.0,0.0,0.34,0.37,0.0,0.31,0.0,0.37,0.15,0.0,0.37,0.35,0.3,0.19,0.39,10.029999999999998
414,588,Michail Antonio,WHU,FOR,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,1.71,2.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,1.19,1.58,1.94,0.0,1.78,0.0,2.02,1.66,0.47,1.71,1.65,2.18,0.16,1.37,24.379999999999995
415,3464,Lesley Ugochukwu,CHE,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.3,0.0,0.0,0.16,0.0,0.35,0.0,0.34,0.34,0.0,0.35,0.31,0.12,0.31,0.35,0.33,0.34,0.35,4.63
416,1097,Evan Ferguson,BHA,FOR,7.8,3.37,0.0,0.0,1.8,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.6,0.0,0.0,1.32,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.05,1.22,1.25,0.0,1.13,0.0,1.31,1.49,0.22,1.46,1.41,1.31,0.89,1.52,24.379999999999995
417,727,Nathaniel Clyne,CRY,DEF,7.1,0.75,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.38,0.0,0.0,0.49,0.0,0.0,0.27,0.0,0.0,0.0,0.42,0.0,0.0,0.08,0.0,0.49,0.42,0.0,0.33,0.0,0.32,0.41,0.03,0.38,0.37,0.41,0.24,0.37,6.820000000000001
418,493,Oliver McBurnie,SHU,FOR,7.0,2.85,0.0,0.0,2.55,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,2.47,0.0,2.37,0.0,0.0,0.42,0.0,2.82,0.0,1.99,2.69,0.0,2.21,2.92,0.22,2.1,2.92,2.27,1.52,2.77,40.34000000000001
419,1378,Harry Toffolo,FOR,DEF,6.6,0.0,2.43,0.0,1.95,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.85,0.0,0.0,0.0,0.77,0.0,0.0,0.91,0.0,1.34,1.32,0.0,0.77,0.0,1.59,1.02,0.19,0.76,1.32,1.07,0.18,1.21,19.729999999999997
420,1333,Cheick Doucouré,CRY,MID,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,1160,Jarrell Quansah,LIV,DEF,7.0,0.0,0.23,0.0,0.44,0.0,0.0,0.32,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.02,0.5,0.0,0.62,0.42,0.0,0.52,0.2,0.37,0.46,0.46,0.42,0.33,0.55,7.21
422,44,Matt Targett,NEW,DEF,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.0,0.06,0.0,0.41,0.0,0.41,0.34,0.0,0.45,0.34,0.04,0.53,0.42,0.4,0.27,0.36,4.55
423,3471,Vinicius Souza,SHU,MID,6.7,3.33,0.0,0.0,3.24,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,3.02,0.0,3.2,0.0,0.0,0.59,0.0,2.82,0.0,2.98,3.27,0.0,2.46,2.67,0.29,2.94,2.45,2.6,2.03,2.9,46.910000000000004
424,471,Wes Foderingham,SHU,GK,6.4,4.07,0.0,0.0,3.36,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.17,0.22,0.0,0.16,0.23,0.02,0.15,0.22,0.17,0.11,0.18,10.570000000000002
425,1905,Jurriën Timber,ARS,DEF,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.19,0.0,1.05,0.0,2.97,3.03,0.56,2.23,3.28,2.36,0.59,3.36,21.05
426,36,Tyrone Mings,AVL,DEF,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.76,0.0,0.97,3.59,0.9,2.86,1.93,2.22,0.31,3.02,16.8
427,879,Christian Nørgaard,BRE,MID,6.9,0.0,0.0,2.83,4.07,0.0,0.0,3.07,0.0,0.0,2.35,0.0,0.0,0.0,3.42,2.91,0.0,0.0,0.0,2.42,0.0,0.0,2.92,0.0,2.91,2.8,0.0,2.74,0.0,3.36,6.68,0.0,3.13,3.06,3.13,0.11,3.01,54.92000000000001
428,3432,Bénie Adama Traore,SHU,FOR,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,3403,Amari'i Bell,LUT,DEF,7.1,1.4,0.0,0.0,3.95,0.0,0.0,0.0,2.36,0.0,0.0,0.98,0.0,0.0,0.0,2.57,0.0,0.0,0.52,2.61,1.3,0.0,2.27,0.0,1.42,1.17,0.0,2.91,0.23,0.66,3.83,0.63,2.41,2.49,2.07,0.66,2.51,38.95
430,617,Leander Dendoncker,AVL,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,1286,Joe Worrall,FOR,DEF,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,1348,Keane Lewis-Potter,BRE,MID,7.2,0.0,0.0,2.81,2.88,0.0,0.0,2.06,0.0,0.0,1.62,0.0,0.0,0.0,1.83,1.77,0.0,0.0,0.0,1.24,0.0,0.0,1.5,0.0,1.48,1.54,0.0,1.18,0.0,1.62,2.97,0.0,1.31,1.49,1.34,0.05,1.36,30.049999999999997
433,185,Tyrick Mitchell,CRY,DEF,7.7,2.61,0.0,0.0,0.0,0.0,3.31,0.0,0.0,3.16,0.0,0.0,3.96,0.0,0.0,2.38,0.0,0.0,0.0,4.23,0.0,0.0,0.53,0.0,3.12,3.25,0.0,1.84,0.0,1.98,3.54,0.27,2.97,2.89,3.42,1.89,3.14,48.49000000000001
434,66,Yves Bissouma,TOT,MID,7.3,0.0,0.0,0.0,1.75,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,0.0,3.22,0.0,3.91,0.0,0.0,4.66,5.07,0.0,4.04,0.0,3.41,2.7,0.68,3.03,2.91,4.52,2.89,4.35,56.59000000000001
435,189,Vicente Guaita,CRY,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,42,Jack Grealish,MCI,MID,9.2,0.0,0.0,1.64,1.82,0.0,0.0,1.76,0.0,0.0,1.88,0.0,1.8,0.0,0.0,0.0,1.91,0.0,0.0,1.51,0.0,0.0,0.0,0.09,1.62,0.0,1.82,1.78,0.0,2.43,1.93,0.34,2.02,2.23,1.96,1.37,2.2,32.11000000000001
437,450,Paul Dummett,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,724,Rayan Aït Nouri,WOL,DEF,7.2,0.0,2.13,0.0,2.6,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.79,0.0,0.0,0.0,2.84,0.0,0.0,0.7,0.0,2.08,2.78,0.0,2.91,0.0,2.58,2.03,1.45,3.61,1.08,3.01,0.92,1.43,39.43000000000001
439,3478,Wilson Odobert,BUR,FOR,6.5,2.65,0.0,0.0,2.16,0.0,0.0,2.22,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0.0,2.72,0.0,0.0,2.29,0.0,0.0,2.46,0.0,2.22,2.66,0.0,2.24,0.0,2.37,2.34,0.0,2.21,2.46,2.24,0.0,2.62,38.14
440,6,Mohamed Elneny,ARS,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,155,Hakim Ziyech,CHE,MID,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,662,Callum Wilson,NEW,FOR,9.1,1.49,0.0,0.0,2.6,0.0,0.0,3.89,0.0,0.0,0.0,0.0,2.32,0.0,0.0,3.93,0.0,0.0,0.0,2.95,0.0,0.0,0.58,0.0,4.19,0.0,4.18,3.2,0.0,4.22,2.86,0.28,4.38,3.17,3.55,1.96,2.84,52.59
443,653,Kenny Tete,FUL,DEF,7.4,1.43,0.0,0.0,1.4,0.0,0.0,1.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.13,0.0,0.0,0.0,1.34,0.0,1.09,0.0,0.0,1.55,1.33,0.0,1.01,0.0,1.2,0.4,0.0,1.41,1.08,0.77,0.5,1.55,19.32
444,620,Max Kilman,WOL,DEF,7.7,0.0,2.01,0.0,3.17,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,4.99,0.0,1.64,0.0,0.0,0.0,3.27,0.0,0.0,0.76,0.0,1.84,4.05,0.0,4.04,0.0,3.41,1.79,1.5,4.01,0.67,3.5,0.96,0.84,43.84
445,484,Oliver Norwood,SHU,MID,7.0,0.79,0.0,0.0,0.9,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.88,0.0,1.01,0.0,0.0,0.19,0.0,1.0,0.0,0.83,1.02,0.0,0.91,1.05,0.09,0.92,1.04,0.94,0.65,1.03,15.15
446,3394,Luke Berry,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,683,Arijanet Muric,BUR,GK,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.23,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5700000000000001
448,874,Charlie Goode,BRE,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,663,Ryan Fraser,NEW,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,882,Mads Bech Sørensen,BRE,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,33,Cédric Soares,ARS,DEF,7.2,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
452,671,Brandon Austin,TOT,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,26,Reiss Nelson,ARS,MID,6.8,0.0,0.21,0.0,0.0,0.37,0.0,0.36,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.39,0.0,0.5,0.0,0.0,0.29,0.0,0.4,0.63,0.0,0.47,0.0,0.52,0.56,0.12,0.54,0.64,0.53,0.12,0.63,7.6899999999999995
454,966,Konstantinos Mavropanos,WHU,DEF,7.3,0.0,0.43,0.0,0.0,0.53,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.74,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.52,0.59,0.78,0.0,0.86,0.0,0.92,0.82,0.22,0.67,0.65,1.13,0.08,0.44,11.89
455,788,Andy Lonergan,EVE,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,821,Thomas Mcgill,BHA,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,763,Jakub Moder,BHA,MID,6.7,0.61,0.0,0.0,0.35,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.32,0.0,0.0,0.22,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.01,0.23,0.25,0.0,0.2,0.0,0.26,0.26,0.04,0.26,0.25,0.24,0.17,0.27,4.529999999999999
458,838,Jaden Philogene Bidace,AVL,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,852,Daniel Jebbison,SHU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,729,Terence Kongolo,FUL,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,225,Séamus Coleman,EVE,DEF,7.5,0.47,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.63,0.0,0.0,0.86,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.03,0.77,0.0,0.57,0.97,0.0,0.62,0.85,0.45,0.73,0.86,0.95,0.09,0.52,11.259999999999998
462,3481,Deivid Washington,CHE,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,1177,Oscar Bobb,MCI,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.31,0.0,0.29,0.0,0.0,0.0,0.37,0.0,0.0,0.3,0.0,0.0,0.0,0.02,0.37,0.0,0.45,0.4,0.0,0.59,0.42,0.07,0.44,0.48,0.42,0.3,0.47,6.0
464,3214,Naouirou Ahamada,CRY,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,682,Thiago Alcántara,LIV,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.05,1.05,0.0,1.23,1.02,0.0,1.14,0.46,0.83,1.06,1.15,0.98,0.76,1.18,12.44
466,694,Bertrand Traoré,AVL,MID,6.6,0.25,0.0,0.0,0.0,0.27,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.23,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29
467,3634,Ben Brereton,SHU,FOR,7.2,2.18,0.0,0.0,2.3,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,2.29,0.0,0.0,0.0,2.29,0.0,2.22,0.0,0.0,0.43,0.0,2.68,0.0,1.88,2.49,0.0,2.11,2.63,0.21,2.08,2.62,2.18,1.49,2.54,37.18000000000001
468,597,Ben Johnson,WHU,DEF,7.2,0.0,0.43,0.0,0.0,0.45,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.68,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.52,0.58,0.74,0.0,0.89,0.0,0.91,0.79,0.21,0.65,0.63,1.08,0.07,0.44,11.200000000000003
469,1104,Maxwel Cornet,WHU,MID,7.2,0.0,1.43,0.0,0.0,0.89,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.65,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.34,0.48,0.56,0.0,0.55,0.0,0.64,0.49,0.13,0.5,0.49,0.6,0.05,0.43,10.700000000000001
470,444,Mark Gillespie,NEW,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,1266,Rodrigo Muniz,FUL,FOR,6.7,3.14,0.0,0.0,3.39,0.0,0.0,2.76,0.0,0.0,0.0,0.0,2.48,0.0,0.0,1.84,0.0,0.0,0.0,1.11,0.0,1.16,0.0,0.0,1.22,1.17,0.0,1.21,0.0,1.14,0.46,0.0,1.14,1.08,0.93,0.58,1.21,26.019999999999996
